Results Table 1
,Sample,E-modulus,Tensile stress at Yield (Offset 0.2 %),Maximum Tensile stress,Tensile stress at Break (Standard),% Elongation at break at Non-proportional elongation (Standard),% Elongation at tensile strength at Non-proportional elongation (Standard),Strain hardening exponent at N Value,Area under curve total,Area under curve at tensile stress at yield
,,(GPa),(MPa),(MPa),(MPa),(%),(%),,(N-mm/mm^3),(N-mm/mm^3)
1,"Aço 1055","110.351","588.719","939.877","650.677","14.34","10.02","0.201","-----","-----"
1,Time,Displacement,Force,Tensile strain (Strain 2),Tensile stress
,(s),(mm),(kN),(mm/mm),(MPa)
"","0.0000","-0.05602","0.00661","0.00000","0.27843"
"","0.0760","-0.05501","0.00930","0.00000","0.39128"
"","0.0880","-0.05459","0.01234","0.00000","0.51952"
"","0.0960","-0.05423","0.01512","0.00000","0.63649"
"","0.1020","-0.05393","0.01781","0.00000","0.74949"
"","0.1080","-0.05363","0.02116","0.00000","0.89056"
"","0.1140","-0.05333","0.02483","0.00000","1.04519"
"","0.1180","-0.05309","0.02753","0.00001","1.15892"
"","0.1220","-0.05285","0.03044","0.00001","1.28135"
"","0.1260","-0.05261","0.03355","0.00001","1.41228"
"","0.1300","-0.05238","0.03682","0.00001","1.54996"
"","0.1340","-0.05208","0.04030","0.00001","1.69618"
"","0.1380","-0.05184","0.04389","0.00001","1.84735"
"","0.1420","-0.05154","0.04749","0.00001","1.99899"
"","0.1460","-0.05130","0.05098","0.00001","2.14575"
"","0.1500","-0.05100","0.05431","0.00001","2.28603"
"","0.1540","-0.05070","0.05747","0.00001","2.41906"
"","0.1580","-0.05046","0.06039","0.00001","2.54201"
"","0.1620","-0.05016","0.06305","0.00001","2.65384"
"","0.1680","-0.04969","0.06651","0.00001","2.79959"
"","0.1740","-0.04927","0.06931","0.00001","2.91724"
"","0.1820","-0.04861","0.07238","0.00001","3.04668"
"","0.1940","-0.04765","0.07515","0.00001","3.16309"
"","0.2200","-0.04562","0.07773","0.00002","3.27155"
"","0.2580","-0.04281","0.08025","0.00001","3.37779"
"","0.2920","-0.04030","0.08286","0.00001","3.48752"
"","0.3380","-0.03695","0.08544","0.00002","3.59613"
"","0.4060","-0.03235","0.08797","0.00002","3.70255"
"","0.4620","-0.02876","0.09063","0.00001","3.81484"
"","0.5020","-0.02613","0.09316","0.00002","3.92097"
"","0.5540","-0.02290","0.09569","0.00002","4.02761"
"","0.5980","-0.02027","0.09823","0.00002","4.13460"
"","0.6380","-0.01776","0.10075","0.00002","4.24057"
"","0.6860","-0.01483","0.10327","0.00002","4.34653"
"","0.7420","-0.01154","0.10579","0.00002","4.45282"
"","0.8060","-0.00765","0.10833","0.00002","4.55964"
"","0.8400","-0.00550","0.11091","0.00002","4.66808"
"","0.8820","-0.00305","0.11350","0.00002","4.77724"
"","0.9380","0.00030","0.11606","0.00001","4.88499"
"","0.9660","0.00203","0.11864","0.00002","4.99381"
"","1.0060","0.00448","0.12114","0.00002","5.09904"
"","1.0460","0.00688","0.12373","0.00002","5.20767"
"","1.0700","0.00825","0.12633","0.00002","5.31751"
"","1.0920","0.00957","0.12890","0.00002","5.42559"
"","1.1080","0.01046","0.13159","0.00002","5.53858"
"","1.1200","0.01124","0.13414","0.00002","5.64610"
"","1.1300","0.01184","0.13714","0.00002","5.77214"
"","1.1380","0.01232","0.13997","0.00002","5.89158"
"","1.1460","0.01279","0.14301","0.00002","6.01955"
"","1.1520","0.01315","0.14557","0.00002","6.12693"
"","1.1580","0.01351","0.14810","0.00002","6.23382"
"","1.1640","0.01393","0.15068","0.00002","6.34215"
"","1.1700","0.01429","0.15321","0.00002","6.44876"
"","1.1780","0.01477","0.15612","0.00002","6.57131"
"","1.1860","0.01531","0.15876","0.00002","6.68222"
"","1.1960","0.01590","0.16146","0.00002","6.79603"
"","1.2080","0.01662","0.16444","0.00002","6.92116"
"","1.2180","0.01722","0.16713","0.00002","7.03463"
"","1.2300","0.01788","0.16967","0.00002","7.14168"
"","1.2460","0.01883","0.17248","0.00002","7.25971"
"","1.2620","0.01979","0.17518","0.00002","7.37338"
"","1.2780","0.02069","0.17790","0.00002","7.48787"
"","1.2900","0.02146","0.18046","0.00002","7.59557"
"","1.3000","0.02206","0.18303","0.00002","7.70373"
"","1.3100","0.02266","0.18564","0.00002","7.81369"
"","1.3220","0.02338","0.18818","0.00002","7.92052"
"","1.3380","0.02433","0.19101","0.00002","8.03967"
"","1.3540","0.02535","0.19388","0.00002","8.16066"
"","1.3660","0.02613","0.19679","0.00002","8.28295"
"","1.3780","0.02685","0.19952","0.00002","8.39789"
"","1.3880","0.02738","0.20203","0.00002","8.50340"
"","1.4000","0.02810","0.20496","0.00002","8.62708"
"","1.4100","0.02870","0.20767","0.00002","8.74081"
"","1.4200","0.02924","0.21022","0.00002","8.84822"
"","1.4300","0.02983","0.21300","0.00002","8.96510"
"","1.4400","0.03043","0.21585","0.00002","9.08535"
"","1.4500","0.03103","0.21883","0.00002","9.21062"
"","1.4580","0.03145","0.22148","0.00002","9.32211"
"","1.4660","0.03193","0.22418","0.00002","9.43597"
"","1.4740","0.03247","0.22702","0.00002","9.55526"
"","1.4820","0.03294","0.22997","0.00002","9.67940"
"","1.4900","0.03342","0.23309","0.00002","9.81094"
"","1.4960","0.03372","0.23563","0.00002","9.91799"
"","1.5020","0.03414","0.23818","0.00002","10.02515"
"","1.5080","0.03450","0.24079","0.00002","10.13518"
"","1.5140","0.03486","0.24352","0.00002","10.25009"
"","1.5200","0.03522","0.24645","0.00002","10.37303"
"","1.5260","0.03563","0.24933","0.00002","10.49441"
"","1.5320","0.03599","0.25217","0.00003","10.61378"
"","1.5380","0.03635","0.25509","0.00003","10.73690"
"","1.5440","0.03677","0.25807","0.00003","10.86228"
"","1.5500","0.03713","0.26119","0.00003","10.99357"
"","1.5560","0.03749","0.26432","0.00003","11.12536"
"","1.5620","0.03779","0.26723","0.00003","11.24780"
"","1.5680","0.03815","0.26991","0.00003","11.36079"
"","1.5740","0.03850","0.27255","0.00003","11.47186"
"","1.5800","0.03886","0.27513","0.00003","11.58031"
"","1.5860","0.03922","0.27774","0.00003","11.69031"
"","1.5920","0.03958","0.28047","0.00003","11.80494"
"","1.5980","0.03988","0.28316","0.00003","11.91832"
"","1.6040","0.04024","0.28600","0.00003","12.03772"
"","1.6100","0.04060","0.28878","0.00003","12.15475"
"","1.6160","0.04096","0.29167","0.00003","12.27667"
"","1.6220","0.04137","0.29466","0.00003","12.40233"
"","1.6280","0.04167","0.29765","0.00003","12.52807"
"","1.6340","0.04203","0.30057","0.00003","12.65116"
"","1.6400","0.04239","0.30325","0.00003","12.76383"
"","1.6460","0.04281","0.30577","0.00003","12.87020"
"","1.6520","0.04311","0.30835","0.00003","12.97865"
"","1.6580","0.04347","0.31106","0.00003","13.09249"
"","1.6640","0.04389","0.31361","0.00003","13.20008"
"","1.6720","0.04436","0.31678","0.00003","13.33352"
"","1.6780","0.04472","0.31943","0.00003","13.44479"
"","1.6840","0.04508","0.32212","0.00003","13.55821"
"","1.6900","0.04544","0.32499","0.00003","13.67918"
"","1.6960","0.04586","0.32797","0.00003","13.80459"
"","1.7020","0.04622","0.33100","0.00003","13.93184"
"","1.7080","0.04664","0.33418","0.00003","14.06593"
"","1.7140","0.04699","0.33734","0.00003","14.19884"
"","1.7200","0.04735","0.34048","0.00003","14.33087"
"","1.7260","0.04771","0.34352","0.00004","14.45907"
"","1.7320","0.04807","0.34622","0.00004","14.57262"
"","1.7400","0.04855","0.34941","0.00004","14.70704"
"","1.7480","0.04903","0.35257","0.00004","14.83976"
"","1.7560","0.04945","0.35589","0.00004","14.97979"
"","1.7620","0.04980","0.35843","0.00004","15.08639"
"","1.7700","0.05028","0.36173","0.00004","15.22556"
"","1.7760","0.05064","0.36442","0.00004","15.33869"
"","1.7820","0.05100","0.36725","0.00004","15.45772"
"","1.7880","0.05136","0.37006","0.00004","15.57591"
"","1.7940","0.05166","0.37280","0.00004","15.69140"
"","1.8000","0.05202","0.37559","0.00004","15.80887"
"","1.8060","0.05238","0.37843","0.00004","15.92826"
"","1.8120","0.05273","0.38112","0.00004","16.04153"
"","1.8180","0.05309","0.38392","0.00004","16.15931"
"","1.8240","0.05345","0.38675","0.00004","16.27861"
"","1.8300","0.05381","0.38938","0.00004","16.38930"
"","1.8360","0.05417","0.39202","0.00004","16.50036"
"","1.8420","0.05453","0.39469","0.00004","16.61287"
"","1.8480","0.05489","0.39720","0.00004","16.71816"
"","1.8540","0.05525","0.40000","0.00004","16.83619"
"","1.8600","0.05566","0.40310","0.00004","16.96655"
"","1.8660","0.05602","0.40624","0.00004","17.09892"
"","1.8720","0.05638","0.40948","0.00004","17.23523"
"","1.8780","0.05680","0.41263","0.00004","17.36768"
"","1.8840","0.05716","0.41573","0.00004","17.49845"
"","1.8900","0.05752","0.41876","0.00004","17.62569"
"","1.8960","0.05788","0.42162","0.00004","17.74615"
"","1.9020","0.05823","0.42440","0.00004","17.86323"
"","1.9080","0.05859","0.42736","0.00004","17.98770"
"","1.9140","0.05895","0.43012","0.00004","18.10398"
"","1.9200","0.05931","0.43272","0.00005","18.21330"
"","1.9260","0.05967","0.43524","0.00005","18.31952"
"","1.9340","0.06009","0.43851","0.00005","18.45717"
"","1.9420","0.06057","0.44183","0.00005","18.59691"
"","1.9500","0.06105","0.44505","0.00005","18.73252"
"","1.9580","0.06152","0.44833","0.00005","18.87060"
"","1.9640","0.06188","0.45101","0.00005","18.98347"
"","1.9700","0.06224","0.45392","0.00005","19.10575"
"","1.9760","0.06260","0.45683","0.00005","19.22804"
"","1.9820","0.06296","0.45968","0.00005","19.34836"
"","1.9880","0.06332","0.46254","0.00005","19.46854"
"","1.9940","0.06368","0.46546","0.00005","19.59168"
"","2.0000","0.06403","0.46821","0.00005","19.70718"
"","2.0060","0.06433","0.47087","0.00005","19.81901"
"","2.0120","0.06475","0.47363","0.00005","19.93526"
"","2.0180","0.06511","0.47647","0.00005","20.05478"
"","2.0240","0.06547","0.47942","0.00005","20.17886"
"","2.0300","0.06583","0.48249","0.00005","20.30817"
"","2.0360","0.06625","0.48554","0.00005","20.43648"
"","2.0420","0.06661","0.48851","0.00005","20.56166"
"","2.0480","0.06696","0.49166","0.00005","20.69416"
"","2.0540","0.06738","0.49490","0.00005","20.83049"
"","2.0600","0.06774","0.49823","0.00005","20.97076"
"","2.0660","0.06810","0.50156","0.00005","21.11094"
"","2.0720","0.06846","0.50495","0.00005","21.25362"
"","2.0780","0.06882","0.50838","0.00005","21.39801"
"","2.0840","0.06918","0.51155","0.00005","21.53152"
"","2.0900","0.06954","0.51467","0.00005","21.66286"
"","2.0960","0.06989","0.51783","0.00005","21.79555"
"","2.1020","0.07025","0.52110","0.00005","21.93330"
"","2.1080","0.07061","0.52419","0.00005","22.06337"
"","2.1140","0.07097","0.52717","0.00005","22.18905"
"","2.1200","0.07133","0.53004","0.00005","22.30955"
"","2.1260","0.07169","0.53294","0.00005","22.43157"
"","2.1320","0.07199","0.53581","0.00005","22.55262"
"","2.1380","0.07235","0.53883","0.00005","22.67986"
"","2.1440","0.07270","0.54194","0.00005","22.81041"
"","2.1500","0.07306","0.54510","0.00005","22.94376"
"","2.1560","0.07342","0.54854","0.00005","23.08822"
"","2.1620","0.07378","0.55202","0.00005","23.23474"
"","2.1680","0.07414","0.55534","0.00005","23.37462"
"","2.1740","0.07450","0.55862","0.00005","23.51272"
"","2.1800","0.07486","0.56200","0.00005","23.65498"
"","2.1860","0.07522","0.56544","0.00005","23.79956"
"","2.1920","0.07557","0.56877","0.00005","23.93995"
"","2.1980","0.07593","0.57222","0.00005","24.08522"
"","2.2040","0.07629","0.57558","0.00006","24.22642"
"","2.2100","0.07671","0.57899","0.00006","24.37017"
"","2.2160","0.07707","0.58265","0.00006","24.52406"
"","2.2220","0.07749","0.58636","0.00006","24.68034"
"","2.2280","0.07785","0.59008","0.00006","24.83697"
"","2.2320","0.07809","0.59259","0.00006","24.94232"
"","2.2380","0.07844","0.59619","0.00006","25.09377"
"","2.2440","0.07874","0.59976","0.00006","25.24444"
"","2.2500","0.07910","0.60318","0.00006","25.38830"
"","2.2560","0.07946","0.60649","0.00006","25.52771"
"","2.2620","0.07982","0.60978","0.00006","25.66594"
"","2.2680","0.08018","0.61319","0.00006","25.80950"
"","2.2740","0.08054","0.61676","0.00006","25.95985"
"","2.2800","0.08090","0.62036","0.00006","26.11114"
"","2.2860","0.08125","0.62388","0.00006","26.25947"
"","2.2920","0.08161","0.62748","0.00006","26.41113"
"","2.2980","0.08197","0.63115","0.00006","26.56565"
"","2.3040","0.08227","0.63483","0.00006","26.72023"
"","2.3100","0.08263","0.63838","0.00006","26.86964"
"","2.3160","0.08299","0.64193","0.00006","27.01939"
"","2.3220","0.08329","0.64543","0.00006","27.16632"
"","2.3280","0.08365","0.64899","0.00006","27.31627"
"","2.3340","0.08400","0.65249","0.00006","27.46387"
"","2.3400","0.08442","0.65588","0.00006","27.60624"
"","2.3460","0.08478","0.65929","0.00006","27.75000"
"","2.3520","0.08514","0.66282","0.00006","27.89841"
"","2.3580","0.08550","0.66644","0.00006","28.05087"
"","2.3640","0.08586","0.67011","0.00007","28.20534"
"","2.3700","0.08622","0.67378","0.00007","28.35973"
"","2.3740","0.08646","0.67628","0.00007","28.46502"
"","2.3800","0.08681","0.67998","0.00007","28.62060"
"","2.3840","0.08711","0.68248","0.00007","28.72583"
"","2.3900","0.08747","0.68626","0.00007","28.88523"
"","2.3940","0.08777","0.68900","0.00007","29.00033"
"","2.3980","0.08801","0.69181","0.00007","29.11869"
"","2.4020","0.08825","0.69461","0.00007","29.23659"
"","2.4060","0.08849","0.69733","0.00007","29.35107"
"","2.4100","0.08873","0.69995","0.00007","29.46125"
"","2.4140","0.08897","0.70255","0.00007","29.57084"
"","2.4180","0.08921","0.70515","0.00007","29.68022"
"","2.4220","0.08945","0.70768","0.00007","29.78665"
"","2.4280","0.08986","0.71135","0.00007","29.94094"
"","2.4340","0.09016","0.71497","0.00007","30.09360"
"","2.4380","0.09040","0.71749","0.00007","30.19963"
"","2.4420","0.09064","0.72001","0.00007","30.30577"
"","2.4460","0.09088","0.72254","0.00007","30.41201"
"","2.4500","0.09112","0.72515","0.00007","30.52202"
"","2.4540","0.09136","0.72779","0.00007","30.63296"
"","2.4580","0.09160","0.73039","0.00007","30.74265"
"","2.4620","0.09178","0.73301","0.00007","30.85263"
"","2.4660","0.09202","0.73561","0.00007","30.96213"
"","2.4700","0.09226","0.73813","0.00007","31.06850"
"","2.4740","0.09249","0.74064","0.00007","31.17380"
"","2.4800","0.09285","0.74439","0.00007","31.33190"
"","2.4840","0.09309","0.74698","0.00007","31.44074"
"","2.4880","0.09333","0.74961","0.00007","31.55169"
"","2.4920","0.09357","0.75221","0.00007","31.66115"
"","2.4960","0.09381","0.75479","0.00007","31.76965"
"","2.5000","0.09399","0.75734","0.00007","31.87691"
"","2.5060","0.09441","0.76098","0.00007","32.03027"
"","2.5120","0.09471","0.76441","0.00007","32.17448"
"","2.5180","0.09513","0.76755","0.00007","32.30677"
"","2.5240","0.09542","0.77046","0.00007","32.42922"
"","2.5320","0.09596","0.77371","0.00007","32.56605"
"","2.5400","0.09644","0.77673","0.00007","32.69284"
"","2.5480","0.09692","0.77998","0.00008","32.82965"
"","2.5540","0.09734","0.78255","0.00008","32.93782"
"","2.5600","0.09770","0.78547","0.00008","33.06099"
"","2.5660","0.09805","0.78862","0.00008","33.19341"
"","2.5720","0.09841","0.79208","0.00008","33.33925"
"","2.5780","0.09877","0.79579","0.00008","33.49509"
"","2.5820","0.09907","0.79839","0.00008","33.60471"
"","2.5860","0.09931","0.80096","0.00008","33.71293"
"","2.5900","0.09955","0.80348","0.00008","33.81873"
"","2.5960","0.09991","0.80721","0.00008","33.97610"
"","2.6020","0.10021","0.81095","0.00008","34.13338"
"","2.6080","0.10057","0.81468","0.00008","34.29019"
"","2.6120","0.10081","0.81718","0.00008","34.39565"
"","2.6160","0.10104","0.81974","0.00008","34.50315"
"","2.6200","0.10128","0.82230","0.00008","34.61106"
"","2.6240","0.10152","0.82488","0.00008","34.71957"
"","2.6280","0.10176","0.82745","0.00008","34.82784"
"","2.6320","0.10200","0.83005","0.00008","34.93729"
"","2.6360","0.10224","0.83259","0.00008","35.04436"
"","2.6420","0.10254","0.83624","0.00008","35.19801"
"","2.6480","0.10290","0.83983","0.00008","35.34887"
"","2.6540","0.10326","0.84341","0.00009","35.49967"
"","2.6600","0.10362","0.84700","0.00009","35.65060"
"","2.6660","0.10391","0.85051","0.00009","35.79825"
"","2.6720","0.10427","0.85407","0.00009","35.94813"
"","2.6760","0.10451","0.85660","0.00009","36.05465"
"","2.6800","0.10475","0.85923","0.00009","36.16560"
"","2.6840","0.10499","0.86184","0.00009","36.27539"
"","2.6880","0.10523","0.86438","0.00009","36.38233"
"","2.6920","0.10547","0.86690","0.00009","36.48831"
"","2.6960","0.10571","0.86954","0.00009","36.59931"
"","2.7000","0.10601","0.87226","0.00009","36.71383"
"","2.7040","0.10625","0.87502","0.00009","36.82991"
"","2.7080","0.10649","0.87777","0.00009","36.94600"
"","2.7120","0.10672","0.88053","0.00009","37.06181"
"","2.7160","0.10696","0.88333","0.00009","37.17985"
"","2.7200","0.10720","0.88623","0.00009","37.30209"
"","2.7240","0.10744","0.88918","0.00009","37.42628"
"","2.7280","0.10768","0.89209","0.00009","37.54866"
"","2.7320","0.10792","0.89481","0.00009","37.66319"
"","2.7360","0.10822","0.89753","0.00010","37.77736"
"","2.7400","0.10846","0.90030","0.00010","37.89431"
"","2.7440","0.10870","0.90316","0.00010","38.01434"
"","2.7480","0.10894","0.90608","0.00010","38.13740"
"","2.7520","0.10924","0.90908","0.00010","38.26382"
"","2.7560","0.10947","0.91213","0.00010","38.39201"
"","2.7600","0.10971","0.91511","0.00010","38.51757"
"","2.7640","0.10995","0.91799","0.00010","38.63862"
"","2.7680","0.11019","0.92090","0.00010","38.76121"
"","2.7720","0.11043","0.92381","0.00010","38.88349"
"","2.7760","0.11067","0.92663","0.00010","39.00220"
"","2.7800","0.11091","0.92939","0.00010","39.11852"
"","2.7840","0.11115","0.93215","0.00010","39.23481"
"","2.7880","0.11139","0.93499","0.00010","39.35411"
"","2.7920","0.11163","0.93785","0.00010","39.47456"
"","2.7960","0.11181","0.94072","0.00010","39.59527"
"","2.8000","0.11205","0.94368","0.00010","39.71988"
"","2.8040","0.11234","0.94660","0.00010","39.84297"
"","2.8080","0.11258","0.94949","0.00010","39.96470"
"","2.8120","0.11282","0.95228","0.00010","40.08179"
"","2.8160","0.11300","0.95495","0.00010","40.19456"
"","2.8200","0.11324","0.95763","0.00011","40.30714"
"","2.8240","0.11348","0.96028","0.00011","40.41867"
"","2.8280","0.11372","0.96288","0.00011","40.52819"
"","2.8320","0.11396","0.96546","0.00011","40.63678"
"","2.8360","0.11420","0.96810","0.00011","40.74768"
"","2.8400","0.11444","0.97071","0.00011","40.85760"
"","2.8440","0.11468","0.97327","0.00011","40.96548"
"","2.8480","0.11492","0.97579","0.00011","41.07136"
"","2.8520","0.11515","0.97836","0.00011","41.17967"
"","2.8560","0.11539","0.98104","0.00011","41.29252"
"","2.8600","0.11563","0.98382","0.00011","41.40950"
"","2.8640","0.11587","0.98659","0.00011","41.52619"
"","2.8680","0.11611","0.98936","0.00011","41.64281"
"","2.8720","0.11635","0.99209","0.00011","41.75766"
"","2.8760","0.11659","0.99476","0.00011","41.86996"
"","2.8800","0.11683","0.99747","0.00011","41.98400"
"","2.8840","0.11707","1.00032","0.00011","42.10419"
"","2.8880","0.11731","1.00329","0.00011","42.22886"
"","2.8920","0.11755","1.00624","0.00011","42.35338"
"","2.8960","0.11785","1.00914","0.00011","42.47539"
"","2.9000","0.11808","1.01209","0.00011","42.59951"
"","2.9040","0.11832","1.01506","0.00011","42.72453"
"","2.9080","0.11856","1.01802","0.00012","42.84883"
"","2.9120","0.11886","1.02101","0.00012","42.97499"
"","2.9160","0.11910","1.02398","0.00011","43.10003"
"","2.9200","0.11934","1.02693","0.00011","43.22426"
"","2.9240","0.11958","1.02995","0.00011","43.35135"
"","2.9280","0.11982","1.03301","0.00011","43.48002"
"","2.9320","0.12006","1.03611","0.00012","43.61051"
"","2.9360","0.12030","1.03918","0.00012","43.73974"
"","2.9400","0.12054","1.04222","0.00012","43.86748"
"","2.9440","0.12077","1.04521","0.00012","43.99344"
"","2.9480","0.12101","1.04813","0.00012","44.11648"
"","2.9520","0.12125","1.05102","0.00012","44.23789"
"","2.9560","0.12149","1.05391","0.00012","44.35984"
"","2.9600","0.12173","1.05678","0.00013","44.48026"
"","2.9640","0.12197","1.05965","0.00013","44.60109"
"","2.9680","0.12221","1.06251","0.00013","44.72159"
"","2.9720","0.12245","1.06536","0.00013","44.84142"
"","2.9760","0.12263","1.06813","0.00013","44.95834"
"","2.9800","0.12287","1.07093","0.00013","45.07598"
"","2.9840","0.12311","1.07375","0.00013","45.19484"
"","2.9880","0.12335","1.07652","0.00013","45.31150"
"","2.9920","0.12358","1.07924","0.00013","45.42577"
"","2.9960","0.12382","1.08197","0.00013","45.54081"
"","3.0000","0.12406","1.08472","0.00013","45.65651"
"","3.0040","0.12424","1.08734","0.00013","45.76674"
"","3.0080","0.12448","1.08994","0.00013","45.87615"
"","3.0120","0.12472","1.09258","0.00013","45.98730"
"","3.0160","0.12496","1.09525","0.00013","46.09954"
"","3.0200","0.12520","1.09799","0.00013","46.21514"
"","3.0240","0.12544","1.10081","0.00013","46.33389"
"","3.0280","0.12568","1.10371","0.00013","46.45583"
"","3.0320","0.12592","1.10673","0.00013","46.58303"
"","3.0360","0.12622","1.10981","0.00013","46.71255"
"","3.0400","0.12645","1.11275","0.00013","46.83635"
"","3.0440","0.12669","1.11557","0.00014","46.95504"
"","3.0480","0.12687","1.11843","0.00014","47.07528"
"","3.0520","0.12711","1.12133","0.00014","47.19733"
"","3.0560","0.12741","1.12429","0.00014","47.32200"
"","3.0600","0.12765","1.12741","0.00014","47.45350"
"","3.0640","0.12789","1.13062","0.00014","47.58859"
"","3.0680","0.12813","1.13385","0.00014","47.72448"
"","3.0720","0.12837","1.13710","0.00014","47.86105"
"","3.0760","0.12861","1.14033","0.00014","47.99708"
"","3.0800","0.12885","1.14353","0.00014","48.13192"
"","3.0840","0.12909","1.14665","0.00014","48.26307"
"","3.0880","0.12938","1.14979","0.00014","48.39510"
"","3.0920","0.12962","1.15295","0.00014","48.52832"
"","3.0960","0.12986","1.15605","0.00014","48.65873"
"","3.1000","0.13010","1.15919","0.00014","48.79094"
"","3.1040","0.13034","1.16239","0.00014","48.92545"
"","3.1080","0.13058","1.16567","0.00014","49.06373"
"","3.1120","0.13082","1.16891","0.00015","49.19993"
"","3.1160","0.13106","1.17207","0.00015","49.33300"
"","3.1200","0.13130","1.17519","0.00015","49.46448"
"","3.1240","0.13154","1.17826","0.00015","49.59343"
"","3.1280","0.13178","1.18130","0.00015","49.72163"
"","3.1320","0.13202","1.18434","0.00015","49.84971"
"","3.1360","0.13225","1.18735","0.00015","49.97603"
"","3.1400","0.13249","1.19026","0.00016","50.09860"
"","3.1440","0.13273","1.19312","0.00016","50.21897"
"","3.1480","0.13297","1.19600","0.00016","50.34017"
"","3.1520","0.13321","1.19892","0.00016","50.46340"
"","3.1560","0.13345","1.20177","0.00016","50.58330"
"","3.1600","0.13369","1.20462","0.00016","50.70317"
"","3.1640","0.13393","1.20748","0.00016","50.82358"
"","3.1680","0.13417","1.21036","0.00016","50.94482"
"","3.1720","0.13441","1.21317","0.00016","51.06285"
"","3.1760","0.13465","1.21587","0.00016","51.17659"
"","3.1800","0.13489","1.21857","0.00016","51.29012"
"","3.1840","0.13506","1.22142","0.00016","51.41021"
"","3.1880","0.13536","1.22432","0.00016","51.53249"
"","3.1920","0.13560","1.22718","0.00016","51.65267"
"","3.1960","0.13584","1.22996","0.00016","51.76952"
"","3.2000","0.13608","1.23270","0.00016","51.88492"
"","3.2040","0.13632","1.23541","0.00016","51.99909"
"","3.2080","0.13656","1.23812","0.00016","52.11298"
"","3.2120","0.13680","1.24090","0.00016","52.23003"
"","3.2160","0.13704","1.24366","0.00016","52.34628"
"","3.2200","0.13728","1.24641","0.00016","52.46230"
"","3.2240","0.13752","1.24924","0.00016","52.58121"
"","3.2280","0.13775","1.25214","0.00016","52.70345"
"","3.2320","0.13799","1.25508","0.00016","52.82711"
"","3.2360","0.13823","1.25800","0.00016","52.95002"
"","3.2400","0.13853","1.26090","0.00016","53.07178"
"","3.2440","0.13877","1.26388","0.00017","53.19722"
"","3.2480","0.13901","1.26689","0.00017","53.32419"
"","3.2520","0.13925","1.26992","0.00017","53.45182"
"","3.2560","0.13949","1.27300","0.00017","53.58119"
"","3.2600","0.13979","1.27613","0.00017","53.71296"
"","3.2640","0.14003","1.27926","0.00017","53.84488"
"","3.2680","0.14027","1.28228","0.00017","53.97186"
"","3.2720","0.14051","1.28522","0.00017","54.09543"
"","3.2760","0.14074","1.28812","0.00017","54.21759"
"","3.2800","0.14098","1.29105","0.00017","54.34104"
"","3.2840","0.14122","1.29405","0.00017","54.46714"
"","3.2880","0.14152","1.29707","0.00017","54.59454"
"","3.2920","0.14176","1.30006","0.00017","54.72018"
"","3.2960","0.14200","1.30300","0.00017","54.84387"
"","3.3000","0.14224","1.30594","0.00018","54.96756"
"","3.3040","0.14248","1.30881","0.00018","55.08855"
"","3.3080","0.14266","1.31167","0.00018","55.20914"
"","3.3120","0.14290","1.31455","0.00018","55.33004"
"","3.3160","0.14314","1.31732","0.00018","55.44672"
"","3.3200","0.14338","1.32004","0.00018","55.56109"
"","3.3240","0.14361","1.32273","0.00018","55.67425"
"","3.3280","0.14379","1.32537","0.00018","55.78557"
"","3.3320","0.14403","1.32793","0.00018","55.89343"
"","3.3380","0.14439","1.33167","0.00018","56.05068"
"","3.3440","0.14475","1.33529","0.00018","56.20304"
"","3.3500","0.14511","1.33886","0.00018","56.35331"
"","3.3560","0.14541","1.34232","0.00018","56.49903"
"","3.3620","0.14577","1.34580","0.00018","56.64550"
"","3.3680","0.14613","1.34933","0.00019","56.79391"
"","3.3740","0.14648","1.35296","0.00019","56.94681"
"","3.3800","0.14684","1.35666","0.00019","57.10241"
"","3.3860","0.14720","1.36036","0.00019","57.25842"
"","3.3920","0.14756","1.36397","0.00019","57.41044"
"","3.3980","0.14792","1.36773","0.00019","57.56869"
"","3.4020","0.14816","1.37034","0.00019","57.67842"
"","3.4060","0.14840","1.37297","0.00019","57.78899"
"","3.4100","0.14864","1.37561","0.00019","57.90012"
"","3.4140","0.14894","1.37823","0.00019","58.01028"
"","3.4180","0.14917","1.38074","0.00019","58.11628"
"","3.4240","0.14953","1.38449","0.00020","58.27402"
"","3.4300","0.14989","1.38820","0.00020","58.42998"
"","3.4360","0.15025","1.39180","0.00020","58.58155"
"","3.4420","0.15061","1.39553","0.00020","58.73869"
"","3.4460","0.15085","1.39810","0.00020","58.84702"
"","3.4500","0.15109","1.40075","0.00020","58.95837"
"","3.4540","0.15133","1.40340","0.00020","59.06976"
"","3.4580","0.15157","1.40601","0.00020","59.17965"
"","3.4620","0.15181","1.40858","0.00020","59.28789"
"","3.4660","0.15204","1.41115","0.00020","59.39620"
"","3.4700","0.15228","1.41377","0.00020","59.50657"
"","3.4740","0.15258","1.41647","0.00020","59.61993"
"","3.4780","0.15282","1.41923","0.00020","59.73605"
"","3.4820","0.15300","1.42192","0.00020","59.84957"
"","3.4860","0.15324","1.42455","0.00020","59.96032"
"","3.4900","0.15348","1.42714","0.00020","60.06904"
"","3.4940","0.15372","1.42969","0.00020","60.17661"
"","3.4980","0.15396","1.43227","0.00021","60.28494"
"","3.5020","0.15420","1.43483","0.00021","60.39279"
