Results Table 1
,Sample,E-modulus,Tensile stress at Yield (Offset 0.2 %),Maximum Tensile stress,Tensile stress at Break (Standard),% Elongation at break at Non-proportional elongation (Standard),% Elongation at tensile strength at Non-proportional elongation (Standard),Strain hardening exponent at N Value,Area under curve total,Area under curve at tensile stress at yield
,,(GPa),(MPa),(MPa),(MPa),(%),(%),,(N-mm/mm^3),(N-mm/mm^3)
1,"Aço 1055","110.351","588.719","939.877","650.677","14.34","10.02","0.201","-----","-----"
1,Time,Displacement,Force,Tensile strain (Strain 2),Tensile stress
,(s),(mm),(kN),(mm/mm),(MPa)
"","145.9440","8.70081","22.19139","0.09541","934.04834"
"","145.9940","8.70380","22.19390","0.09546","934.15381"
"","146.0940","8.70977","22.19276","0.09556","934.10583"
"","146.1600","8.71372","22.19529","0.09563","934.21252"
"","146.2600","8.71970","22.19618","0.09573","934.24982"
"","146.2920","8.72167","22.19869","0.09576","934.35529"
"","146.3920","8.72759","22.19824","0.09586","934.33649"
"","146.4780","8.73291","22.20074","0.09595","934.44171"
"","146.5780","8.73865","22.20041","0.09604","934.42792"
"","146.6440","8.74272","22.20295","0.09611","934.53455"
"","146.7240","8.74750","22.20548","0.09619","934.64117"
"","146.8240","8.75360","22.20611","0.09629","934.66760"
"","146.9240","8.75946","22.20646","0.09639","934.68225"
"","146.9940","8.76370","22.20897","0.09646","934.78821"
"","147.0240","8.76550","22.21148","0.09649","934.89362"
"","147.1240","8.77148","22.21096","0.09659","934.87189"
"","147.1780","8.77483","22.21347","0.09665","934.97772"
"","147.2780","8.78074","22.21320","0.09674","934.96613"
"","147.3360","8.78427","22.21575","0.09680","935.07330"
"","147.4360","8.79019","22.21464","0.09690","935.02661"
"","147.4980","8.79396","22.21729","0.09696","935.13812"
"","147.5980","8.80000","22.21858","0.09707","935.19250"
"","147.6940","8.80580","22.22114","0.09716","935.30048"
"","147.7940","8.81160","22.21939","0.09726","935.22662"
"","147.8320","8.81393","22.22190","0.09730","935.33252"
"","147.8820","8.81698","22.22450","0.09735","935.44171"
"","147.9820","8.82296","22.22358","0.09745","935.40314"
"","148.0420","8.82666","22.22615","0.09751","935.51123"
"","148.1420","8.83252","22.22487","0.09761","935.45715"
"","148.1980","8.83593","22.22740","0.09766","935.56372"
"","148.2980","8.84185","22.22897","0.09776","935.62988"
"","148.3780","8.84687","22.23150","0.09785","935.73633"
"","148.4780","8.85273","22.23074","0.09794","935.70453"
"","148.5540","8.85739","22.23326","0.09802","935.81067"
"","148.6540","8.86319","22.23263","0.09812","935.78394"
"","148.7020","8.86624","22.23514","0.09817","935.88971"
"","148.7400","8.86858","22.23769","0.09821","935.99677"
"","148.8400","8.87455","22.23632","0.09831","935.93939"
"","148.9100","8.87880","22.23893","0.09838","936.04913"
"","149.0100","8.88466","22.23832","0.09848","936.02356"
"","149.0840","8.88926","22.24090","0.09855","936.13214"
"","149.1840","8.89524","22.24194","0.09865","936.17590"
"","149.2640","8.90008","22.24453","0.09873","936.28497"
"","149.3640","8.90588","22.24328","0.09883","936.23236"
"","149.4360","8.91031","22.24591","0.09890","936.34302"
"","149.5360","8.91623","22.24571","0.09900","936.33472"
"","149.5820","8.91904","22.24836","0.09905","936.44611"
"","149.6820","8.92496","22.24941","0.09915","936.49023"
"","149.7820","8.93099","22.25116","0.09925","936.56384"
"","149.8820","8.93691","22.25205","0.09935","936.60150"
"","149.9740","8.94259","22.25466","0.09944","936.71118"
"","150.0740","8.94851","22.25410","0.09954","936.68756"
"","150.1740","8.95449","22.25658","0.09964","936.79205"
"","150.2740","8.96053","22.25637","0.09974","936.78302"
"","150.3140","8.96298","22.25894","0.09978","936.89117"
"","150.4140","8.96890","22.25944","0.09988","936.91229"
"","150.5140","8.97488","22.26090","0.09998","936.97400"
"","150.6140","8.98086","22.26217","0.10008","937.02740"
"","150.6720","8.98445","22.26468","0.10014","937.13312"
"","150.7720","8.99043","22.26436","0.10024","937.11938"
"","150.8720","8.99647","22.26532","0.10034","937.15991"
"","150.9720","9.00238","22.26551","0.10044","937.16785"
"","151.0060","9.00448","22.26814","0.10047","937.27863"
"","151.1060","9.01040","22.26724","0.10057","937.24066"
"","151.1620","9.01386","22.26976","0.10063","937.34692"
"","151.2620","9.01978","22.27011","0.10073","937.36133"
"","151.3620","9.02576","22.27158","0.10083","937.42340"
"","151.4620","9.03168","22.27109","0.10093","937.40283"
"","151.5160","9.03509","22.27373","0.10098","937.51385"
"","151.6160","9.04107","22.27376","0.10108","937.51526"
"","151.7100","9.04675","22.27627","0.10118","937.62073"
"","151.8100","9.05261","22.27551","0.10128","937.58881"
"","151.8680","9.05625","22.27808","0.10134","937.69702"
"","151.9680","9.06217","22.27725","0.10144","937.66187"
"","152.0280","9.06594","22.27987","0.10150","937.77228"
"","152.1280","9.07168","22.27772","0.10159","937.68201"
"","152.2040","9.07634","22.28037","0.10167","937.79340"
"","152.3040","9.08226","22.28012","0.10177","937.78271"
"","152.3760","9.08675","22.28269","0.10184","937.89093"
"","152.4080","9.08866","22.28521","0.10188","937.99719"
"","152.4720","9.09237","22.28268","0.10194","937.89069"
"","152.5720","9.09841","22.28509","0.10204","937.99207"
"","152.6720","9.10433","22.28401","0.10214","937.94647"
"","152.7240","9.10755","22.28662","0.10219","938.05634"
"","152.7600","9.10983","22.28915","0.10223","938.16309"
"","152.8600","9.11575","22.28717","0.10233","938.07959"
"","152.9320","9.12005","22.28968","0.10240","938.18524"
"","153.0320","9.12603","22.28953","0.10250","938.17889"
"","153.1320","9.13207","22.29058","0.10260","938.22296"
"","153.2320","9.13805","22.28996","0.10270","938.19696"
"","153.3320","9.14397","22.29220","0.10280","938.29144"
"","153.4320","9.15000","22.29449","0.10290","938.38770"
"","153.5320","9.15598","22.29451","0.10300","938.38837"
"","153.6080","9.16071","22.29706","0.10308","938.49573"
"","153.6720","9.16441","22.29453","0.10314","938.38916"
"","153.7720","9.17039","22.29709","0.10324","938.49713"
"","153.8720","9.17637","22.29760","0.10334","938.51874"
"","153.9540","9.18145","22.30018","0.10342","938.62720"
"","154.0540","9.18731","22.29941","0.10352","938.59479"
"","154.1540","9.19329","22.30143","0.10362","938.67963"
"","154.2540","9.19927","22.30055","0.10372","938.64294"
"","154.3140","9.20298","22.30309","0.10378","938.74951"
"","154.4140","9.20896","22.30319","0.10388","938.75397"
"","154.5140","9.21494","22.30495","0.10398","938.82800"
"","154.6140","9.22091","22.30453","0.10408","938.81012"
"","154.7140","9.22695","22.30554","0.10418","938.85303"
"","154.8140","9.23305","22.30710","0.10428","938.91846"
"","154.9140","9.23885","22.30507","0.10438","938.83313"
"","154.9860","9.24322","22.30762","0.10445","938.94055"
"","155.0860","9.24914","22.30820","0.10455","938.96454"
"","155.1660","9.25416","22.31070","0.10463","939.06976"
"","155.2660","9.25996","22.30824","0.10473","938.96637"
"","155.3480","9.26498","22.31079","0.10482","939.07367"
"","155.4480","9.27090","22.31046","0.10491","939.05981"
"","155.5180","9.27526","22.31297","0.10499","939.16565"
"","155.6180","9.28118","22.31249","0.10509","939.14545"
"","155.7180","9.28722","22.31435","0.10519","939.22357"
"","155.8020","9.29206","22.31183","0.10527","939.11737"
"","155.8560","9.29547","22.31440","0.10532","939.22571"
"","155.9560","9.30139","22.31474","0.10542","939.24023"
"","156.0560","9.30749","22.31693","0.10552","939.33203"
"","156.1360","9.31209","22.31442","0.10560","939.22650"
"","156.2200","9.31730","22.31712","0.10569","939.34009"
"","156.2480","9.31897","22.31965","0.10571","939.44666"
"","156.3480","9.32501","22.31730","0.10582","939.34784"
"","156.4480","9.33105","22.31878","0.10592","939.40991"
"","156.5480","9.33703","22.31923","0.10602","939.42896"
"","156.6480","9.34295","22.31963","0.10611","939.44586"
"","156.7480","9.34916","22.32189","0.10622","939.54089"
"","156.8400","9.35448","22.31931","0.10631","939.43231"
"","156.9300","9.35993","22.32184","0.10640","939.53894"
"","157.0300","9.36578","22.32101","0.10650","939.50378"
"","157.0800","9.36889","22.32355","0.10655","939.61096"
"","157.1800","9.37493","22.32277","0.10665","939.57806"
"","157.2800","9.38091","22.32385","0.10675","939.62347"
"","157.3800","9.38677","22.32221","0.10684","939.55438"
"","157.4800","9.39293","22.32465","0.10695","939.65723"
"","157.5800","9.39903","22.32410","0.10705","939.63409"
"","157.6800","9.40489","22.32398","0.10715","939.62878"
"","157.7800","9.41087","22.32506","0.10725","939.67426"
"","157.8800","9.41684","22.32524","0.10735","939.68182"
"","157.9800","9.42294","22.32583","0.10745","939.70673"
"","158.0800","9.42880","22.32502","0.10755","939.67255"
"","158.1800","9.43478","22.32588","0.10765","939.70886"
"","158.2800","9.44088","22.32785","0.10775","939.79193"
"","158.3800","9.44692","22.32748","0.10785","939.77637"
"","158.4800","9.45290","22.32786","0.10795","939.79242"
"","158.5800","9.45882","22.32696","0.10805","939.75458"
"","158.6800","9.46486","22.32925","0.10815","939.85077"
"","158.7800","9.47089","22.32783","0.10825","939.79102"
"","158.8800","9.47681","22.32748","0.10835","939.77637"
"","158.9800","9.48285","22.32714","0.10845","939.76215"
"","159.0800","9.48883","22.32815","0.10855","939.80432"
"","159.1800","9.49505","22.32986","0.10865","939.87659"
"","159.2460","9.49888","22.32717","0.10871","939.76331"
"","159.3460","9.50491","22.32845","0.10881","939.81708"
"","159.4460","9.51083","22.32696","0.10891","939.75433"
"","159.5220","9.51556","22.32946","0.10899","939.85962"
"","159.6020","9.52022","22.32688","0.10907","939.75110"
"","159.7020","9.52626","22.32831","0.10917","939.81140"
"","159.8020","9.53212","22.32764","0.10927","939.78308"
"","159.9020","9.53828","22.32895","0.10937","939.83801"
"","160.0020","9.54426","22.32786","0.10947","939.79224"
"","160.1020","9.55018","22.32773","0.10957","939.78687"
"","160.2020","9.55627","22.32739","0.10967","939.77264"
"","160.3020","9.56225","22.32668","0.10977","939.74243"
"","160.4020","9.56841","22.32908","0.10987","939.84351"
"","160.4520","9.57122","22.32644","0.10992","939.73236"
"","160.4800","9.57284","22.32386","0.10995","939.62384"
"","160.5800","9.57887","22.32588","0.11005","939.70911"
"","160.6800","9.58479","22.32389","0.11015","939.62537"
"","160.7560","9.58958","22.32648","0.11023","939.73419"
"","160.8200","9.59328","22.32391","0.11029","939.62610"
"","160.9200","9.59926","22.32402","0.11039","939.63080"
"","161.0200","9.60524","22.32404","0.11049","939.63129"
"","161.1200","9.61134","22.32580","0.11059","939.70557"
"","161.1840","9.61517","22.32330","0.11065","939.60022"
"","161.2840","9.62115","22.32250","0.11075","939.56659"
"","161.3840","9.62706","22.32061","0.11085","939.48718"
"","161.4840","9.63304","22.32189","0.11095","939.54120"
"","161.5840","9.63914","22.32144","0.11105","939.52191"
"","161.6840","9.64500","22.31971","0.11115","939.44940"
"","161.7840","9.65110","22.31954","0.11125","939.44202"
"","161.8840","9.65708","22.31813","0.11135","939.38269"
"","161.9840","9.66318","22.31904","0.11145","939.42120"
"","162.0380","9.66635","22.31645","0.11150","939.31189"
"","162.1380","9.67238","22.31595","0.11161","939.29077"
"","162.2380","9.67830","22.31396","0.11170","939.20697"
"","162.3380","9.68440","22.31525","0.11181","939.26147"
"","162.3900","9.68745","22.31266","0.11186","939.15247"
"","162.4900","9.69349","22.31234","0.11196","939.13885"
"","162.5520","9.69708","22.30973","0.11202","939.02936"
"","162.6520","9.70330","22.30949","0.11212","939.01917"
"","162.7520","9.70922","22.30906","0.11222","939.00092"
"","162.8520","9.71525","22.30782","0.11232","938.94885"
"","162.9020","9.71812","22.30525","0.11237","938.84052"
"","163.0020","9.72428","22.30621","0.11247","938.88080"
"","163.0860","9.72925","22.30355","0.11255","938.76917"
"","163.1860","9.73540","22.30401","0.11266","938.78857"
"","163.2160","9.73708","22.30133","0.11268","938.67560"
"","163.2400","9.73845","22.29875","0.11271","938.56689"
"","163.3400","9.74449","22.29855","0.11281","938.55878"
"","163.4400","9.75041","22.29707","0.11291","938.49640"
"","163.5400","9.75663","22.29765","0.11301","938.52087"
"","163.5940","9.75980","22.29507","0.11306","938.41229"
"","163.6300","9.76189","22.29250","0.11310","938.30396"
"","163.7300","9.76793","22.29321","0.11320","938.33368"
"","163.7940","9.77170","22.29058","0.11326","938.22296"
"","163.8940","9.77779","22.28988","0.11336","938.19379"
"","163.9700","9.78234","22.28737","0.11344","938.08783"
"","164.0420","9.78664","22.28486","0.11351","937.98218"
"","164.1260","9.79154","22.28235","0.11359","937.87677"
"","164.2260","9.79770","22.28159","0.11369","937.84467"
"","164.3140","9.80291","22.27904","0.11378","937.73755"
"","164.4140","9.80900","22.27717","0.11388","937.65869"
"","164.4460","9.81080","22.27466","0.11391","937.55286"
"","164.5100","9.81456","22.27213","0.11397","937.44678"
"","164.6100","9.82066","22.27291","0.11408","937.47955"
"","164.6580","9.82353","22.27040","0.11412","937.37384"
"","164.7580","9.82969","22.26958","0.11423","937.33929"
"","164.8080","9.83262","22.26697","0.11428","937.22925"
"","164.8300","9.83388","22.26445","0.11430","937.12329"
"","164.9300","9.83992","22.26267","0.11440","937.04852"
"","164.9920","9.84356","22.26012","0.11446","936.94110"
"","165.0580","9.84757","22.25762","0.11452","936.83569"
"","165.1520","9.85325","22.25510","0.11462","936.72955"
"","165.1920","9.85564","22.25244","0.11466","936.61786"
"","165.2920","9.86162","22.25021","0.11476","936.52399"
"","165.3300","9.86383","22.24758","0.11480","936.41309"
"","165.4300","9.86993","22.24580","0.11490","936.33850"
"","165.5060","9.87447","22.24321","0.11497","936.22943"
"","165.6020","9.88033","22.24069","0.11507","936.12329"
"","165.6420","9.88267","22.23816","0.11511","936.01666"
"","165.6680","9.88416","22.23563","0.11513","935.91028"
"","165.7360","9.88823","22.23310","0.11520","935.80359"
"","165.8280","9.89379","22.23038","0.11530","935.68909"
"","165.8480","9.89492","22.22786","0.11531","935.58331"
"","165.9120","9.89881","22.22536","0.11538","935.47784"
"","165.9980","9.90395","22.22285","0.11546","935.37238"
"","166.0240","9.90544","22.22025","0.11549","935.26282"
"","166.0500","9.90694","22.21761","0.11551","935.15173"
"","166.1500","9.91304","22.21694","0.11562","935.12354"
"","166.1880","9.91525","22.21422","0.11565","935.00909"
"","166.2280","9.91764","22.21161","0.11569","934.89935"
"","166.2700","9.92021","22.20904","0.11574","934.79120"
"","166.3580","9.92559","22.20644","0.11583","934.68170"
"","166.3840","9.92709","22.20392","0.11585","934.57574"
"","166.4140","9.92888","22.20135","0.11588","934.46722"
"","166.5140","9.93486","22.19911","0.11598","934.37305"
"","166.5440","9.93665","22.19647","0.11601","934.26215"
"","166.5700","9.93821","22.19391","0.11604","934.15417"
"","166.6700","9.94443","22.19196","0.11614","934.07202"
"","166.7060","9.94652","22.18937","0.11617","933.96326"
"","166.7300","9.94790","22.18684","0.11620","933.85681"
"","166.7560","9.94945","22.18427","0.11622","933.74835"
"","166.8080","9.95268","22.18177","0.11628","933.64307"
"","166.8780","9.95674","22.17924","0.11634","933.53662"
"","166.8980","9.95788","22.17667","0.11636","933.42877"
"","166.9280","9.95967","22.17403","0.11639","933.31726"
"","166.9860","9.96326","22.17150","0.11645","933.21112"
"","167.0680","9.96816","22.16881","0.11653","933.09778"
"","167.0980","9.96996","22.16620","0.11656","932.98804"
"","167.1240","9.97151","22.16358","0.11659","932.87762"
"","167.1520","9.97331","22.16107","0.11662","932.77216"
"","167.2440","9.97869","22.15851","0.11671","932.66418"
"","167.2600","9.97958","22.15590","0.11673","932.55438"
"","167.2800","9.98078","22.15321","0.11675","932.44104"
"","167.3120","9.98275","22.15070","0.11678","932.33545"
"","167.4120","9.98879","22.14917","0.11688","932.27118"
"","167.4420","9.99059","22.14667","0.11691","932.16577"
"","167.4660","9.99202","22.14394","0.11693","932.05103"
"","167.5240","9.99567","22.14140","0.11699","931.94409"
"","167.5740","9.99860","22.13876","0.11704","931.83301"
"","167.5960","9.99985","22.13614","0.11706","931.72266"
"","167.6180","10.00117","22.13346","0.11708","931.60974"
"","167.6500","10.00308","22.13081","0.11712","931.49835"
"","167.7360","10.00822","22.12824","0.11720","931.39026"
"","167.7640","10.00984","22.12566","0.11723","931.28137"
"","167.7840","10.01103","22.12310","0.11725","931.17389"
"","167.8240","10.01348","22.12057","0.11729","931.06726"
"","167.8840","10.01719","22.11804","0.11735","930.96088"
"","167.9180","10.01916","22.11538","0.11738","930.84888"
"","167.9400","10.02048","22.11282","0.11741","930.74097"
"","167.9660","10.02209","22.11018","0.11743","930.62988"
"","168.0020","10.02425","22.10761","0.11747","930.52197"
"","168.0340","10.02616","22.10498","0.11750","930.41132"
"","168.0780","10.02873","22.10232","0.11754","930.29919"
"","168.1140","10.03082","22.09975","0.11758","930.19098"
"","168.1400","10.03238","22.09717","0.11761","930.08221"
"","168.1880","10.03531","22.09464","0.11765","929.97601"
"","168.2400","10.03854","22.09206","0.11771","929.86719"
"","168.2700","10.04033","22.08951","0.11774","929.76007"
"","168.2960","10.04188","22.08689","0.11776","929.64972"
"","168.3260","10.04368","22.08427","0.11779","929.53925"
"","168.3700","10.04643","22.08171","0.11784","929.43170"
"","168.4120","10.04894","22.07912","0.11788","929.32275"
"","168.4380","10.05043","22.07638","0.11791","929.20752"
"","168.4620","10.05181","22.07381","0.11793","929.09918"
"","168.4980","10.05396","22.07122","0.11796","928.99011"
"","168.5260","10.05564","22.06856","0.11799","928.87817"
"","168.5860","10.05928","22.06599","0.11805","928.77020"
"","168.6140","10.06096","22.06329","0.11808","928.65656"
"","168.6340","10.06215","22.06074","0.11810","928.54895"
"","168.6600","10.06371","22.05818","0.11813","928.44141"
"","168.6820","10.06502","22.05567","0.11815","928.33563"
"","168.7140","10.06700","22.05311","0.11818","928.22766"
"","168.7680","10.07022","22.05054","0.11824","928.11993"
"","168.7920","10.07166","22.04798","0.11826","928.01215"
"","168.8120","10.07279","22.04536","0.11828","927.90167"
"","168.8320","10.07393","22.04276","0.11830","927.79230"
"","168.8560","10.07537","22.04020","0.11832","927.68463"
"","168.8860","10.07722","22.03769","0.11835","927.57880"
"","168.9500","10.08105","22.03511","0.11842","927.47021"
"","168.9760","10.08254","22.03244","0.11844","927.35767"
"","169.0000","10.08397","22.02993","0.11847","927.25220"
"","169.0260","10.08559","22.02735","0.11849","927.14355"
"","169.0520","10.08714","22.02481","0.11852","927.03680"
"","169.0860","10.08930","22.02223","0.11855","926.92816"
"","169.1360","10.09229","22.01971","0.11860","926.82202"
"","169.1580","10.09360","22.01715","0.11863","926.71442"
"","169.1900","10.09551","22.01448","0.11866","926.60193"
"","169.2080","10.09653","22.01177","0.11867","926.48767"
"","169.2260","10.09767","22.00920","0.11869","926.37982"
"","169.2620","10.09982","22.00665","0.11873","926.27246"
"","169.3100","10.10269","22.00412","0.11878","926.16608"
"","169.3340","10.10412","22.00147","0.11880","926.05426"
"","169.3660","10.10598","21.99891","0.11883","925.94647"
"","169.3960","10.10783","21.99626","0.11886","925.83484"
"","169.4200","10.10927","21.99353","0.11889","925.72015"
"","169.4640","10.11196","21.99103","0.11893","925.61481"
"","169.4920","10.11363","21.98832","0.11896","925.50098"
"","169.5160","10.11507","21.98564","0.11898","925.38806"
"","169.5340","10.11614","21.98312","0.11900","925.28192"
"","169.5520","10.11728","21.98062","0.11902","925.17651"
"","169.5760","10.11871","21.97799","0.11904","925.06604"
"","169.6120","10.12093","21.97535","0.11908","924.95471"
"","169.6400","10.12248","21.97262","0.11911","924.83997"
"","169.6640","10.12385","21.97000","0.11913","924.72974"
"","169.6880","10.12529","21.96744","0.11915","924.62201"
"","169.7140","10.12684","21.96490","0.11918","924.51489"
"","169.7400","10.12840","21.96236","0.11921","924.40833"
"","169.7820","10.13103","21.95979","0.11925","924.30011"
"","169.8140","10.13294","21.95711","0.11928","924.18707"
"","169.8380","10.13432","21.95461","0.11930","924.08179"
"","169.8620","10.13575","21.95203","0.11933","923.97333"
"","169.8860","10.13719","21.94944","0.11935","923.86426"
"","169.9140","10.13892","21.94693","0.11938","923.75861"
"","169.9360","10.14030","21.94435","0.11940","923.65009"
"","169.9920","10.14365","21.94165","0.11946","923.53650"
"","170.0100","10.14466","21.93899","0.11948","923.42462"
"","170.0240","10.14550","21.93649","0.11949","923.31940"
"","170.0420","10.14652","21.93399","0.11951","923.21387"
"","170.0620","10.14771","21.93129","0.11953","923.10046"
"","170.0940","10.14968","21.92877","0.11956","922.99414"
"","170.1480","10.15303","21.92621","0.11962","922.88678"
"","170.1800","10.15489","21.92354","0.11965","922.77423"
"","170.2040","10.15626","21.92080","0.11967","922.65875"
"","170.2200","10.15728","21.91803","0.11969","922.54242"
"","170.2400","10.15841","21.91538","0.11971","922.43060"
"","170.2660","10.16003","21.91269","0.11973","922.31769"
"","170.3220","10.16356","21.91009","0.11979","922.20813"
"","170.3480","10.16505","21.90736","0.11982","922.09314"
"","170.3640","10.16601","21.90479","0.11983","921.98523"
"","170.3840","10.16714","21.90200","0.11985","921.86743"
"","170.3980","10.16792","21.89943","0.11986","921.75940"
"","170.4120","10.16876","21.89677","0.11988","921.64758"
"","170.4320","10.16995","21.89427","0.11990","921.54211"
"","170.4560","10.17139","21.89173","0.11992","921.43524"
"","170.5180","10.17509","21.88912","0.11998","921.32526"
"","170.5360","10.17617","21.88659","0.12000","921.21893"
"","170.5540","10.17719","21.88395","0.12002","921.10773"
"","170.5740","10.17838","21.88116","0.12004","920.99023"
"","170.5900","10.17940","21.87858","0.12006","920.88196"
"","170.6180","10.18107","21.87602","0.12008","920.77405"
"","170.6760","10.18472","21.87350","0.12014","920.66791"
"","170.7000","10.18616","21.87093","0.12017","920.55981"
"","170.7180","10.18717","21.86837","0.12018","920.45184"
"","170.7400","10.18855","21.86568","0.12021","920.33881"
"","170.7620","10.18980","21.86298","0.12023","920.22540"
"","170.7860","10.19130","21.86034","0.12025","920.11414"
"","170.8080","10.19261","21.85779","0.12028","920.00690"
"","170.8360","10.19435","21.85508","0.12030","919.89276"
"","170.8680","10.19620","21.85246","0.12034","919.78223"
"","170.8960","10.19782","21.84990","0.12036","919.67480"
"","170.9140","10.19883","21.84717","0.12038","919.55975"
"","170.9320","10.19997","21.84459","0.12040","919.45123"
"","170.9520","10.20116","21.84203","0.12042","919.34351"
"","170.9860","10.20331","21.83944","0.12045","919.23425"
"","171.0320","10.20607","21.83673","0.12050","919.12036"
"","171.0520","10.20726","21.83398","0.12052","919.00452"
"","171.0720","10.20846","21.83139","0.12054","918.89557"
"","171.0900","10.20953","21.82865","0.12056","918.78040"
"","171.1100","10.21073","21.82599","0.12058","918.66833"
"","171.1340","10.21222","21.82348","0.12060","918.56262"
"","171.1600","10.21384","21.82086","0.12063","918.45221"
"","171.1980","10.21611","21.81819","0.12067","918.33984"
"","171.2180","10.21731","21.81559","0.12069","918.23041"
"","171.2360","10.21826","21.81297","0.12070","918.12030"
"","171.2520","10.21916","21.81021","0.12072","918.00403"
"","171.2680","10.22012","21.80741","0.12073","917.88641"
"","171.2900","10.22143","21.80477","0.12076","917.77502"
"","171.3200","10.22329","21.80206","0.12079","917.66089"
"","171.3440","10.22472","21.79945","0.12081","917.55133"
"","171.3860","10.22729","21.79682","0.12085","917.44043"
"","171.4120","10.22879","21.79401","0.12088","917.32214"
"","171.4280","10.22974","21.79119","0.12089","917.20355"
"","171.4500","10.23106","21.78863","0.12092","917.09570"
"","171.4700","10.23225","21.78590","0.12094","916.98102"
"","171.4940","10.23375","21.78314","0.12096","916.86481"
"","171.5300","10.23602","21.78062","0.12100","916.75842"
"","171.5600","10.23775","21.77805","0.12103","916.65045"
"","171.5780","10.23883","21.77548","0.12105","916.54230"
"","171.5920","10.23961","21.77298","0.12106","916.43701"
"","171.6100","10.24062","21.77030","0.12108","916.32410"
"","171.6300","10.24182","21.76749","0.12110","916.20612"
"","171.6480","10.24284","21.76474","0.12111","916.09015"
"","171.6740","10.24445","21.76217","0.12114","915.98212"
"","171.7320","10.24798","21.75958","0.12120","915.87286"
"","171.7560","10.24935","21.75695","0.12122","915.76233"
"","171.7720","10.25031","21.75428","0.12124","915.64984"
"","171.7880","10.25127","21.75168","0.12125","915.54059"
"","171.8120","10.25270","21.74903","0.12128","915.42896"
"","171.8360","10.25420","21.74633","0.12130","915.31519"
"","171.8580","10.25557","21.74378","0.12133","915.20795"
"","171.8940","10.25778","21.74107","0.12136","915.09406"
"","171.9200","10.25934","21.73851","0.12139","914.98602"
"","171.9380","10.26035","21.73590","0.12140","914.87640"
"","171.9540","10.26131","21.73336","0.12142","914.76929"
"","171.9760","10.26263","21.73082","0.12144","914.66260"
"","171.9980","10.26394","21.72830","0.12146","914.55658"
"","172.0180","10.26514","21.72570","0.12148","914.44714"
"","172.0440","10.26675","21.72312","0.12151","914.33820"
"","172.0700","10.26825","21.72046","0.12154","914.22650"
"","172.0920","10.26956","21.71787","0.12156","914.11731"
"","172.1140","10.27088","21.71509","0.12158","914.00049"
"","172.1320","10.27189","21.71257","0.12160","913.89447"
"","172.1580","10.27351","21.71003","0.12162","913.78723"
"","172.1820","10.27494","21.70729","0.12165","913.67218"
"","172.2140","10.27698","21.70473","0.12168","913.56439"
"","172.2400","10.27853","21.70202","0.12171","913.45020"
"","172.2580","10.27967","21.69949","0.12173","913.34375"
"","172.2840","10.28116","21.69672","0.12175","913.22736"
"","172.3060","10.28248","21.69398","0.12177","913.11206"
"","172.3240","10.28355","21.69132","0.12179","912.99976"
"","172.3420","10.28469","21.68863","0.12181","912.88684"
"","172.3640","10.28600","21.68599","0.12183","912.77545"
"","172.3860","10.28732","21.68331","0.12185","912.66266"
"","172.4080","10.28858","21.68074","0.12188","912.55469"
"","172.4300","10.28989","21.67822","0.12190","912.44849"
"","172.4500","10.29103","21.67556","0.12192","912.33679"
"","172.4660","10.29198","21.67271","0.12193","912.21655"
"","172.4820","10.29288","21.66995","0.12195","912.10052"
"","172.5020","10.29414","21.66735","0.12197","911.99115"
"","172.5400","10.29647","21.66485","0.12201","911.88580"
"","172.5800","10.29892","21.66230","0.12205","911.77844"
"","172.6060","10.30047","21.65960","0.12207","911.66473"
"","172.6220","10.30137","21.65698","0.12209","911.55475"
"","172.6380","10.30239","21.65432","0.12211","911.44250"
"","172.6580","10.30352","21.65167","0.12212","911.33112"
"","172.6780","10.30478","21.64909","0.12215","911.22253"
"","172.6960","10.30585","21.64649","0.12216","911.11292"
"","172.7220","10.30747","21.64387","0.12219","911.00281"
"","172.7640","10.31004","21.64132","0.12223","910.89551"
"","172.7840","10.31118","21.63865","0.12225","910.78314"
"","172.7960","10.31189","21.63598","0.12226","910.67059"
"","172.8080","10.31255","21.63335","0.12227","910.55994"
"","172.8220","10.31339","21.63084","0.12229","910.45422"
"","172.8400","10.31446","21.62814","0.12231","910.34070"
"","172.8640","10.31590","21.62559","0.12233","910.23322"
"","172.8860","10.31721","21.62308","0.12235","910.12750"
"","172.9240","10.31961","21.62046","0.12239","910.01727"
"","172.9520","10.32122","21.61772","0.12242","909.90204"
"","172.9700","10.32230","21.61500","0.12244","909.78748"
"","172.9860","10.32325","21.61237","0.12245","909.67670"
"","173.0060","10.32445","21.60966","0.12247","909.56299"
"","173.0240","10.32558","21.60688","0.12249","909.44562"
"","173.0420","10.32666","21.60413","0.12251","909.32996"
"","173.0620","10.32786","21.60160","0.12253","909.22363"
"","173.0920","10.32977","21.59902","0.12256","909.11493"
"","173.1180","10.33133","21.59647","0.12259","909.00751"
"","173.1400","10.33258","21.59373","0.12261","908.89233"
"","173.1580","10.33366","21.59099","0.12263","908.77698"
"","173.1740","10.33455","21.58844","0.12264","908.66980"
"","173.1880","10.33533","21.58575","0.12265","908.55646"
"","173.2020","10.33617","21.58298","0.12267","908.43994"
"","173.2180","10.33712","21.58020","0.12268","908.32281"
"","173.2380","10.33832","21.57768","0.12270","908.21667"
"","173.2720","10.34041","21.57504","0.12274","908.10553"
"","173.3080","10.34251","21.57234","0.12277","907.99182"
