Results Table 1;;;;;
;;;;;
;;;;;
;Aço 1016;;;;
;Time;Displacement;Force;Tensile strain (Strain 2);Tensile stress
;(s);(mm);(kN);(mm/mm);(MPa)
;3.2400;0.18971;1.52679;0.00022;64.26337
;3.2460;0.19007;1.53026;0.00022;64.40965
;3.2520;0.19043;1.53382;0.00022;64.55940
;3.2580;0.19079;1.53726;0.00022;64.70422
;3.2640;0.19115;1.54072;0.00022;64.84971
;3.2700;0.19157;1.54423;0.00022;64.99765
;3.2760;0.19192;1.54784;0.00022;65.14966
;3.2820;0.19234;1.55140;0.00022;65.29912
;3.2880;0.19270;1.55495;0.00022;65.44872
;3.2940;0.19306;1.55854;0.00022;65.59970
;3.3000;0.19342;1.56228;0.00023;65.75714
;3.3040;0.19366;1.56486;0.00023;65.86588
;3.3080;0.19390;1.56747;0.00023;65.97549
;3.3120;0.19414;1.56997;0.00023;66.08113
;3.3180;0.19450;1.57369;0.00023;66.23767
;3.3240;0.19491;1.57732;0.00023;66.39010
;3.3300;0.19527;1.58097;0.00023;66.54390
;3.3360;0.19557;1.58459;0.00023;66.69621
;3.3420;0.19593;1.58823;0.00023;66.84933
;3.3480;0.19629;1.59188;0.00023;67.00328
;3.3540;0.19665;1.59553;0.00023;67.15680
;3.3600;0.19701;1.59907;0.00023;67.30574
;3.3660;0.19737;1.60262;0.00023;67.45532
;3.3720;0.19772;1.60631;0.00023;67.61047
;3.3760;0.19796;1.60883;0.00023;67.71655
;3.3800;0.19820;1.61136;0.00023;67.82317
;3.3860;0.19856;1.61507;0.00023;67.97934
;3.3900;0.19880;1.61760;0.00023;68.08556
;3.3960;0.19916;1.62122;0.00023;68.23810
;3.4020;0.19952;1.62469;0.00023;68.38432
;3.4080;0.19988;1.62815;0.00024;68.52996
;3.4140;0.20024;1.63193;0.00024;68.68874
;3.4180;0.20047;1.63445;0.00024;68.79485
;3.4240;0.20083;1.63819;0.00024;68.95250
;3.4280;0.20107;1.64070;0.00024;69.05812
;3.4320;0.20131;1.64322;0.00024;69.16402
;3.4360;0.20155;1.64573;0.00024;69.26989
;3.4420;0.20197;1.64948;0.00024;69.42741
;3.4460;0.20221;1.65207;0.00024;69.53658
;3.4500;0.20245;1.65466;0.00024;69.64571
;3.4540;0.20269;1.65728;0.00024;69.75565
;3.4580;0.20293;1.65988;0.00024;69.86521
;3.4620;0.20316;1.66245;0.00024;69.97358
;3.4660;0.20340;1.66508;0.00024;70.08421
;3.4700;0.20364;1.66770;0.00024;70.19440
;3.4740;0.20394;1.67027;0.00024;70.30261
;3.4780;0.20418;1.67286;0.00024;70.41152
;3.4820;0.20436;1.67542;0.00024;70.51918
;3.4860;0.20460;1.67796;0.00025;70.62609
;3.4900;0.20484;1.68049;0.00025;70.73282
;3.4940;0.20508;1.68303;0.00025;70.83956
;3.5000;0.20550;1.68672;0.00025;70.99496
;3.5040;0.20568;1.68922;0.00025;71.10038
;3.5100;0.20603;1.69293;0.00025;71.25658
;3.5160;0.20639;1.69655;0.00025;71.40887
;3.5220;0.20675;1.70015;0.00025;71.56042
;3.5280;0.20705;1.70367;0.00025;71.70837
;3.5340;0.20741;1.70706;0.00025;71.85095
;3.5400;0.20771;1.71036;0.00025;71.99008
;3.5460;0.20807;1.71370;0.00025;72.13045
;3.5520;0.20843;1.71706;0.00025;72.27193
;3.5580;0.20878;1.72069;0.00025;72.42463
;3.5620;0.20902;1.72325;0.00025;72.53271
;3.5660;0.20926;1.72584;0.00025;72.64178
;3.5700;0.20950;1.72836;0.00025;72.74761
;3.5760;0.20986;1.73204;0.00025;72.90271
;3.5820;0.21016;1.73565;0.00025;73.05461
;3.5880;0.21052;1.73940;0.00025;73.21235
;3.5920;0.21082;1.74190;0.00026;73.31758
;3.5960;0.21106;1.74446;0.00026;73.42548
;3.6000;0.21130;1.74708;0.00026;73.53559
;3.6040;0.21154;1.74978;0.00026;73.64932
;3.6080;0.21177;1.75250;0.00026;73.76373
;3.6120;0.21201;1.75519;0.00026;73.87692
;3.6160;0.21225;1.75780;0.00026;73.98695
;3.6200;0.21255;1.76040;0.00026;74.09633
;3.6240;0.21279;1.76306;0.00026;74.20805
;3.6280;0.21303;1.76572;0.00026;74.32009
;3.6320;0.21327;1.76845;0.00026;74.43494
;3.6360;0.21351;1.77119;0.00026;74.55042
;3.6400;0.21375;1.77397;0.00026;74.66756
;3.6440;0.21405;1.77668;0.00026;74.78153
;3.6480;0.21429;1.77947;0.00026;74.89885
;3.6520;0.21452;1.78231;0.00026;75.01849
;3.6560;0.21476;1.78517;0.00026;75.13884
;3.6600;0.21500;1.78796;0.00026;75.25642
;3.6640;0.21524;1.79068;0.00027;75.37080
;3.6680;0.21548;1.79334;0.00027;75.48270
;3.6720;0.21572;1.79595;0.00027;75.59249
;3.6760;0.21596;1.79847;0.00027;75.69881
;3.6820;0.21632;1.80220;0.00027;75.85571
;3.6880;0.21668;1.80591;0.00027;76.01193
;3.6940;0.21698;1.80962;0.00027;76.16772
;3.7000;0.21733;1.81324;0.00027;76.32030
;3.7060;0.21769;1.81682;0.00027;76.47106
;3.7100;0.21793;1.81933;0.00027;76.57663
;3.7140;0.21817;1.82186;0.00027;76.68321
;3.7200;0.21853;1.82552;0.00027;76.83736
;3.7260;0.21889;1.82901;0.00027;76.98402
;3.7320;0.21919;1.83259;0.00028;77.13468
;3.7380;0.21961;1.83622;0.00028;77.28748
;3.7440;0.21991;1.83995;0.00028;77.44434
;3.7480;0.22014;1.84245;0.00028;77.54993
;3.7520;0.22038;1.84498;0.00028;77.65625
;3.7560;0.22062;1.84751;0.00028;77.76267
;3.7600;0.22092;1.85005;0.00027;77.86974
;3.7640;0.22116;1.85259;0.00028;77.97666
;3.7680;0.22140;1.85523;0.00028;78.08756
;3.7720;0.22164;1.85793;0.00028;78.20152
;3.7760;0.22188;1.86063;0.00028;78.31500
;3.7800;0.22212;1.86329;0.00028;78.42706
;3.7840;0.22236;1.86593;0.00028;78.53787
;3.7880;0.22260;1.86847;0.00028;78.64513
;3.7920;0.22284;1.87100;0.00028;78.75131
;3.7960;0.22307;1.87365;0.00028;78.86304
;3.8000;0.22337;1.87641;0.00028;78.97911
;3.8040;0.22361;1.87907;0.00028;79.09122
;3.8080;0.22385;1.88175;0.00028;79.20411
;3.8120;0.22415;1.88451;0.00028;79.32026
;3.8160;0.22439;1.88723;0.00028;79.43468
;3.8200;0.22463;1.88990;0.00028;79.54694
;3.8240;0.22487;1.89262;0.00028;79.66166
;3.8280;0.22511;1.89537;0.00029;79.77737
;3.8320;0.22535;1.89808;0.00029;79.89140
;3.8360;0.22559;1.90081;0.00029;80.00607
;3.8400;0.22582;1.90342;0.00029;80.11623
;3.8440;0.22606;1.90600;0.00029;80.22453
;3.8480;0.22630;1.90853;0.00029;80.33110
;3.8520;0.22654;1.91106;0.00029;80.43764
;3.8560;0.22678;1.91358;0.00029;80.54351
;3.8620;0.22708;1.91716;0.00029;80.69421
;3.8680;0.22744;1.92060;0.00029;80.83923
;3.8740;0.22780;1.92416;0.00029;80.98909
;3.8800;0.22816;1.92767;0.00029;81.13676
;3.8860;0.22852;1.93112;0.00029;81.28192
;3.8920;0.22881;1.93449;0.00029;81.42376
;3.8980;0.22917;1.93791;0.00029;81.56769
;3.9040;0.22953;1.94141;0.00030;81.71490
;3.9100;0.22989;1.94497;0.00030;81.86501
;3.9160;0.23025;1.94852;0.00030;82.01448
;3.9220;0.23061;1.95203;0.00030;82.16216
;3.9280;0.23091;1.95560;0.00030;82.31230
;3.9340;0.23127;1.95921;0.00030;82.46411
;3.9400;0.23162;1.96277;0.00030;82.61425
;3.9460;0.23204;1.96650;0.00030;82.77124
;3.9500;0.23228;1.96906;0.00030;82.87892
;3.9540;0.23252;1.97158;0.00030;82.98490
;3.9580;0.23276;1.97411;0.00030;83.09161
;3.9620;0.23300;1.97666;0.00030;83.19877
;3.9660;0.23324;1.97921;0.00031;83.30595
;3.9700;0.23348;1.98181;0.00031;83.41553
;3.9740;0.23372;1.98442;0.00031;83.52544
;3.9780;0.23402;1.98697;0.00031;83.63261
;3.9820;0.23426;1.98949;0.00031;83.73893
;3.9860;0.23449;1.99207;0.00031;83.84744
;3.9900;0.23473;1.99474;0.00031;83.95985
;3.9940;0.23497;1.99751;0.00031;84.07623
;3.9980;0.23521;2.00030;0.00031;84.19396
;4.0020;0.23551;2.00315;0.00031;84.31374
;4.0060;0.23575;2.00602;0.00031;84.43461
;4.0100;0.23599;2.00893;0.00031;84.55698
;4.0140;0.23617;2.01185;0.00032;84.67990
;4.0180;0.23641;2.01466;0.00032;84.79804
;4.0220;0.23665;2.01741;0.00032;84.91382
;4.0260;0.23689;2.02014;0.00032;85.02868
;4.0300;0.23713;2.02285;0.00032;85.14289
;4.0340;0.23736;2.02555;0.00032;85.25654
;4.0380;0.23760;2.02817;0.00032;85.36688
;4.0420;0.23784;2.03071;0.00032;85.47380
;4.0460;0.23808;2.03328;0.00032;85.58208
;4.0500;0.23832;2.03585;0.00032;85.69012
;4.0560;0.23868;2.03946;0.00032;85.84210
;4.0620;0.23904;2.04290;0.00032;85.98700
;4.0680;0.23940;2.04646;0.00032;86.13651
;4.0740;0.23976;2.05017;0.00032;86.29291
;4.0800;0.24011;2.05387;0.00032;86.44850
;4.0860;0.24047;2.05753;0.00032;86.60265
;4.0920;0.24083;2.06104;0.00032;86.75047
;4.0980;0.24113;2.06440;0.00032;86.89179
;4.1040;0.24149;2.06761;0.00032;87.02679
;4.1100;0.24185;2.07073;0.00032;87.15819
;4.1160;0.24227;2.07397;0.00032;87.29449
;4.1220;0.24263;2.07743;0.00033;87.44021
;4.1280;0.24298;2.08089;0.00033;87.58588
;4.1340;0.24334;2.08453;0.00033;87.73898
;4.1380;0.24358;2.08706;0.00033;87.84566
;4.1420;0.24388;2.08964;0.00033;87.95396
;4.1460;0.24412;2.09225;0.00033;88.06400
;4.1500;0.24436;2.09488;0.00033;88.17487
;4.1540;0.24466;2.09755;0.00033;88.28693
;4.1580;0.24490;2.10036;0.00033;88.40553
;4.1620;0.24514;2.10327;0.00033;88.52791
;4.1660;0.24538;2.10615;0.00033;88.64908
;4.1700;0.24562;2.10895;0.00033;88.76681
;4.1740;0.24585;2.11167;0.00033;88.88138
;4.1780;0.24609;2.11439;0.00033;88.99589
;4.1820;0.24639;2.11712;0.00033;89.11062
;4.1860;0.24663;2.11982;0.00033;89.22428
;4.1900;0.24687;2.12245;0.00033;89.33497
;4.1940;0.24711;2.12501;0.00033;89.44293
;4.1980;0.24729;2.12753;0.00033;89.54884
;4.2020;0.24753;2.13003;0.00033;89.65407
;4.2060;0.24777;2.13257;0.00033;89.76128
;4.2120;0.24813;2.13629;0.00034;89.91756
;4.2180;0.24849;2.13995;0.00034;90.07156
;4.2240;0.24884;2.14340;0.00034;90.21698
;4.2300;0.24920;2.14674;0.00034;90.35766
;4.2360;0.24950;2.15008;0.00034;90.49819
;4.2420;0.24986;2.15353;0.00034;90.64325
;4.2480;0.25022;2.15722;0.00034;90.79862
;4.2540;0.25058;2.16099;0.00034;90.95725
;4.2580;0.25082;2.16353;0.00034;91.06425
;4.2640;0.25118;2.16720;0.00034;91.21876
;4.2700;0.25153;2.17090;0.00034;91.37428
;4.2760;0.25189;2.17463;0.00034;91.53147
;4.2820;0.25225;2.17829;0.00034;91.68539
;4.2880;0.25261;2.18178;0.00034;91.83244
;4.2940;0.25297;2.18524;0.00035;91.97781
;4.3000;0.25333;2.18864;0.00035;92.12112
;4.3060;0.25369;2.19201;0.00035;92.26290
;4.3120;0.25405;2.19558;0.00035;92.41302
;4.3180;0.25446;2.19933;0.00035;92.57104
;4.3220;0.25470;2.20195;0.00035;92.68115
;4.3260;0.25494;2.20461;0.00035;92.79339
;4.3300;0.25518;2.20735;0.00035;92.90843
;4.3340;0.25542;2.21004;0.00035;93.02189
;4.3380;0.25566;2.21264;0.00035;93.13115
;4.3420;0.25590;2.21521;0.00035;93.23930
;4.3460;0.25614;2.21785;0.00035;93.35043
;4.3500;0.25644;2.22050;0.00035;93.46214
;4.3540;0.25668;2.22315;0.00035;93.57352
;4.3580;0.25692;2.22571;0.00035;93.68127
;4.3620;0.25715;2.22821;0.00036;93.78670
;4.3680;0.25745;2.23186;0.00036;93.94008
;4.3740;0.25787;2.23537;0.00036;94.08785
;4.3800;0.25817;2.23897;0.00036;94.23944
;4.3860;0.25853;2.24261;0.00036;94.39261
;4.3920;0.25889;2.24627;0.00036;94.54688
;4.3980;0.25925;2.24988;0.00036;94.69878
;4.4040;0.25961;2.25355;0.00037;94.85327
;4.4080;0.25979;2.25609;0.00037;94.96003
;4.4120;0.26002;2.25862;0.00037;95.06645
;4.4160;0.26032;2.26112;0.00037;95.17185
;4.4220;0.26068;2.26484;0.00037;95.32835
;4.4280;0.26104;2.26844;0.00037;95.47997
;4.4340;0.26134;2.27195;0.00037;95.62752
;4.4400;0.26170;2.27537;0.00037;95.77143
;4.4460;0.26212;2.27873;0.00037;95.91302
;4.4520;0.26248;2.28222;0.00037;96.05981
;4.4580;0.26283;2.28602;0.00037;96.21981
;4.4620;0.26301;2.28870;0.00037;96.33251
;4.4660;0.26325;2.29134;0.00037;96.44384
;4.4700;0.26349;2.29398;0.00037;96.55490
;4.4740;0.26379;2.29651;0.00037;96.66132
;4.4800;0.26415;2.30008;0.00037;96.81150
;4.4860;0.26451;2.30365;0.00037;96.96203
;4.4920;0.26493;2.30719;0.00037;97.11106
;4.4980;0.26529;2.31084;0.00038;97.26471
;4.5020;0.26553;2.31337;0.00038;97.37115
;4.5060;0.26576;2.31597;0.00038;97.48066
;4.5100;0.26606;2.31856;0.00038;97.58940
;4.5140;0.26630;2.32117;0.00038;97.69920
;4.5180;0.26654;2.32377;0.00038;97.80876
;4.5220;0.26678;2.32633;0.00038;97.91658
;4.5260;0.26702;2.32892;0.00038;98.02536
;4.5300;0.26726;2.33144;0.00038;98.13176
;4.5360;0.26756;2.33512;0.00038;98.28642
;4.5420;0.26798;2.33870;0.00038;98.43731
;4.5480;0.26828;2.34238;0.00038;98.59224
;4.5540;0.26869;2.34605;0.00038;98.74670
;4.5600;0.26899;2.34943;0.00038;98.88864
;4.5660;0.26935;2.35264;0.00039;99.02410
;4.5720;0.26971;2.35595;0.00039;99.16343
;4.5780;0.27007;2.35932;0.00039;99.30506
;4.5840;0.27043;2.36259;0.00039;99.44283
;4.5900;0.27079;2.36598;0.00039;99.58540
;4.5960;0.27115;2.36947;0.00039;99.73214
;4.6020;0.27150;2.37309;0.00039;99.88479
;4.6080;0.27186;2.37676;0.00039;100.03900
;4.6140;0.27216;2.38045;0.00039;100.19456
;4.6200;0.27252;2.38406;0.00039;100.34658
;4.6260;0.27288;2.38756;0.00039;100.49371
;4.6320;0.27324;2.39095;0.00039;100.63662
;4.6380;0.27366;2.39424;0.00039;100.77483
;4.6440;0.27402;2.39763;0.00039;100.91758
;4.6500;0.27437;2.40119;0.00039;101.06744
;4.6560;0.27473;2.40475;0.00040;101.21724
;4.6620;0.27509;2.40832;0.00040;101.36739
;4.6680;0.27545;2.41194;0.00040;101.51973
;4.6740;0.27581;2.41557;0.00040;101.67260
;4.6800;0.27617;2.41918;0.00040;101.82472
;4.6860;0.27653;2.42281;0.00040;101.97733
;4.6920;0.27694;2.42649;0.00040;102.13248
;4.6980;0.27730;2.43017;0.00040;102.28715
;4.7040;0.27766;2.43370;0.00040;102.43574
;4.7100;0.27796;2.43724;0.00040;102.58466
;4.7160;0.27832;2.44083;0.00040;102.73608
;4.7220;0.27868;2.44450;0.00040;102.89052
;4.7280;0.27904;2.44816;0.00040;103.04443
;4.7320;0.27928;2.45067;0.00040;103.14989
;4.7380;0.27964;2.45442;0.00040;103.30790
;4.7440;0.27999;2.45814;0.00040;103.46435
;4.7500;0.28035;2.46187;0.00040;103.62147
;4.7560;0.28065;2.46558;0.00041;103.77746
;4.7620;0.28101;2.46911;0.00041;103.92635
;4.7680;0.28137;2.47236;0.00041;104.06309
;4.7740;0.28173;2.47545;0.00041;104.19308
;4.7800;0.28209;2.47869;0.00041;104.32951
;4.7860;0.28239;2.48212;0.00041;104.47375
;4.7920;0.28274;2.48566;0.00041;104.62270
;4.7980;0.28316;2.48928;0.00041;104.77501
;4.8040;0.28352;2.49274;0.00041;104.92063
;4.8100;0.28388;2.49609;0.00041;105.06166
;4.8160;0.28424;2.49961;0.00041;105.20980
;4.8220;0.28460;2.50323;0.00041;105.36257
;4.8280;0.28496;2.50686;0.00042;105.51536
;4.8340;0.28538;2.51040;0.00042;105.66410
;4.8400;0.28573;2.51399;0.00042;105.81547
;4.8460;0.28609;2.51769;0.00042;105.97108
;4.8520;0.28651;2.52147;0.00042;106.13020
;4.8560;0.28675;2.52411;0.00042;106.24129
;4.8600;0.28699;2.52671;0.00042;106.35070
;4.8640;0.28723;2.52924;0.00042;106.45725
;4.8680;0.28747;2.53178;0.00042;106.56387
;4.8720;0.28771;2.53435;0.00042;106.67233
;4.8760;0.28801;2.53696;0.00042;106.78188
;4.8800;0.28825;2.53950;0.00042;106.88893
;4.8860;0.28860;2.54313;0.00042;107.04159
;4.8920;0.28890;2.54681;0.00042;107.19677
;4.8980;0.28926;2.55048;0.00043;107.35110
;4.9040;0.28962;2.55395;0.00043;107.49724
;4.9100;0.28998;2.55744;0.00043;107.64393
;4.9160;0.29034;2.56087;0.00043;107.78852
;4.9220;0.29070;2.56411;0.00043;107.92473
;4.9280;0.29100;2.56725;0.00044;108.05695
;4.9340;0.29135;2.57038;0.00044;108.18865
;4.9400;0.29171;2.57355;0.00044;108.32231
;4.9460;0.29213;2.57675;0.00044;108.45685
;4.9520;0.29243;2.58000;0.00044;108.59377
;4.9580;0.29279;2.58326;0.00044;108.73075
;4.9640;0.29315;2.58656;0.00044;108.86961
;4.9700;0.29357;2.58985;0.00044;109.00840
;4.9760;0.29387;2.59316;0.00044;109.14761
;4.9820;0.29428;2.59651;0.00044;109.28846
;4.9880;0.29458;2.59995;0.00044;109.43337
;4.9940;0.29500;2.60349;0.00044;109.58231
;5.0000;0.29536;2.60708;0.00044;109.73327
;5.0060;0.29572;2.61069;0.00044;109.88535
;5.0120;0.29608;2.61440;0.00044;110.04152
;5.0160;0.29632;2.61693;0.00044;110.14795
;5.0220;0.29674;2.62066;0.00044;110.30524
;5.0280;0.29709;2.62437;0.00044;110.46127
;5.0340;0.29745;2.62797;0.00044;110.61262
;5.0400;0.29781;2.63148;0.00044;110.76061
;5.0460;0.29817;2.63507;0.00045;110.91165
;5.0520;0.29859;2.63857;0.00045;111.05898
;5.0580;0.29895;2.64198;0.00045;111.20252
;5.0640;0.29931;2.64535;0.00045;111.34443
;5.0700;0.29961;2.64885;0.00045;111.49155
;5.0760;0.29996;2.65233;0.00045;111.63798
;5.0820;0.30032;2.65565;0.00045;111.77773
;5.0880;0.30068;2.65876;0.00045;111.90851
;5.0940;0.30098;2.66191;0.00045;112.04131
;5.1000;0.30134;2.66508;0.00045;112.17493
;5.1060;0.30170;2.66814;0.00045;112.30370
;5.1120;0.30206;2.67124;0.00045;112.43398
;5.1180;0.30242;2.67441;0.00045;112.56758
;5.1240;0.30271;2.67757;0.00045;112.70036
;5.1300;0.30307;2.68073;0.00045;112.83331
;5.1360;0.30343;2.68392;0.00045;112.96782
;5.1420;0.30379;2.68729;0.00045;113.10964
;5.1480;0.30415;2.69074;0.00045;113.25457
;5.1540;0.30451;2.69424;0.00045;113.40211
;5.1600;0.30493;2.69764;0.00046;113.54531
;5.1660;0.30529;2.70097;0.00046;113.68519
;5.1720;0.30564;2.70437;0.00046;113.82835
;5.1780;0.30600;2.70788;0.00046;113.97620
;5.1840;0.30636;2.71133;0.00046;114.12153
;5.1900;0.30672;2.71494;0.00046;114.27316
;5.1940;0.30696;2.71748;0.00046;114.38036
;5.1980;0.30720;2.72004;0.00046;114.48795
;5.2020;0.30750;2.72254;0.00046;114.59318
;5.2080;0.30786;2.72628;0.00046;114.75060
;5.2140;0.30821;2.73000;0.00046;114.90726
;5.2200;0.30863;2.73371;0.00047;115.06326
;5.2260;0.30899;2.73732;0.00047;115.21521
;5.2320;0.30935;2.74094;0.00047;115.36772
;5.2380;0.30965;2.74448;0.00047;115.51657
;5.2440;0.31001;2.74781;0.00047;115.65704
;5.2500;0.31037;2.75108;0.00047;115.79441
;5.2560;0.31073;2.75434;0.00047;115.93184
;5.2620;0.31108;2.75749;0.00047;116.06435
;5.2680;0.31144;2.76055;0.00047;116.19315
;5.2740;0.31180;2.76371;0.00047;116.32600
;5.2800;0.31216;2.76689;0.00048;116.45975
;5.2860;0.31246;2.76995;0.00048;116.58891
;5.2920;0.31282;2.77303;0.00048;116.71832
;5.2980;0.31318;2.77601;0.00048;116.84381
;5.3040;0.31354;2.77891;0.00048;116.96574
;5.3100;0.31389;2.78200;0.00048;117.09614
;5.3160;0.31431;2.78516;0.00048;117.22909
;5.3220;0.31461;2.78840;0.00048;117.36516
;5.3280;0.31503;2.79174;0.00048;117.50606
;5.3340;0.31533;2.79506;0.00048;117.64569
;5.3400;0.31575;2.79824;0.00048;117.77955
;5.3460;0.31605;2.80149;0.00048;117.91635
;5.3520;0.31647;2.80486;0.00048;118.05813
;5.3580;0.31682;2.80822;0.00048;118.19937
;5.3640;0.31718;2.81167;0.00048;118.34493
;5.3700;0.31754;2.81524;0.00048;118.49504
;5.3760;0.31796;2.81880;0.00048;118.64493
;5.3820;0.31832;2.82224;0.00049;118.78968
;5.3880;0.31868;2.82572;0.00049;118.93621
;5.3940;0.31910;2.82932;0.00049;119.08749
;5.4000;0.31946;2.83292;0.00049;119.23920
;5.4060;0.31981;2.83646;0.00049;119.38838
;5.4120;0.32011;2.83980;0.00049;119.52863
;5.4180;0.32047;2.84317;0.00049;119.67054
;5.4240;0.32083;2.84635;0.00049;119.80456
;5.4300;0.32119;2.84943;0.00049;119.93398
;5.4360;0.32155;2.85244;0.00049;120.06061
;5.4420;0.32191;2.85547;0.00049;120.18823
;5.4480;0.32227;2.85845;0.00049;120.31365
;5.4540;0.32256;2.86125;0.00049;120.43172
;5.4600;0.32292;2.86398;0.00049;120.54654
;5.4660;0.32328;2.86672;0.00049;120.66193
;5.4720;0.32364;2.86959;0.00049;120.78261
;5.4780;0.32400;2.87246;0.00049;120.90338
;5.4840;0.32436;2.87549;0.00050;121.03081
;5.4900;0.32472;2.87853;0.00050;121.15912
;5.4960;0.32508;2.88159;0.00050;121.28770
;5.5020;0.32537;2.88464;0.00050;121.41605
;5.5080;0.32579;2.88759;0.00050;121.54041
;5.5140;0.32609;2.89044;0.00050;121.66039
;5.5200;0.32651;2.89334;0.00050;121.78239
;5.5260;0.32687;2.89628;0.00050;121.90607
;5.5320;0.32723;2.89945;0.00050;122.03948
;5.5380;0.32759;2.90265;0.00050;122.17406
;5.5440;0.32795;2.90589;0.00050;122.31072
;5.5500;0.32830;2.90926;0.00050;122.45258
;5.5560;0.32872;2.91280;0.00050;122.60130
;5.5620;0.32908;2.91631;0.00050;122.74931
;5.5680;0.32944;2.91967;0.00050;122.89059
;5.5740;0.32980;2.92295;0.00051;123.02873
;5.5800;0.33016;2.92605;0.00051;123.15928
;5.5860;0.33052;2.92911;0.00051;123.28796
;5.5920;0.33088;2.93207;0.00051;123.41262
;5.5980;0.33117;2.93498;0.00051;123.53509
;5.6040;0.33153;2.93785;0.00051;123.65579
;5.6100;0.33189;2.94060;0.00051;123.77159
;5.6160;0.33225;2.94329;0.00051;123.88490
;5.6220;0.33261;2.94609;0.00051;124.00247
;5.6280;0.33297;2.94890;0.00051;124.12083
;5.6340;0.33333;2.95164;0.00051;124.23603
;5.6400;0.33369;2.95419;0.00051;124.34339
;5.6480;0.33410;2.95747;0.00051;124.48178
;5.6560;0.33458;2.96046;0.00051;124.60748
;5.6640;0.33512;2.96333;0.00052;124.72810
;5.6720;0.33560;2.96641;0.00052;124.85800
;5.6780;0.33590;2.96893;0.00052;124.96388
;5.6840;0.33632;2.97153;0.00052;125.07334
;5.6900;0.33667;2.97419;0.00052;125.18533
;5.6960;0.33703;2.97676;0.00052;125.29366
;5.7020;0.33739;2.97929;0.00052;125.40009
;5.7100;0.33793;2.98252;0.00052;125.53584
;5.7180;0.33841;2.98576;0.00052;125.67219
;5.7260;0.33895;2.98892;0.00052;125.80530
;5.7340;0.33942;2.99210;0.00052;125.93916
;5.7420;0.33990;2.99538;0.00052;126.07734
;5.7480;0.34032;2.99789;0.00052;126.18280
;5.7540;0.34068;3.00039;0.00053;126.28811
;5.7620;0.34110;3.00366;0.00053;126.42555
;5.7700;0.34158;3.00655;0.00053;126.54751
;5.7780;0.34206;3.00932;0.00053;126.66388
;5.7860;0.34253;3.01224;0.00053;126.78698
;5.7940;0.34301;3.01517;0.00053;126.91025
;5.8020;0.34349;3.01793;0.00053;127.02634
;5.8100;0.34397;3.02057;0.00053;127.13754
;5.8180;0.34439;3.02326;0.00053;127.25059
;5.8260;0.34487;3.02605;0.00053;127.36835
;5.8340;0.34534;3.02884;0.00053;127.48561
;5.8420;0.34582;3.03165;0.00053;127.60394
;5.8500;0.34636;3.03487;0.00053;127.73948
;5.8580;0.34684;3.03808;0.00053;127.87469
;5.8660;0.34732;3.04134;0.00053;128.01192
;5.8740;0.34780;3.04453;0.00053;128.14581
;5.8820;0.34827;3.04777;0.00054;128.28242
;5.8900;0.34875;3.05105;0.00054;128.42030
;5.8980;0.34929;3.05422;0.00054;128.55394
;5.9060;0.34977;3.05747;0.00054;128.69048
;5.9140;0.35025;3.06079;0.00054;128.83031
;5.9220;0.35073;3.06406;0.00054;128.96808
;5.9300;0.35120;3.06735;0.00054;129.10666
;5.9380;0.35168;3.07054;0.00054;129.24066
;5.9460;0.35216;3.07374;0.00054;129.37552
;5.9540;0.35264;3.07702;0.00054;129.51353
;5.9620;0.35306;3.08007;0.00054;129.64204
;5.9700;0.35354;3.08287;0.00055;129.75992
;5.9800;0.35413;3.08598;0.00055;129.89079
;5.9900;0.35473;3.08903;0.00055;130.01898
;5.9980;0.35515;3.09158;0.00055;130.12630
;6.0060;0.35563;3.09432;0.00055;130.24149
;6.0140;0.35617;3.09718;0.00055;130.36205
;6.0220;0.35664;3.10032;0.00055;130.49429
;6.0300;0.35712;3.10355;0.00055;130.63025
;6.0380;0.35760;3.10685;0.00055;130.76904
;6.0460;0.35808;3.11001;0.00055;130.90199
;6.0520;0.35844;3.11253;0.00055;131.00833
;6.0580;0.35886;3.11508;0.00055;131.11534
;6.0640;0.35922;3.11774;0.00055;131.22731
;6.0700;0.35963;3.12044;0.00055;131.34097
;6.0760;0.35999;3.12307;0.00055;131.45177
;6.0820;0.36035;3.12576;0.00055;131.56487
;6.0880;0.36077;3.12843;0.00055;131.67757
;6.0960;0.36119;3.13174;0.00055;131.81685
;6.1040;0.36167;3.13486;0.00056;131.94818
;6.1120;0.36214;3.13802;0.00056;132.08118
;6.1200;0.36262;3.14090;0.00056;132.20215
;6.1280;0.36310;3.14375;0.00056;132.32210
;6.1360;0.36358;3.14637;0.00056;132.43250
;6.1440;0.36406;3.14907;0.00056;132.54622
;6.1520;0.36448;3.15194;0.00056;132.66701
;6.1600;0.36496;3.15484;0.00056;132.78893
;6.1680;0.36543;3.15769;0.00056;132.90901
;6.1760;0.36591;3.16070;0.00056;133.03574
;6.1840;0.36639;3.16381;0.00056;133.16661
;6.1920;0.36687;3.16693;0.00056;133.29790
;6.2000;0.36735;3.16992;0.00056;133.42352
;6.2080;0.36788;3.17309;0.00056;133.55724
;6.2160;0.36836;3.17623;0.00056;133.68927
;6.2240;0.36884;3.17952;0.00056;133.82767
;6.2320;0.36932;3.18279;0.00056;133.96538
;6.2400;0.36980;3.18584;0.00056;134.09373
;6.2480;0.37034;3.18897;0.00056;134.22565
