Strain	Stress
0,00215	324,29504
0,00215	324,42319
0,00215	324,55301
0,00215	324,68088
0,00215	324,81149
0,00215	324,91815
0,00215	325,02457
0,00215	325,15411
0,00216	325,27295
0,00216	325,38464
0,00216	325,49344
0,00216	325,62439
0,00216	325,73959
0,00216	325,85666
0,00216	325,98477
0,00216	326,10022
0,00216	326,20981
0,00217	326,33917
0,00217	326,45831
0,00217	326,58408
0,00217	326,70377
0,00217	326,82092
0,00217	326,94849
0,00217	327,05441
0,00217	327,1611
0,00217	327,26917
0,00217	327,37665
0,00217	327,51514
0,00218	327,64648
0,00218	327,76993
0,00218	327,89111
0,00218	328,00653
0,00218	328,12656
0,00219	328,23547
0,00219	328,34103
0,00219	328,44727
0,00219	328,55438
0,00219	328,66254
0,00219	328,77972
0,00219	328,89557
0,0022	329,01465
0,0022	329,13943
0,0022	329,25998
0,0022	329,37723
0,0022	329,50217
0,0022	329,63559
0,0022	329,7702
0,0022	329,90906
0,0022	330,01562
0,0022	330,12659
0,0022	330,23901
0,00221	330,34653
0,00221	330,4827
0,00221	330,61813
0,00221	330,74457
0,00221	330,86002
0,00221	330,97086
0,00222	331,10172
0,00222	331,23178
0,00222	331,33981
0,00222	331,44662
0,00222	331,57678
0,00222	331,70563
0,00222	331,81314
0,00222	331,92395
0,00222	332,04547
0,00222	332,17731
0,00222	332,30716
0,00222	332,44101
0,00223	332,57727
0,00223	332,68289
0,00223	332,81009
0,00223	332,92758
0,00223	333,0419
0,00223	333,16022
0,00223	333,27576
0,00223	333,38849
0,00224	333,51724
0,00224	333,64264
0,00224	333,75842
0,00224	333,8819
0,00224	333,9957
0,00224	334,11273
0,00224	334,24234
0,00224	334,37375
0,00224	334,49591
0,00225	334,62323
0,00225	334,74649
0,00225	334,8692
0,00225	335,00388
0,00225	335,14078
0,00226	335,27164
0,00226	335,40186
0,00226	335,53091
0,00226	335,64822
0,00226	335,76422
0,00226	335,87662
0,00226	336,00854
0,00227	336,12665
0,00227	336,24716
0,00227	336,35947
0,00227	336,47198
0,00227	336,58252
0,00227	336,70178
0,00227	336,82626
0,00227	336,94827
0,00227	337,06763
0,00227	337,19427
0,00227	337,32153
0,00228	337,44711
0,00228	337,56937
0,00228	337,68802
0,00228	337,80301
0,00228	337,92126
0,00228	338,04965
0,00228	338,16934
0,00229	338,28226
0,00229	338,39737
0,00229	338,51877
0,00229	338,63736
0,00229	338,75027
0,00229	338,86359
0,00229	338,97531
0,00229	339,08685
0,00229	339,19559
0,00229	339,32303
0,00229	339,42969
0,0023	339,54263
0,0023	339,66379
0,0023	339,79303
0,0023	339,92648
0,0023	340,039
0,00231	340,15353
0,00231	340,26331
0,00231	340,37292
0,00231	340,48102
0,00231	340,61023
0,00231	340,7244
0,00231	340,83481
0,00231	340,94135
0,00231	341,0531
0,00231	341,15872
0,00232	341,28061
0,00232	341,4064
0,00232	341,53156
0,00232	341,63785
0,00232	341,75385
0,00232	341,87735
0,00232	341,99438
0,00232	342,10825
0,00233	342,22858
0,00233	342,35428
0,00233	342,48044
0,00233	342,61804
0,00233	342,72519
0,00233	342,85794
0,00233	342,98499
0,00234	343,11459
0,00234	343,23434
0,00234	343,34421
0,00234	343,45074
0,00234	343,55966
0,00234	343,67374
0,00234	343,78711
0,00234	343,89777
0,00235	344,00705
0,00235	344,12299
0,00235	344,24509
0,00235	344,36188
0,00235	344,47183
0,00235	344,57877
0,00235	344,68668
0,00235	344,79337
0,00235	344,91611
0,00235	345,04846
0,00236	345,18271
0,00236	345,30228
0,00236	345,4111
0,00236	345,53433
0,00236	345,66965
0,00236	345,79556
0,00237	345,91925
0,00237	346,04266
0,00237	346,15906
0,00237	346,27161
0,00237	346,4024
0,00237	346,50769
0,00237	346,62622
0,00237	346,75211
0,00237	346,87512
0,00238	346,99716
0,00238	347,11444
0,00238	347,23077
0,00238	347,34219
0,00238	347,44955
0,00238	347,56628
0,00238	347,6918
0,00238	347,81503
0,00238	347,94983
0,00238	348,08496
0,00239	348,21805
0,00239	348,34766
0,00239	348,47824
0,00239	348,60532
0,00239	348,72018
0,00239	348,83511
0,00239	348,94965
0,0024	349,05936
0,0024	349,18616
0,0024	349,29623
0,0024	349,40332
0,0024	349,51501
0,0024	349,63342
0,0024	349,75241
0,0024	349,86877
0,0024	349,97931
0,0024	350,09106
0,00241	350,20807
0,00241	350,33405
0,00241	350,45987
0,00241	350,58563
0,00241	350,71228
0,00241	350,82925
0,00241	350,95291
0,00242	351,08209
0,00242	351,20374
0,00242	351,32251
0,00242	351,43457
0,00242	351,54926
0,00242	351,66309
0,00242	351,7699
0,00242	351,89777
0,00242	352,02054
0,00243	352,13751
0,00243	352,26367
0,00243	352,39221
0,00243	352,522
0,00243	352,65228
0,00244	352,78418
0,00244	352,90137
0,00244	353,02173
0,00244	353,15173
0,00244	353,28378
0,00244	353,41779
0,00244	353,55472
0,00244	353,69183
0,00244	353,82007
0,00244	353,93915
0,00244	354,06949
0,00244	354,19757
0,00245	354,31128
0,00245	354,42352
0,00245	354,53226
0,00245	354,63797
0,00245	354,74695
0,00245	354,86801
0,00245	354,99045
0,00245	355,10504
0,00245	355,21704
0,00245	355,33319
0,00246	355,44952
0,00246	355,5665
0,00246	355,69424
0,00246	355,82809
0,00246	355,95358
0,00246	356,07492
0,00247	356,19241
0,00247	356,30179
0,00247	356,42044
0,00247	356,53397
0,00247	356,64032
0,00247	356,75952
0,00247	356,8829
0,00247	356,99097
0,00247	357,11111
0,00248	357,23221
0,00248	357,3551
0,00248	357,48294
0,00248	357,61578
0,00248	357,73758
0,00248	357,84991
0,00248	357,96484
0,00249	358,08237
0,00249	358,20502
0,00249	358,33807
0,00249	358,47827
0,00249	358,61786
0,00249	358,75482
0,00249	358,87897
0,00249	358,99844
0,00249	359,12027
0,0025	359,2283
0,0025	359,33969
0,0025	359,44916
0,0025	359,57654
0,0025	359,70129
0,0025	359,82892
0,0025	359,93851
0,0025	360,05289
0,0025	360,17578
0,00251	360,30399
0,00251	360,44
0,00251	360,5748
0,00251	360,7067
0,00252	360,83957
0,00252	360,97647
0,00252	361,10434
0,00252	361,22559
0,00252	361,33875
0,00252	361,45291
0,00252	361,57184
0,00252	361,68756
0,00252	361,79324
0,00252	361,91483
0,00253	362,02078
0,00253	362,13382
0,00253	362,24539
0,00253	362,36304
0,00253	362,4805
0,00253	362,61118
0,00253	362,73587
0,00253	362,8674
0,00254	362,9968
0,00254	363,11624
0,00254	363,23624
0,00254	363,3623
0,00254	363,50049
0,00254	363,6069
0,00254	363,71222
0,00254	363,85052
0,00255	363,97943
0,00255	364,10745
0,00255	364,23819
0,00255	364,37137
0,00255	364,48645
0,00255	364,60648
0,00255	364,72336
0,00255	364,84821
0,00255	364,95703
0,00256	365,06564
0,00256	365,17453
0,00256	365,30743
0,00256	365,42899
0,00256	365,53976
0,00256	365,66058
0,00256	365,80032
0,00256	365,91602
0,00257	366,0256
0,00257	366,16095
0,00257	366,29541
0,00257	366,42834
0,00257	366,55292
0,00257	366,67798
0,00257	366,80215
0,00257	366,92911
0,00257	367,0484
0,00257	367,1561
0,00258	367,28589
0,00258	367,39401
0,00258	367,52402
0,00258	367,65619
0,00258	367,77859
0,00258	367,88812
0,00258	367,99915
0,00259	368,11444
0,00259	368,2323
0,00259	368,35135
0,00259	368,4805
0,00259	368,61832
0,00259	368,75668
0,00259	368,89426
0,0026	368,99988
0,0026	369,12714
0,0026	369,23358
0,0026	369,33887
0,0026	369,44534
0,0026	369,57794
0,0026	369,68839
0,0026	369,79706
0,00261	369,91064
0,00261	370,02765
0,00261	370,14951
0,00261	370,26944
0,00261	370,38864
0,00261	370,51294
0,00261	370,62643
0,00261	370,7384
0,00261	370,85101
0,00262	370,98148
0,00262	371,12054
0,00262	371,22943
0,00262	371,34171
0,00262	371,45413
0,00262	371,55997
0,00262	371,69327
0,00263	371,81293
0,00263	371,92133
0,00263	372,03116
0,00263	372,16165
0,00263	372,29041
0,00263	372,3996
0,00263	372,51044
0,00263	372,61758
0,00264	372,75089
0,00264	372,86844
0,00264	372,97366
0,00264	373,08151
0,00264	373,19662
0,00264	373,31516
0,00264	373,44821
0,00264	373,55475
0,00264	373,6915
0,00264	373,82379
0,00265	373,93021
0,00265	374,03757
0,00265	374,16794
0,00265	374,29141
0,00265	374,40219
0,00265	374,51892
0,00265	374,63318
0,00265	374,76083
0,00266	374,88904
0,00266	375,01382
0,00266	375,13809
0,00266	375,25128
0,00266	375,36856
0,00266	375,49539
0,00266	375,63187
0,00267	375,77075
0,00267	375,90497
0,00267	376,03946
0,00267	376,17514
0,00267	376,28079
0,00267	376,38666
0,00267	376,49673
0,00267	376,63394
0,00268	376,76724
0,00268	376,89423
0,00268	377,01575
0,00268	377,12744
0,00269	377,25763
0,00269	377,38162
0,00269	377,49359
0,00268	377,6041
0,00268	377,72168
0,00269	377,83859
0,00269	377,9617
0,00269	378,07065
0,00269	378,18726
0,00269	378,31213
0,00269	378,41742
0,00269	378,53021
0,00269	378,64291
0,0027	378,75183
0,0027	378,88785
0,0027	379,01804
0,0027	379,15466
0,0027	379,28751
0,0027	379,41788
0,0027	379,54291
0,0027	379,6604
0,0027	379,76822
0,00271	379,89169
0,00271	380,01706
0,00271	380,13675
0,00271	380,25397
0,00271	380,36115
0,00271	380,47702
0,00272	380,58633
0,00272	380,70755
0,00272	380,82489
0,00272	380,94394
0,00272	381,07794
0,00272	381,21451
0,00273	381,34915
0,00273	381,48236
0,00273	381,62158
0,00273	381,73083
0,00273	381,8425
0,00273	381,97958
0,00273	382,11496
0,00273	382,23477
0,00274	382,36307
0,00274	382,48248
0,00274	382,60611
0,00274	382,73474
0,00274	382,84555
0,00274	382,95798
0,00274	383,06686
0,00275	383,1817
0,00275	383,29175
0,00275	383,40067
0,00275	383,5163
0,00275	383,65152
0,00275	383,76114
0,00275	383,86844
0,00275	383,97641
0,00275	384,08545
0,00275	384,19345
0,00275	384,29968
0,00275	384,43387
0,00276	384,55997
0,00276	384,6756
0,00276	384,8049
0,00276	384,92514
0,00276	385,04712
0,00276	385,15359
0,00276	385,26752
0,00276	385,37756
0,00277	385,4859
0,00277	385,61252
0,00277	385,71826
0,00277	385,83292
0,00277	385,94962
0,00277	386,06778
0,00277	386,18741
0,00277	386,31534
0,00278	386,44812
0,00278	386,58011
0,00278	386,70248
0,00278	386,83029
0,00278	386,94492
0,00278	387,06226
0,00278	387,19003
0,00279	387,3154
0,00279	387,43314
0,00279	387,5491
0,00279	387,66574
0,00279	387,77643
0,00279	387,89014
0,00279	387,99667
0,00279	388,10226
0,00279	388,21494
0,00279	388,33685
0,00279	388,45334
0,00279	388,57477
0,00279	388,71011
0,0028	388,84351
0,0028	388,97183
0,0028	389,10233
0,0028	389,22968
0,00281	389,35703
0,00281	389,4881
0,00281	389,61621
0,00281	389,74014
0,00282	389,85818
0,00282	389,96378
0,00282	390,09305
0,00282	390,21024
0,00282	390,33145
0,00282	390,46317
0,00282	390,59409
0,00282	390,71332
0,00282	390,83344
0,00282	390,94528
0,00283	391,0748
0,00283	391,19485
0,00283	391,31686
0,00283	391,44424
0,00283	391,57272
0,00283	391,70389
0,00283	391,8345
0,00283	391,95712
0,00284	392,07492
0,00284	392,19299
0,00284	392,30936
0,00284	392,42014
0,00284	392,52679
0,00285	392,65509
0,00285	392,77917
0,00285	392,88831
0,00285	393,01868
0,00285	393,13019
0,00285	393,24985
0,00285	393,37543
0,00285	393,49744
0,00285	393,63092
0,00285	393,76361
0,00285	393,89285
0,00285	394,02145
0,00286	394,14194
0,00286	394,26569
0,00286	394,39209
0,00286	394,52374
0,00287	394,65619
0,00287	394,7832
0,00287	394,897
0,00287	395,00919
0,00287	395,11935
0,00287	395,22873
0,00287	395,33859
0,00287	395,45303
0,00287	395,56949
0,00288	395,67792
0,00288	395,78589
0,00288	395,90369
0,00288	396,02478
0,00288	396,14453
0,00288	396,25842
0,00288	396,37308
0,00288	396,47903
0,00288	396,59518
0,00289	396,72269
0,00289	396,85333
0,00289	396,9791
0,00289	397,10489
0,00289	397,22873
0,0029	397,34619
0,0029	397,45337
0,0029	397,57968
0,0029	397,68958
0,0029	397,79822
0,0029	397,92465
0,0029	398,04065
0,0029	398,15805
0,00291	398,29102
0,00291	398,40643
0,00291	398,52936
0,00291	398,65454
0,00291	398,78052
0,00291	398,90884
0,00291	399,03342
0,00291	399,15436
0,00292	399,29001
0,00292	399,39664
0,00292	399,50403
0,00292	399,64099
0,00292	399,76434
0,00292	399,8721
0,00292	399,98007
0,00292	400,08542
0,00292	400,19562
0,00293	400,30286
0,00293	400,41776
0,00293	400,53387
0,00293	400,64954
0,00293	400,75952
0,00293	400,8891
0,00293	401,01617
0,00294	401,13876
0,00294	401,24423
0,00294	401,36227
0,00294	401,48163
0,00294	401,60138
0,00294	401,72552
0,00295	401,84964
0,00295	401,9866
0,00295	402,12537
0,00295	402,2562
0,00295	402,3786
0,00295	402,49756
0,00295	402,62073
0,00295	402,73062
0,00296	402,8403
0,00296	402,95328
0,00296	403,07596
0,00296	403,20349
0,00296	403,32983
0,00296	403,45636
0,00296	403,58524
0,00296	403,69147
0,00296	403,81491
0,00297	403,94461
0,00297	404,07333
0,00297	404,19998
0,00297	404,32004
0,00297	404,43814
0,00298	404,56531
0,00298	404,7001
0,00298	404,83228
0,00298	404,94894
0,00298	405,05664
0,00298	405,17435
0,00298	405,29428
0,00298	405,41473
0,00299	405,53363
0,00299	405,63986
0,00299	405,76144
0,00299	405,86963
0,00299	405,9769
0,00299	406,09344
0,00299	406,2168
0,00299	406,33978
0,00299	406,46423
0,003	406,58698
0,003	406,71078
0,003	406,8345
0,003	406,96161
0,003	407,0864
0,003	407,2063
0,003	407,32147
0,003	407,43979
0,003	407,55862
0,003	407,66385
0,00301	407,77661
0,00301	407,89749
0,00301	408,00436
0,00301	408,12308
0,00301	408,24002
0,00302	408,35605
0,00302	408,4743
0,00302	408,58932
0,00302	408,7023
0,00302	408,81357
0,00302	408,93298
0,00302	409,05511
0,00302	409,16995
0,00302	409,27881
0,00303	409,40573
0,00303	409,5191
0,00303	409,64227
0,00303	409,77008
0,00303	409,88834
0,00304	410,00613
0,00304	410,12134
0,00304	410,24622
0,00304	410,37311
0,00304	410,50296
0,00304	410,61093
0,00304	410,73926
0,00304	410,86212
0,00304	410,97739
0,00304	411,09579
0,00305	411,2204
0,00305	411,35413
0,00305	411,49081
0,00305	411,59772
0,00305	411,7265
0,00305	411,84799
0,00306	411,97311
0,00306	412,0976
0,00306	412,21136
0,00306	412,3205
0,00306	412,43243
0,00306	412,55063
0,00306	412,677
0,00306	412,78629
0,00307	412,90967
0,00307	413,02322
0,00307	413,12848
0,00307	413,24884
0,00307	413,36465
0,00307	413,47025
0,00307	413,59875
0,00307	413,71313
0,00308	413,82672
0,00308	413,94391
0,00308	414,07407
0,00308	414,1937
0,00309	414,31354
0,00309	414,43564
0,00309	414,55643
0,00309	414,67099
0,00309	414,78671
0,00309	414,89969
0,00309	415,02005
0,00309	415,12906
0,00309	415,25754
0,00309	415,38321
0,00309	415,49567
0,0031	415,61346
0,0031	415,7413
0,0031	415,85858
0,0031	415,96671
0,0031	416,08389
0,0031	416,2034
0,0031	416,3287
0,00311	416,45059
0,00311	416,58618
0,00311	416,6918
0,00311	416,80011
0,00311	416,93814
0,00312	417,07208
0,00312	417,2077
0,00312	417,32999
0,00312	417,43652
0,00312	417,5549
0,00312	417,66476
0,00312	417,77325
0,00312	417,88577
0,00312	417,99295
0,00313	418,11215
0,00313	418,23682
0,00313	418,36624
0,00313	418,47995
0,00313	418,59406
0,00313	418,71136
0,00313	418,83652
0,00313	418,96365
0,00313	419,08841
0,00313	419,20776
0,00314	419,33118
0,00314	419,45801
0,00314	419,58688
0,00314	419,70529
0,00314	419,81253
0,00314	419,92102
0,00315	420,03519
0,00315	420,14615
0,00315	420,26773
0,00315	420,37756
0,00315	420,49594
0,00315	420,6113
0,00315	420,71896
0,00315	420,83157
0,00315	420,93854
0,00315	421,04865
0,00316	421,16306
0,00316	421,27707
0,00316	421,39554
0,00316	421,53006
0,00316	421,66891
0,00317	421,77472
0,00317	421,88049
0,00317	421,98694
0,00317	422,12271
0,00317	422,24463
0,00317	422,35812
0,00317	422,4707
0,00317	422,57776
0,00318	422,70297
0,00318	422,83011
0,00318	422,94315
0,00318	423,04892
0,00318	423,17975
0,00318	423,29178
0,00318	423,39972
0,00319	423,51215
0,00319	423,61761
0,00319	423,74557
0,00319	423,86066
0,00319	423,97711
0,00319	424,11328
0,0032	424,25363
0,0032	424,3627
0,0032	424,50049
0,0032	424,62927
0,0032	424,74429
0,0032	424,86435
0,0032	424,98413
0,0032	425,09091
0,0032	425,21841
0,00321	425,34793
0,00321	425,47556
0,00321	425,59109
0,00321	425,71396
0,00321	425,83417
0,00321	425,94061
0,00322	426,06076
0,00322	426,19299
0,00322	426,31906
0,00322	426,43805
0,00322	426,55688
0,00322	426,67532
0,00322	426,79666
0,00322	426,91479
0,00322	427,03778
0,00322	427,15286
0,00323	427,26224
0,00323	427,37482
0,00323	427,48633
0,00323	427,59534
0,00323	427,71118
0,00323	427,82224
0,00323	427,93158
0,00323	428,04507
0,00323	428,15237
0,00324	428,28421
0,00324	428,39288
0,00324	428,50165
0,00324	428,61038
0,00325	428,73694
0,00325	428,84384
0,00325	428,97067
0,00325	429,07941
0,00325	429,21747
0,00325	429,32431
0,00325	429,45926
0,00325	429,58105
0,00326	429,69128
0,00326	429,79651
0,00326	429,90549
0,00326	430,01276
0,00326	430,12268
0,00326	430,23022
0,00326	430,35709
0,00326	430,48199
0,00327	430,61005
0,00327	430,73373
0,00327	430,83936
0,00327	430,94772
0,00327	431,06775
0,00327	431,19379
0,00327	431,32477
0,00328	431,45416
0,00328	431,57565
0,00328	431,69711
0,00328	431,80869
0,00328	431,92603
0,00329	432,0379
0,00329	432,16837
0,00329	432,27484
0,00329	432,39905
0,00329	432,50589
0,00329	432,62271
0,00329	432,75162
0,0033	432,85974
0,0033	432,97571
0,0033	433,08472
0,0033	433,20895
0,0033	433,33948
0,0033	433,45895
0,0033	433,57693
0,0033	433,68231
0,00331	433,80353
0,00331	433,94009
0,00331	434,0733
0,00331	434,20093
0,00331	434,32233
0,00331	434,44611
0,00331	434,57263
0,00331	434,68484
0,00331	434,8107
0,00332	434,91699
0,00332	435,04031
0,00332	435,14673
0,00332	435,25867
0,00332	435,37457
0,00332	435,48325
0,00332	435,59482
0,00333	435,71927
0,00333	435,83493
0,00333	435,95456
0,00333	436,08124
0,00333	436,20377
0,00333	436,32642
0,00333	436,43814
0,00334	436,54904
0,00334	436,66479
0,00334	436,78232
0,00334	436,90927
0,00335	437,03925
0,00335	437,16141
0,00335	437,27582
0,00335	437,39893
0,00335	437,51691
0,00335	437,63129
0,00335	437,74512
0,00335	437,85904
0,00336	437,97495
0,00336	438,09579
0,00336	438,22382
0,00336	438,3497
0,00337	438,45593
0,00337	438,57507
0,00337	438,70914
0,00337	438,81873
0,00337	438,93295
0,00337	439,04578
0,00337	439,18335
0,00337	439,31314
0,00337	439,44092
0,00337	439,55777
0,00337	439,66675
0,00338	439,79504
0,00338	439,9209
0,00338	440,04364
0,00339	440,1734
0,00339	440,28436
0,00339	440,40308
0,00339	440,51883
0,00339	440,63312
0,00339	440,74832
0,00339	440,85535
0,00339	440,97217
0,00339	441,08588
0,0034	441,20248
0,0034	441,3215
0,0034	441,44745
0,0034	441,55289
0,0034	441,69104
0,0034	441,82471
0,0034	441,94962
0,00341	442,05905
0,00341	442,17279
0,00341	442,28943
0,00341	442,39853
0,00341	442,50391
0,00341	442,61276
0,00341	442,7272
0,00341	442,83368
0,00341	442,94833
0,00342	443,07864
0,00342	443,18683
0,00342	443,30081
0,00342	443,42169
0,00343	443,53894
0,00343	443,66486
0,00343	443,78711
0,00343	443,91821
0,00343	444,05099
0,00343	444,17801
0,00343	444,30399
0,00343	444,42676
0,00343	444,54218
0,00344	444,67023
0,00344	444,79272
0,00344	444,91437
0,00344	445,03983
0,00344	445,1564
0,00345	445,26361
0,00345	445,3703
0,00345	445,47717
0,00345	445,58597
0,00345	445,71762
0,00345	445,82935
0,00346	445,94199
0,00346	446,05515
0,00346	446,17175
0,00346	446,29016
0,00346	446,41562
0,00346	446,53705
0,00346	446,6499
0,00347	446,7673
0,00347	446,87744
0,00347	447,00308
0,00347	447,13309
0,00347	447,2616
0,00347	447,38675
0,00348	447,51385
0,00348	447,63
0,00348	447,75098
0,00348	447,87329
0,00348	447,99777
0,00348	448,1033
0,00348	448,21854
0,00348	448,33881
0,00349	448,46143
0,00349	448,58505
0,00349	448,70676
0,00349	448,8237
0,00349	448,95435
0,00349	449,0611
0,00349	449,18793
0,00349	449,31812
0,0035	449,43002
0,0035	449,54645
0,0035	449,6669
0,0035	449,78525
0,0035	449,90076
0,0035	450,01025
0,00351	450,1315
0,00351	450,25552
0,00351	450,36108
0,00351	450,47189
0,00351	450,5849
0,00351	450,71127
0,00352	450,84338
0,00352	450,97461
0,00352	451,09808
0,00352	451,21823
0,00352	451,32971
0,00352	451,44928
0,00352	451,57635
0,00352	451,70337
0,00353	451,82373
0,00353	451,9534
0,00353	452,08313
0,00354	452,21176
0,00354	452,33957
0,00354	452,45435
0,00354	452,57697
0,00354	452,69315
0,00354	452,81552
0,00354	452,9245
0,00354	453,03497
0,00355	453,14529
0,00355	453,2634
0,00355	453,38992
0,00355	453,51199
0,00355	453,62695
0,00355	453,73297
0,00355	453,8566
0,00355	453,97897
0,00356	454,10471
0,00356	454,22296
0,00356	454,33749
0,00356	454,45053
0,00356	454,56979
0,00356	454,69467
0,00356	454,80539
0,00357	454,91766
0,00357	455,02759
0,00357	455,1366
0,00357	455,25189
0,00357	455,37167
0,00358	455,4985
0,00358	455,62848
0,00358	455,75427
0,00358	455,88077
0,00358	456,00534
0,00359	456,11169
0,00359	456,22733
0,00359	456,34531
0,00359	456,4559
0,00359	456,56952
0,00359	456,69522
0,00359	456,80518
0,0036	456,91431
0,0036	457,03308
0,0036	457,1463
0,0036	457,25336
0,0036	457,36932
0,0036	457,48355
0,0036	457,61212
0,0036	457,71826
0,00361	457,8363
0,00361	457,95718
0,00361	458,08072
0,00361	458,20798
0,00361	458,33542
0,00361	458,4451
0,00361	458,56735
0,00362	458,67935
0,00362	458,79291
0,00362	458,90887
0,00362	459,03018
0,00362	459,13977
0,00362	459,24796
0,00363	459,36865
0,00363	459,48807
0,00363	459,59445
0,00363	459,70444
0,00363	459,82419
0,00363	459,94366
0,00364	460,05609
0,00364	460,16382
0,00364	460,27036
0,00364	460,38187
0,00365	460,50922
0,00365	460,6174
0,00365	460,74326
0,00365	460,86801
0,00365	460,97971
0,00365	461,10785
0,00365	461,23788
0,00365	461,36328
0,00365	461,48471
0,00366	461,60355
0,00366	461,72015
0,00366	461,85028
0,00366	461,95822
0,00366	462,06436
0,00367	462,17563
0,00367	462,28906
0,00367	462,40695
0,00367	462,52393
0,00367	462,6394
0,00368	462,76691
0,00368	462,89297
0,00368	463,0105
0,00368	463,12415
0,00368	463,2308
0,00368	463,35568
0,00369	463,46515
0,00369	463,57346
0,00369	463,68695
0,00369	463,81393
0,00369	463,92264
0,00369	464,04803
0,00369	464,164
0,00369	464,27457
0,00369	464,3869
0,0037	464,50955
0,0037	464,62701
0,0037	464,74533
0,0037	464,86588
0,0037	464,98007
0,0037	465,08878
0,0037	465,20358
0,00371	465,31787
0,00371	465,4303
0,00371	465,55847
0,00371	465,68027
0,00371	465,80042
0,00371	465,91174
0,00372	466,01852
0,00372	466,13953
0,00372	466,24887
0,00372	466,36258
0,00372	466,46985
0,00373	466,60031
0,00373	466,70715
0,00373	466,83325
0,00373	466,94617
0,00373	467,06955
0,00373	467,1951
0,00374	467,33044
0,00374	467,46219
0,00374	467,5834
0,00374	467,70132
0,00374	467,8172
0,00374	467,944
0,00374	468,05896
0,00375	468,17505
0,00375	468,28867
0,00375	468,3959
0,00375	468,50195
0,00375	468,6214
0,00375	468,73871
0,00375	468,85828
0,00376	468,97986
0,00376	469,11169
0,00376	469,22711
0,00377	469,34766
0,00377	469,47849
0,00377	469,604
0,00377	469,71997
0,00377	469,83276
0,00377	469,94754
0,00377	470,05704
0,00378	470,18655
0,00378	470,29422
0,00378	470,40445
0,00378	470,51544
0,00378	470,6322
0,00378	470,75696
0,00379	470,87067
0,00379	470,98703
0,00379	471,11066
0,00379	471,21835
0,00379	471,33801
0,00379	471,45447
0,0038	471,56268
0,0038	471,67517
0,0038	471,80429
0,0038	471,93961
0,0038	472,0686
0,0038	472,19107
0,00381	472,30719
0,00381	472,43118
0,00381	472,55325
0,00381	472,66705
0,00381	472,78809
0,00381	472,91055
0,00382	473,02933
0,00382	473,15164
0,00382	473,27441
0,00382	473,39581
0,00382	473,51703
0,00382	473,64014
0,00383	473,74805
0,00383	473,86343
0,00383	473,98068
0,00383	474,10797
0,00383	474,23615
0,00383	474,35715
0,00383	474,47305
0,00383	474,59488
0,00384	474,71585
0,00384	474,82382
0,00384	474,94357
0,00384	475,06412
0,00385	475,1705
0,00385	475,28754
0,00385	475,4104
0,00385	475,53439
0,00385	475,65604
0,00386	475,78494
0,00386	475,89935
0,00386	476,01273
0,00386	476,12152
0,00386	476,25162
0,00386	476,36157
0,00386	476,48071
0,00387	476,60046
0,00387	476,71915
0,00387	476,84262
0,00387	476,95554
0,00387	477,06097
0,00387	477,18161
0,00388	477,29675
0,00388	477,40204
0,00388	477,52203
0,00388	477,6409
0,00388	477,76846
0,00389	477,89136
0,00389	477,99719
0,00389	478,10889
0,00389	478,23386
0,00389	478,34958
0,00389	478,47415
0,0039	478,60147
0,0039	478,73514
0,0039	478,86533
0,0039	478,98715
0,0039	479,10672
0,0039	479,21457
0,00391	479,33167
0,00391	479,44348
0,00391	479,56906
0,00391	479,68607
0,00391	479,80466
0,00391	479,9119
0,00392	480,01865
0,00392	480,12515
0,00392	480,24747
0,00392	480,36664
0,00392	480,49899
0,00393	480,6106
0,00393	480,72321
0,00393	480,83487
0,00393	480,95413
0,00394	481,07446
0,00394	481,19717
0,00394	481,31448
0,00394	481,43756
0,00394	481,55249
0,00394	481,67114
0,00394	481,79257
0,00394	481,91302
0,00395	482,03217
0,00395	482,16006
0,00395	482,28949
0,00395	482,42093
0,00396	482,54611
0,00396	482,67886
0,00396	482,79834
0,00396	482,91321
0,00396	483,03745
0,00396	483,16617
0,00396	483,28711
0,00396	483,40186
0,00396	483,51114
0,00397	483,62051
0,00397	483,73474
0,00397	483,84729
0,00398	483,9704
0,00398	484,0824
0,00398	484,19232
0,00398	484,30103
0,00398	484,41132
0,00398	484,53699
0,00398	484,66537
0,00398	484,79749
0,00399	484,9122
0,00399	485,03134
0,00399	485,14313
0,00399	485,25067
0,004	485,35675
0,004	485,47241
0,004	485,58945
0,004	485,70523
0,004	485,81693
0,004	485,93158
0,004	486,04825
0,00401	486,16415
0,00401	486,28738
0,00401	486,41141
0,00401	486,53073
0,00402	486,64481
0,00402	486,75272
0,00402	486,86533
0,00402	486,97998
0,00402	487,09949
0,00403	487,21646
0,00403	487,33328
0,00403	487,45721
0,00403	487,58191
0,00403	487,70767
0,00403	487,82751
0,00403	487,94046
0,00403	488,04694
0,00404	488,15433
0,00404	488,27359
0,00404	488,38437
0,00404	488,49808
0,00404	488,60754
0,00404	488,73108
0,00405	488,85382
0,00405	488,97058
0,00405	489,1019
0,00405	489,21008
0,00405	489,32526
0,00405	489,4328
0,00406	489,55353
0,00406	489,66315
0,00406	489,78314
0,00407	489,89389
0,00407	490,01129
0,00407	490,13885
0,00407	490,26276
0,00407	490,38818
0,00407	490,50476
0,00407	490,61487
0,00408	490,73868
0,00408	490,84885
0,00408	490,96375
0,00408	491,08374
0,00408	491,20468
0,00409	491,33615
