Strain	Stress
0,01031	653,52405
0,01031	653,63116
0,01032	653,73651
0,01032	653,8562
0,01033	653,9621
0,01034	654,07458
0,01035	654,18225
0,01036	654,29309
0,01037	654,40192
0,01038	654,51398
0,01038	654,62494
0,01039	654,74133
0,01039	654,8476
0,0104	654,95667
0,01041	655,06329
0,01041	655,17114
0,01042	655,28046
0,01043	655,39453
0,01044	655,50171
0,01045	655,61108
0,01045	655,72729
0,01046	655,83362
0,01047	655,94055
0,01048	656,04688
0,01049	656,16193
0,0105	656,27625
0,0105	656,38751
0,01051	656,49518
0,01052	656,61157
0,01052	656,72681
0,01053	656,83954
0,01054	656,94617
0,01054	657,05768
0,01055	657,16858
0,01056	657,284
0,01057	657,39374
0,01058	657,50427
0,01058	657,61829
0,01059	657,72748
0,0106	657,83508
0,01061	657,94861
0,01062	658,06354
0,01063	658,17938
0,01064	658,29529
0,01064	658,40918
0,01065	658,52478
0,01066	658,63098
0,01066	658,74158
0,01067	658,85004
0,01068	658,96198
0,01069	659,07251
0,0107	659,17773
0,01071	659,28815
0,01071	659,40173
0,01072	659,5141
0,01072	659,62799
0,01073	659,73724
0,01075	659,84338
0,01076	659,94916
0,01077	660,06073
0,01077	660,17358
0,01078	660,28979
0,01079	660,3974
0,0108	660,51288
0,0108	660,61835
0,01081	660,73016
0,01082	660,83838
0,01083	660,9552
0,01083	661,0611
0,01084	661,16821
0,01085	661,27795
0,01085	661,39124
0,01086	661,50159
0,01087	661,60803
0,01088	661,71497
0,01088	661,82892
0,01089	661,93964
0,0109	662,04883
0,01091	662,15808
0,01092	662,2702
0,01092	662,39044
0,01093	662,50055
0,01094	662,60938
0,01095	662,7157
0,01096	662,83246
0,01097	662,94312
0,01097	663,05676
0,01098	663,17261
0,01099	663,27808
0,011	663,38446
0,01101	663,49396
0,01101	663,60193
0,01102	663,70813
0,01103	663,82184
0,01104	663,94043
0,01105	664,06055
0,01106	664,18048
0,01106	664,29059
0,01107	664,39758
0,01109	664,50598
0,0111	664,61853
0,01111	664,73193
0,01111	664,83887
0,01111	664,94788
0,01112	665,06079
0,01113	665,17664
0,01113	665,28528
0,01114	665,39178
0,01115	665,4975
0,01116	665,60431
0,01117	665,70959
0,01118	665,81665
0,01118	665,92792
0,01119	666,04724
0,0112	666,15436
0,01121	666,26001
0,01122	666,36597
0,01123	666,47162
0,01125	666,58514
0,01125	666,69757
0,01125	666,81635
0,01126	666,92462
0,01126	667,03314
0,01127	667,14148
0,01128	667,24689
0,01129	667,35266
0,0113	667,46954
0,01131	667,58093
0,01131	667,6864
0,01132	667,80084
0,01133	667,9126
0,01134	668,02002
0,01135	668,13275
0,01136	668,23926
0,01137	668,35065
0,01138	668,4682
0,01138	668,58105
0,01139	668,6969
0,0114	668,8092
0,01141	668,91833
0,01142	669,0282
0,01143	669,14154
0,01144	669,2547
0,01144	669,36145
0,01145	669,47797
0,01146	669,59467
0,01146	669,71094
0,01147	669,82599
0,01148	669,93335
0,01149	670,03973
0,0115	670,15619
0,01151	670,26874
0,01152	670,3761
0,01153	670,48572
0,01153	670,5976
0,01154	670,71265
0,01155	670,82343
0,01157	670,9303
0,01158	671,03625
0,01158	671,15125
0,01159	671,26978
0,01159	671,3866
0,0116	671,49518
0,01161	671,61127
0,01161	671,71808
0,01163	671,82611
0,01164	671,93805
0,01165	672,04498
0,01166	672,16046
0,01167	672,27313
0,01167	672,38214
0,01168	672,50067
0,01169	672,60919
0,0117	672,71466
0,01171	672,82208
0,01172	672,93549
0,01173	673,05591
0,01173	673,17548
0,01174	673,28107
0,01175	673,39502
0,01175	673,50598
0,01176	673,61737
0,01177	673,72925
0,01178	673,8429
0,01179	673,95642
0,0118	674,06964
0,01181	674,17853
0,01182	674,28491
0,01182	674,39178
0,01183	674,50281
0,01184	674,61029
0,01185	674,72369
0,01186	674,83856
0,01187	674,95422
0,01188	675,06659
0,01188	675,1731
0,01189	675,28424
0,0119	675,38995
0,01191	675,5025
0,01192	675,61304
0,01193	675,7301
0,01194	675,8396
0,01195	675,95032
0,01196	676,0578
0,01196	676,16815
0,01197	676,27771
0,01198	676,38593
0,01199	676,49829
0,012	676,60712
0,01201	676,72736
0,01201	676,83398
0,01202	676,9455
0,01203	677,05286
0,01205	677,16272
0,01206	677,2771
0,01207	677,38745
0,01207	677,49579
0,01208	677,61194
0,01208	677,72205
0,01209	677,83917
0,0121	677,94769
0,01211	678,05328
0,01213	678,16168
0,01213	678,2691
0,01214	678,37769
0,01215	678,48547
0,01215	678,60193
0,01216	678,71747
0,01217	678,83051
0,01218	678,93671
0,0122	679,04297
0,01221	679,15863
0,01222	679,27466
0,01222	679,39178
0,01223	679,50092
0,01224	679,61578
0,01224	679,72357
0,01225	679,83447
0,01226	679,9458
0,01227	680,05597
0,01228	680,16754
0,01229	680,28094
0,0123	680,39911
0,01231	680,50513
0,01232	680,61761
0,01233	680,72546
0,01234	680,83844
0,01235	680,95172
0,01235	681,06293
0,01236	681,17816
0,01237	681,2912
0,01238	681,40222
0,01239	681,50867
0,0124	681,61682
0,01241	681,72675
0,01242	681,83771
0,01242	681,95844
0,01243	682,06427
0,01244	682,17267
0,01244	682,2915
0,01245	682,40472
0,01246	682,5119
0,01247	682,61755
0,01248	682,7254
0,01249	682,83704
0,0125	682,9433
0,01251	683,05353
0,01251	683,16547
0,01253	683,27173
0,01254	683,3877
0,01255	683,50153
0,01256	683,60852
0,01257	683,71863
0,01257	683,8299
0,01257	683,93774
0,01258	684,05389
0,01259	684,16479
0,01261	684,27576
0,01262	684,388
0,01263	684,49341
0,01264	684,60956
0,01264	684,72565
0,01265	684,83618
0,01267	684,94659
0,01268	685,05615
0,01269	685,17322
0,0127	685,2818
0,01271	685,39459
0,01271	685,5166
0,01272	685,63196
0,01273	685,74609
0,01274	685,85168
0,01275	685,95972
0,01276	686,06726
0,01277	686,17413
0,01278	686,28601
0,01278	686,40265
0,01279	686,51794
0,0128	686,62531
0,01281	686,7384
0,01282	686,84882
0,01284	686,96161
0,01285	687,06757
0,01286	687,17859
0,01286	687,29883
0,01287	687,40747
0,01287	687,52533
0,01288	687,63733
0,0129	687,7442
0,01291	687,85052
0,01291	687,96277
0,01292	688,07727
0,01293	688,19788
0,01294	688,30554
0,01295	688,41669
0,01295	688,52625
0,01297	688,63202
0,01298	688,74335
0,01299	688,85809
0,013	688,96912
0,01301	689,07635
0,01302	689,18701
0,01303	689,29962
0,01304	689,40851
0,01305	689,5166
0,01306	689,62909
0,01307	689,74261
0,01308	689,85016
0,01308	689,95734
0,01309	690,06281
0,0131	690,17157
0,01311	690,2793
0,01312	690,39374
0,01313	690,50806
0,01314	690,61487
0,01315	690,72583
0,01316	690,8374
0,01318	690,94519
0,01319	691,06012
0,01319	691,17395
0,0132	691,28149
0,01321	691,40051
0,01322	691,51648
0,01322	691,63391
0,01323	691,74884
0,01324	691,85498
0,01325	691,961
0,01327	692,07281
0,01328	692,18469
0,01328	692,29034
0,01329	692,40833
0,0133	692,52301
0,01331	692,63562
0,01332	692,74237
0,01333	692,8548
0,01335	692,96008
0,01335	693,07068
0,01336	693,18671
0,01337	693,29352
0,01337	693,40942
0,01338	693,51727
0,01339	693,62653
0,0134	693,7403
0,01341	693,84827
0,01342	693,95496
0,01343	694,0603
0,01343	694,17822
0,01344	694,29077
0,01345	694,3999
0,01347	694,50537
0,01348	694,6156
0,01349	694,72626
0,0135	694,84009
0,01351	694,9541
0,01352	695,06049
0,01352	695,1734
0,01353	695,28436
0,01354	695,39441
0,01355	695,50739
0,01356	695,62256
0,01357	695,73254
0,01357	695,84607
0,01358	695,95453
0,0136	696,06708
0,01361	696,17456
0,01362	696,28259
0,01364	696,38831
0,01365	696,50012
0,01365	696,61859
0,01366	696,73108
0,01367	696,84021
0,01368	696,95276
0,01369	697,06512
0,0137	697,17053
0,01371	697,2774
0,01371	697,39038
0,01372	697,4975
0,01373	697,60352
0,01374	697,71484
0,01376	697,82556
0,01377	697,94006
0,01377	698,04883
0,01378	698,15759
0,01379	698,26825
0,0138	698,375
0,01381	698,48877
0,01383	698,59412
0,01384	698,70496
0,01385	698,81299
0,01385	698,92175
0,01386	699,04028
0,01387	699,15424
0,01388	699,26123
0,01389	699,37091
0,0139	699,479
0,01391	699,58862
0,01392	699,69464
0,01393	699,8006
0,01394	699,91382
0,01395	700,02716
0,01396	700,13342
0,01397	700,24042
0,01398	700,34564
0,01399	700,45123
0,014	700,55695
0,01401	700,66272
0,01402	700,77216
0,01402	700,89221
0,01403	701,0036
0,01405	701,11053
0,01406	701,21741
0,01407	701,32312
0,01408	701,43481
0,01408	701,54681
0,01409	701,66406
0,0141	701,77527
0,01411	701,88342
0,01412	701,99072
0,01414	702,10297
0,01414	702,20959
0,01415	702,32062
0,01416	702,42889
0,01417	702,54352
0,01418	702,65259
0,01419	702,75952
0,01421	702,87042
0,01422	702,98871
0,01423	703,09393
0,01423	703,20459
0,01424	703,31976
0,01425	703,43011
0,01425	703,54016
0,01427	703,64813
0,01429	703,75427
0,0143	703,86707
0,01431	703,97235
0,01431	704,08185
0,01432	704,19775
0,01433	704,30438
0,01434	704,4129
0,01436	704,52545
0,01436	704,63068
0,01437	704,74365
0,01438	704,85229
0,01439	704,96008
0,01439	705,06866
0,0144	705,1781
0,01442	705,29199
0,01443	705,3985
0,01444	705,51031
0,01445	705,62048
0,01445	705,73804
0,01446	705,85162
0,01448	705,95734
0,01449	706,0694
0,0145	706,17688
0,01451	706,28992
0,01452	706,40143
0,01453	706,51947
0,01454	706,62512
0,01454	706,73529
0,01456	706,84357
0,01457	706,9491
0,01458	707,06256
0,01459	707,17023
0,0146	707,27777
0,01461	707,38538
0,01462	707,492
0,01463	707,5976
0,01464	707,70837
0,01465	707,81714
0,01466	707,93176
0,01467	708,03711
0,01468	708,14508
0,01469	708,25262
0,0147	708,36115
0,01471	708,47302
0,01472	708,58661
0,01473	708,69635
0,01474	708,80396
0,01475	708,91901
0,01475	709,026
0,01476	709,13232
0,01477	709,24451
0,01479	709,35651
0,0148	709,46198
0,01481	709,57166
0,01482	709,67792
0,01482	709,78351
0,01483	709,8949
0,01484	710,00275
0,01485	710,10919
0,01487	710,21875
0,01488	710,33362
0,01489	710,44354
0,01489	710,54883
0,0149	710,66071
0,01491	710,76697
0,01492	710,87433
0,01493	710,98199
0,01495	711,09473
0,01496	711,20898
0,01497	711,32507
0,01498	711,43823
0,01499	711,54858
0,015	711,66046
0,01501	711,76727
0,01502	711,87415
0,01503	711,98535
0,01503	712,09192
0,01504	712,19794
0,01505	712,31433
0,01507	712,42041
0,01508	712,53058
0,0151	712,64038
0,0151	712,75867
0,01511	712,8653
0,01511	712,97974
0,01512	713,09259
0,01513	713,20691
0,01515	713,31317
0,01516	713,42456
0,01517	713,53516
0,01518	713,64801
0,01519	713,75629
0,0152	713,86792
0,0152	713,97974
0,01521	714,08734
0,01523	714,19287
0,01525	714,30377
0,01525	714,41315
0,01526	714,52515
0,01527	714,63055
0,01528	714,74176
0,01529	714,85309
0,0153	714,9588
0,01531	715,06555
0,01533	715,17657
0,01534	715,28204
0,01535	715,39789
0,01536	715,50409
0,01537	715,61194
0,01538	715,72284
0,01539	715,83112
0,0154	715,94434
0,01541	716,05121
0,01542	716,17072
0,01542	716,27686
0,01543	716,38586
0,01545	716,49463
0,01546	716,60016
0,01547	716,71313
0,01548	716,82642
0,01549	716,935
0,0155	717,04681
0,01551	717,15601
0,01552	717,26453
0,01554	717,37012
0,01555	717,47968
0,01555	717,58679
0,01556	717,69849
0,01556	717,8056
0,01557	717,92072
0,01558	718,02734
0,0156	718,13422
0,01561	718,24371
0,01562	718,35492
0,01563	718,46252
0,01564	718,5788
0,01564	718,68622
0,01566	718,79529
0,01568	718,90228
0,01569	719,0097
0,0157	719,11865
0,01571	719,23297
0,01571	719,34827
0,01572	719,45642
0,01573	719,56445
0,01575	719,67377
0,01577	719,77917
0,01578	719,88733
0,01578	720,00116
0,01579	720,11597
0,0158	720,22998
0,01581	720,33649
0,01582	720,44409
0,01584	720,55133
0,01585	720,66486
0,01586	720,77783
0,01587	720,88416
0,01588	720,99939
0,01589	721,1145
0,0159	721,22461
0,01592	721,33405
0,01592	721,45038
0,01593	721,56647
0,01594	721,68018
0,01595	721,78955
0,01596	721,90198
0,01597	722,00916
0,01599	722,11603
0,016	722,22668
0,01601	722,33643
0,01602	722,45111
0,01602	722,56226
0,01603	722,67059
0,01606	722,7796
0,01607	722,88696
0,01608	723,00287
0,01608	723,10828
0,01609	723,21405
0,0161	723,33038
0,01611	723,43762
0,01612	723,54712
0,01614	723,65686
0,01615	723,76996
0,01615	723,87604
0,01616	723,98401
0,01617	724,0946
0,01618	724,20172
0,0162	724,31042
0,01621	724,4231
0,01623	724,52844
0,01624	724,64484
0,01625	724,76379
0,01626	724,87738
0,01626	724,99213
0,01628	725,10175
0,01629	725,20697
0,0163	725,3125
0,01631	725,41821
0,01632	725,53363
0,01632	725,64117
0,01634	725,74805
0,01635	725,85822
0,01637	725,96741
0,01638	726,0827
0,01638	726,20087
0,01639	726,31989
0,0164	726,42548
0,01642	726,53735
0,01642	726,64429
0,01644	726,75604
0,01645	726,86774
0,01646	726,98035
0,01647	727,09943
0,01648	727,20612
0,01648	727,31238
0,0165	727,41943
0,01652	727,52582
0,01653	727,63574
0,01654	727,75342
0,01655	727,86511
0,01656	727,9718
0,01657	728,07898
0,01658	728,18768
0,01659	728,29364
0,0166	728,40546
0,01661	728,51929
0,01662	728,6297
0,01663	728,74109
0,01664	728,8501
0,01665	728,95599
0,01667	729,06647
0,01668	729,1745
0,01669	729,29095
0,0167	729,40527
0,01671	729,51245
0,01672	729,61938
0,01674	729,72723
0,01675	729,83435
0,01676	729,94684
0,01677	730,05298
0,01677	730,16565
0,01678	730,27997
0,01679	730,38574
0,01681	730,49536
0,01682	730,60089
0,01683	730,71582
0,01684	730,82336
0,01685	730,93152
0,01686	731,04089
0,01687	731,14618
0,01688	731,25476
0,0169	731,36371
0,01691	731,47156
0,01692	731,5777
0,01693	731,6839
0,01693	731,79175
0,01694	731,90051
0,01696	732,01221
0,01697	732,12109
0,01698	732,23138
0,01699	732,3382
0,017	732,45178
0,01701	732,55811
0,01702	732,66455
0,01704	732,77496
0,01705	732,88141
0,01706	732,98944
0,01707	733,09601
0,01708	733,20795
0,01709	733,31915
0,0171	733,42682
0,01711	733,5387
0,01712	733,64703
0,01714	733,75702
0,01715	733,8667
0,01716	733,98022
0,01716	734,09399
0,01717	734,2038
0,01719	734,3139
0,0172	734,42267
0,01721	734,53192
0,01723	734,64832
0,01723	734,76471
0,01724	734,87848
0,01725	734,98889
0,01728	735,09589
0,01729	735,20111
0,0173	735,30872
0,0173	735,41962
0,01731	735,52661
0,01732	735,63727
0,01733	735,74506
0,01735	735,85028
0,01736	735,95587
0,01737	736,06378
0,01738	736,17224
0,01739	736,28864
0,0174	736,4032
0,01741	736,50934
0,01743	736,61621
0,01744	736,72217
0,01745	736,83582
0,01746	736,94318
0,01747	737,05725
0,01747	737,17023
0,01748	737,27728
0,0175	737,383
0,01752	737,49664
0,01753	737,60938
0,01753	737,71674
0,01754	737,82904
0,01755	737,93854
0,01757	738,05066
0,01758	738,16132
0,01759	738,27106
0,01761	738,38214
0,01761	738,49536
0,01762	738,60785
0,01764	738,71936
0,01764	738,82587
0,01765	738,93567
0,01767	739,04626
0,01769	739,15424
0,0177	739,27393
0,0177	739,39069
0,01771	739,50189
0,01773	739,60718
0,01775	739,71472
0,01776	739,82776
0,01777	739,93964
0,01778	740,05432
0,01779	740,15991
0,0178	740,26782
0,01782	740,37476
0,01783	740,49036
0,01783	740,59558
0,01784	740,7121
0,01785	740,82788
0,01786	740,93774
0,01788	741,04645
0,01789	741,15723
0,0179	741,27313
0,01791	741,38214
0,01792	741,49615
0,01793	741,60419
0,01795	741,71503
0,01796	741,82831
0,01797	741,94312
0,01799	742,05347
0,018	742,16846
0,01801	742,28094
0,01801	742,39264
0,01803	742,50696
0,01804	742,61835
0,01806	742,72626
0,01807	742,84003
0,01808	742,94995
0,01809	743,06116
0,0181	743,17126
0,01811	743,28357
0,01812	743,39319
0,01813	743,5022
0,01815	743,61084
0,01816	743,71747
0,01817	743,82898
0,01818	743,93933
0,01819	744,04645
0,01821	744,15222
0,01822	744,26489
0,01822	744,37634
0,01823	744,48962
0,01824	744,60925
0,01825	744,71948
0,01828	744,82751
0,01828	744,93353
0,01829	745,04388
0,01831	745,15918
0,01832	745,26862
0,01833	745,38013
0,01834	745,49011
0,01836	745,59576
0,01837	745,70349
0,01838	745,81573
0,01839	745,92944
0,01839	746,04651
0,0184	746,15485
0,01841	746,26752
0,01843	746,37567
0,01845	746,48553
0,01846	746,59656
0,01847	746,703
0,01848	746,81934
0,01849	746,92767
0,0185	747,03357
0,01852	747,13904
0,01853	747,24847
0,01854	747,36304
0,01855	747,47479
0,01856	747,5907
0,01857	747,69843
0,01859	747,81
0,0186	747,92114
0,01861	748,03241
0,01861	748,14441
0,01862	748,25317
0,01864	748,36615
0,01865	748,47687
0,01866	748,58514
0,01868	748,69537
0,01869	748,80322
0,01869	748,90906
0,01871	749,01996
0,01872	749,13165
0,01874	749,23889
0,01874	749,34943
0,01875	749,45624
0,01877	749,56165
0,01878	749,68018
0,01879	749,79773
0,01879	749,90326
0,01882	750,0116
0,01883	750,11865
0,01884	750,23407
0,01885	750,34052
0,01886	750,44995
0,01887	750,56085
0,01889	750,66797
0,0189	750,77618
0,01892	750,88873
0,01892	751,00378
0,01893	751,12268
0,01894	751,22986
0,01895	751,33783
0,01898	751,44879
0,01899	751,55804
0,019	751,66565
0,01901	751,77197
0,01902	751,88464
0,01903	751,9906
0,01905	752,1015
0,01906	752,21161
0,01907	752,32129
0,01908	752,43567
0,01909	752,55365
0,0191	752,65985
0,01911	752,76898
0,01913	752,875
0,01915	752,98212
0,01915	753,08862
0,01916	753,20441
0,01917	753,31104
0,01918	753,41974
0,01919	753,53131
0,01921	753,63818
0,01923	753,75031
0,01924	753,85992
0,01924	753,97174
0,01925	754,08972
0,01926	754,19604
0,01927	754,30542
0,0193	754,41394
0,01931	754,51917
0,01932	754,6272
0,01933	754,73779
0,01933	754,85486
0,01935	754,96387
0,01937	755,07336
0,01939	755,17999
0,0194	755,29254
0,01941	755,4021
0,01942	755,51721
0,01943	755,62708
0,01944	755,73859
0,01946	755,8457
0,01946	755,95856
0,01948	756,07349
0,01948	756,19049
0,01949	756,29834
0,01951	756,40826
0,01952	756,51917
0,01954	756,62537
0,01955	756,73566
0,01956	756,84113
0,01957	756,95117
0,01958	757,06073
0,0196	757,16925
0,01961	757,28094
0,01962	757,38782
0,01963	757,49866
0,01964	757,61108
0,01964	757,72528
0,01965	757,83264
0,01967	757,94
0,01969	758,04755
0,0197	758,15649
0,01971	758,27209
0,01972	758,38507
0,01973	758,49213
0,01976	758,59918
0,01977	758,7113
0,01978	758,8208
0,01979	758,93719
0,0198	759,05023
0,01981	759,15942
0,01983	759,26538
0,01985	759,37292
0,01986	759,48547
0,01986	759,59283
0,01987	759,70923
0,01988	759,82104
0,01989	759,93549
0,01991	760,0434
0,01994	760,15497
0,01994	760,27057
0,01995	760,38123
0,01996	760,49347
0,01997	760,60577
0,01998	760,7171
0,02	760,82733
0,02003	760,9408
0,02006	761,05249
0,02008	761,16644
0,0201	761,27478
0,02013	761,38403
0,02016	761,49463
0,02019	761,60645
0,02021	761,71814
0,02025	761,83185
0,02027	761,94324
0,02029	762,05457
0,02032	762,16229
0,02036	762,27637
0,02038	762,38214
0,0204	762,49738
0,02043	762,60767
0,02045	762,71747
0,02048	762,82294
0,02052	762,93146
0,02054	763,03687
0,02057	763,14526
0,0206	763,25299
0,02062	763,36084
0,02065	763,47162
0,02069	763,5824
0,02072	763,69659
0,02074	763,80481
0,02076	763,91559
0,02078	764,02118
0,02079	764,13361
0,02084	764,24365
0,02087	764,35291
0,02089	764,45953
0,02092	764,56659
0,02094	764,67419
0,02095	764,77972
0,02097	764,89386
0,02104	765,00452
0,02107	765,11212
0,02109	765,21912
0,02111	765,33679
0,02113	765,45081
0,02114	765,56842
0,02117	765,67798
0,02123	765,7868
0,02125	765,90027
0,02128	766,00934
0,02129	766,11829
0,02132	766,22589
0,02135	766,33221
0,02138	766,43805
0,02142	766,54681
0,02145	766,6601
0,02147	766,77484
0,02149	766,88885
0,02152	766,99896
0,02156	767,10516
0,0216	767,21936
0,02161	767,32654
0,02163	767,43341
0,02166	767,53864
0,02168	767,64624
0,02171	767,75403
0,02175	767,86041
0,02177	767,96722
0,0218	768,07434
0,02182	768,18408
0,02184	768,28931
0,02186	768,39655
0,02192	768,50281
0,02195	768,61188
0,02197	768,71735
0,02199	768,82562
0,022	768,93781
0,02204	769,04596
0,02208	769,15216
0,02212	769,26282
0,02214	769,3728
0,02217	769,48169
0,0222	769,59351
0,02225	769,7005
0,02229	769,80951
0,02231	769,91882
0,02233	770,03333
0,02234	770,1496
0,02236	770,26782
0,02238	770,37335
0,02243	770,48163
0,02245	770,59332
0,02248	770,70276
0,0225	770,81494
0,02252	770,93292
0,02253	771,04242
0,02256	771,14905
0,02261	771,25751
0,02265	771,36847
0,02267	771,47906
0,0227	771,59265
0,02272	771,70618
0,02274	771,81665
0,02278	771,9234
0,02281	772,03461
0,02284	772,14447
0,02286	772,2536
0,02288	772,36237
0,02291	772,46857
0,02294	772,57819
0,02298	772,68372
0,02302	772,79724
0,02304	772,91138
0,02307	773,02332
0,02309	773,13446
0,02313	773,24017
0,02317	773,35504
0,02319	773,46667
0,02321	773,58044
0,02323	773,69006
0,02325	773,79633
0,02328	773,90222
0,02332	774,01227
0,02334	774,1236
0,02336	774,23346
0,02339	774,3465
0,02342	774,45337
0,02346	774,56232
0,0235	774,66913
0,02352	774,78351
0,02353	774,90277
0,02355	775,0097
0,02357	775,11859
0,0236	775,22717
0,02368	775,33521
0,0237	775,45258
0,02372	775,56317
0,02374	775,67169
0,02376	775,78094
0,02379	775,88812
0,02384	775,99451
0,02386	776,10431
0,02388	776,20953
0,0239	776,31897
0,02392	776,43256
0,02395	776,54077
0,024	776,6496
0,02403	776,75641
0,02406	776,86334
0,02407	776,97021
0,02409	777,07544
0,02411	777,18628
0,02416	777,29431
0,02419	777,40198
0,02422	777,51709
0,02425	777,62256
0,02427	777,73895
0,02428	777,85431
0,02431	777,96393
0,02434	778,07593
0,02437	778,18256
0,0244	778,29492
0,02442	778,40637
0,02444	778,51501
0,02446	778,62354
0,0245	778,72974
0,02453	778,83545
0,02457	778,94855
0,02459	779,0661
0,02461	779,17383
0,02466	779,27905
0,02468	779,38934
0,02471	779,49707
0,02473	779,60345
0,02475	779,70929
0,02477	779,81653
0,02479	779,93317
0,02483	780,04095
0,02488	780,15143
0,02491	780,26227
0,02494	780,37402
0,02496	780,48248
0,02499	780,58984
0,02504	780,69904
0,02507	780,81042
0,02509	780,92725
0,02511	781,03961
0,02513	781,14502
0,02514	781,25098
0,0252	781,35669
0,02523	781,46552
0,02525	781,57275
0,02528	781,67944
0,0253	781,79041
0,02532	781,896
0,02537	782,00146
0,02541	782,11377
0,02544	782,22791
0,02546	782,33405
0,02548	782,44879
0,02549	782,55603
0,02556	782,66199
0,02559	782,76978
0,02561	782,88562
0,02563	782,99347
0,02566	783,09924
0,02569	783,20453
0,02573	783,31207
0,02577	783,42389
0,0258	783,53699
0,02581	783,65204
0,02583	783,75891
0,02586	783,86511
0,0259	783,97089
0,02593	784,07849
0,02596	784,19543
0,02598	784,30334
0,026	784,41284
0,02603	784,51819
0,02607	784,62659
0,02611	784,73224
0,02614	784,84125
0,02616	784,95422
0,02618	785,06165
0,02622	785,16931
0,02625	785,27466
0,02628	785,38751
0,02631	785,49731
0,02633	785,60284
0,02635	785,711
0,02638	785,81622
0,02641	785,93182
0,02644	786,04364
0,02646	786,151
0,0265	786,25861
0,02652	786,36462
0,02655	786,47699
0,02658	786,58527
0,02662	786,69208
0,02665	786,79846
0,02667	786,9137
0,02669	787,02454
0,02672	787,13245
0,02676	787,24054
0,02679	787,34656
0,02682	787,45178
0,02684	787,5575
0,02686	787,664
0,02689	787,77881
0,02694	787,88806
0,02697	787,99658
0,027	788,11145
0,02702	788,22327
0,02704	788,33386
0,02707	788,44049
0,02709	788,54785
0,02715	788,65778
0,02718	788,7674
0,0272	788,87354
0,02722	788,98016
0,02723	789,09265
0,02727	789,20178
0,02731	789,30933
0,02734	789,41626
0,02737	789,52185
0,02739	789,63159
0,02741	789,73737
0,02746	789,84424
0,02749	789,95837
0,02751	790,06366
0,02754	790,17633
0,02757	790,29041
0,02759	790,40033
0,02763	790,51453
0,02766	790,62476
0,0277	790,73596
0,02773	790,84875
0,02775	790,95673
0,02777	791,06622
0,02783	791,17145
0,02786	791,28284
0,02788	791,39691
0,02791	791,50775
0,02793	791,61987
0,02794	791,72601
0,02798	791,83289
0,02801	791,93835
0,02805	792,04651
0,02808	792,16357
0,02809	792,26923
0,02811	792,37445
0,02816	792,48059
0,02819	792,59033
0,02823	792,70221
0,02825	792,81305
0,02827	792,91846
0,02828	793,0271
0,02834	793,13788
0,02838	793,24725
0,0284	793,35938
0,02842	793,46893
0,02844	793,58698
0,02846	793,69281
0,02852	793,7984
0,02857	793,90436
0,02859	794,01996
0,02861	794,12671
0,02863	794,23541
0,02868	794,34235
0,02872	794,45398
0,02874	794,56934
0,02876	794,68494
0,02878	794,79071
0,02879	794,89893
0,02883	795,0047
0,02888	795,11115
0,02892	795,21979
0,02893	795,32788
0,02895	795,43579
0,02897	795,54596
0,02905	795,65509
0,02907	795,76678
0,02909	795,87537
0,0291	795,98389
0,02912	796,09082
0,02914	796,20453
0,02918	796,31049
0,02924	796,41998
0,02927	796,5332
0,02929	796,64935
0,0293	796,76208
0,02933	796,87274
0,02941	796,97894
0,02943	797,08752
0,02945	797,20178
0,02947	797,30792
0,02949	797,41931
0,02951	797,52612
0,02959	797,64032
0,02961	797,75488
0,02963	797,86743
0,02965	797,97571
0,02967	798,0882
0,0297	798,19537
0,02974	798,30334
0,02979	798,41431
0,02983	798,52698
0,02984	798,63348
0,02987	798,74017
0,02989	798,84802
0,02994	798,95483
0,02996	799,06476
0,02999	799,17743
0,03	799,28339
0,03004	799,39307
0,03008	799,5058
0,03011	799,61108
0,03015	799,7215
0,03017	799,83264
0,03019	799,94287
0,03024	800,0481
0,03028	800,15955
0,0303	800,27063
0,03032	800,38428
0,03034	800,4903
0,03037	800,59924
0,03042	800,70929
0,03045	800,81683
0,0305	800,92798
0,03052	801,04059
0,03054	801,1496
0,03056	801,25983
0,03063	801,36523
0,03065	801,47638
0,03067	801,58936
0,03069	801,70197
0,03071	801,80737
0,03074	801,91528
0,03079	802,02637
0,03082	802,13959
0,03085	802,25104
0,03087	802,35956
0,03089	802,47028
0,03094	802,578
0,03098	802,68329
0,03101	802,79919
0,03103	802,90448
0,03106	803,0144
0,03108	803,12384
0,03113	803,23163
0,03116	803,34186
0,03119	803,45349
0,03121	803,56506
0,03123	803,67535
0,03127	803,78186
0,03131	803,89026
0,03134	803,99847
0,03137	804,1051
0,03139	804,21271
0,03142	804,32349
0,03146	804,42932
0,0315	804,53577
0,03153	804,64508
0,03155	804,76355
0,03157	804,87708
0,03159	804,98956
0,03165	805,09784
0,03169	805,2066
0,03171	805,31592
0,03174	805,42224
0,03175	805,53894
0,03181	805,64752
0,03185	805,75439
0,03188	805,86102
0,0319	805,96722
0,03191	806,0799
0,03193	806,19177
0,03197	806,29944
0,03202	806,40765
0,03205	806,51886
0,03208	806,63635
0,0321	806,75397
0,03212	806,86438
0,03219	806,97003
0,03222	807,0802
0,03225	807,19183
0,03227	807,29877
0,03229	807,40588
0,03236	807,51337
0,03239	807,62604
0,0324	807,73212
0,03242	807,83875
0,03244	807,94543
