Strain	Stress
6,30E-04	147,66455
6,30E-04	147,77448
6,30E-04	147,88322
6,30E-04	147,99054
6,30E-04	148,10507
6,40E-04	148,22507
6,40E-04	148,34341
6,40E-04	148,46347
6,40E-04	148,57906
6,40E-04	148,68703
6,40E-04	148,79964
6,40E-04	148,91
6,40E-04	149,01584
6,40E-04	149,15045
6,40E-04	149,28236
6,40E-04	149,40828
6,40E-04	149,52452
6,40E-04	149,64719
6,50E-04	149,77464
6,50E-04	149,88742
6,50E-04	150,00352
6,50E-04	150,12805
6,50E-04	150,26509
6,50E-04	150,38075
6,50E-04	150,49776
6,50E-04	150,60611
6,50E-04	150,74544
6,50E-04	150,85091
6,50E-04	150,95656
6,50E-04	151,06471
6,50E-04	151,17068
6,50E-04	151,2843
6,50E-04	151,40138
6,50E-04	151,51929
6,50E-04	151,63667
6,50E-04	151,74364
6,50E-04	151,86891
6,50E-04	151,989
6,60E-04	152,10225
6,60E-04	152,21626
6,60E-04	152,32561
6,50E-04	152,43826
6,50E-04	152,55426
6,50E-04	152,6664
6,60E-04	152,77368
6,60E-04	152,88884
6,60E-04	153,01924
6,60E-04	153,12645
6,60E-04	153,26363
6,60E-04	153,37024
6,60E-04	153,50865
6,60E-04	153,6412
6,60E-04	153,77556
6,60E-04	153,90533
6,70E-04	154,03548
6,70E-04	154,14539
6,70E-04	154,25233
6,70E-04	154,38365
6,70E-04	154,5025
6,70E-04	154,63901
6,70E-04	154,74556
6,70E-04	154,85982
6,70E-04	154,97276
6,70E-04	155,07951
6,70E-04	155,21721
6,70E-04	155,34709
6,70E-04	155,46992
6,70E-04	155,58566
6,70E-04	155,7072
6,80E-04	155,83488
6,80E-04	155,95775
6,80E-04	156,07025
6,80E-04	156,18263
6,80E-04	156,2997
6,80E-04	156,41087
6,80E-04	156,52757
6,80E-04	156,65054
6,80E-04	156,7823
6,80E-04	156,92059
6,80E-04	157,02698
6,80E-04	157,13409
6,80E-04	157,26978
6,80E-04	157,40044
6,80E-04	157,53035
6,90E-04	157,64842
6,90E-04	157,7657
6,90E-04	157,88368
6,90E-04	158,00888
6,90E-04	158,12164
6,90E-04	158,23413
6,90E-04	158,34482
6,90E-04	158,45206
6,90E-04	158,5703
6,90E-04	158,69226
6,90E-04	158,82545
6,90E-04	158,96468
6,90E-04	159,09599
6,90E-04	159,22989
6,90E-04	159,33594
6,90E-04	159,44357
6,90E-04	159,54936
7,00E-04	159,68965
7,00E-04	159,7984
7,00E-04	159,90822
7,00E-04	160,01952
7,00E-04	160,13126
7,00E-04	160,23996
7,00E-04	160,37305
6,90E-04	160,49025
7,00E-04	160,61711
7,00E-04	160,74271
7,00E-04	160,87137
7,00E-04	160,99489
7,00E-04	161,11743
7,00E-04	161,25398
7,00E-04	161,36302
7,00E-04	161,46973
7,00E-04	161,57854
7,00E-04	161,68803
7,00E-04	161,82603
7,00E-04	161,95934
7,10E-04	162,08708
7,10E-04	162,21696
7,10E-04	162,35678
7,10E-04	162,46848
7,10E-04	162,58031
7,10E-04	162,6956
7,10E-04	162,81718
7,10E-04	162,9381
7,10E-04	163,05443
7,10E-04	163,16032
7,10E-04	163,29277
7,10E-04	163,41512
7,20E-04	163,53487
7,20E-04	163,65669
7,20E-04	163,78326
7,20E-04	163,91127
7,20E-04	164,04294
7,20E-04	164,16638
7,20E-04	164,28455
7,20E-04	164,41238
7,20E-04	164,54764
7,20E-04	164,65576
7,20E-04	164,76486
7,20E-04	164,90121
7,20E-04	165,03433
7,20E-04	165,17349
7,20E-04	165,27893
7,20E-04	165,41844
7,30E-04	165,52463
7,30E-04	165,66484
7,30E-04	165,77087
7,30E-04	165,90782
7,30E-04	166,03477
7,30E-04	166,15981
7,30E-04	166,28285
7,30E-04	166,40182
7,30E-04	166,52765
7,30E-04	166,66161
7,30E-04	166,79027
7,30E-04	166,91426
7,40E-04	167,02977
7,40E-04	167,14375
7,40E-04	167,26848
7,40E-04	167,40331
7,40E-04	167,53961
7,40E-04	167,64641
7,40E-04	167,75299
7,40E-04	167,86272
7,40E-04	167,97325
7,40E-04	168,08432
7,40E-04	168,19595
7,40E-04	168,30714
7,40E-04	168,41666
7,40E-04	168,52234
7,40E-04	168,65842
7,40E-04	168,7991
7,40E-04	168,90938
7,40E-04	169,02155
7,40E-04	169,12738
7,40E-04	169,25575
7,40E-04	169,38054
7,50E-04	169,51639
7,50E-04	169,65215
7,50E-04	169,77367
7,50E-04	169,89867
7,50E-04	170,02621
7,50E-04	170,14799
7,50E-04	170,26889
7,50E-04	170,38948
7,50E-04	170,50957
7,50E-04	170,61569
7,50E-04	170,72429
7,60E-04	170,83383
7,60E-04	170,9431
7,60E-04	171,05713
7,50E-04	171,17085
7,50E-04	171,28239
7,50E-04	171,39775
7,60E-04	171,51285
7,60E-04	171,62495
7,60E-04	171,7356
7,60E-04	171,84212
7,60E-04	171,97485
7,60E-04	172,10358
7,60E-04	172,23383
7,60E-04	172,35233
7,60E-04	172,4735
7,60E-04	172,59294
7,60E-04	172,70769
7,70E-04	172,8311
7,70E-04	172,96333
7,70E-04	173,10268
7,70E-04	173,21098
7,70E-04	173,31966
7,70E-04	173,42534
7,70E-04	173,55522
7,70E-04	173,68132
7,70E-04	173,80659
7,70E-04	173,93871
7,70E-04	174,04784
7,70E-04	174,15915
7,70E-04	174,26921
7,70E-04	174,38191
7,70E-04	174,49823
7,70E-04	174,61041
7,70E-04	174,72194
7,80E-04	174,83464
7,80E-04	174,97284
7,80E-04	175,09546
7,80E-04	175,20976
7,80E-04	175,33345
7,80E-04	175,46223
7,80E-04	175,58376
7,80E-04	175,70576
7,80E-04	175,8156
7,80E-04	175,92834
7,80E-04	176,04947
7,80E-04	176,16838
7,80E-04	176,29921
7,80E-04	176,43687
7,80E-04	176,54227
7,90E-04	176,67953
7,90E-04	176,78654
7,90E-04	176,92572
7,90E-04	177,05748
7,90E-04	177,189
7,90E-04	177,29614
7,90E-04	177,41048
7,90E-04	177,52055
7,90E-04	177,62868
7,90E-04	177,76617
7,90E-04	177,89336
7,90E-04	178,01993
7,90E-04	178,14372
7,90E-04	178,26982
7,90E-04	178,38997
8,00E-04	178,51057
8,00E-04	178,63597
8,00E-04	178,75781
8,00E-04	178,88235
8,00E-04	179,0007
8,00E-04	179,11316
8,00E-04	179,23322
8,00E-04	179,36223
8,00E-04	179,49982
8,00E-04	179,61073
8,00E-04	179,72618
8,00E-04	179,83847
8,10E-04	179,9525
8,10E-04	180,06471
8,10E-04	180,17311
8,10E-04	180,28461
8,10E-04	180,39305
8,10E-04	180,49976
8,10E-04	180,63292
8,10E-04	180,76485
8,10E-04	180,89894
8,10E-04	181,02997
8,10E-04	181,15646
8,10E-04	181,28992
8,10E-04	181,42664
8,10E-04	181,55316
8,10E-04	181,67358
8,10E-04	181,78825
8,20E-04	181,91183
8,20E-04	182,0524
8,20E-04	182,16106
8,20E-04	182,2778
8,20E-04	182,39583
8,20E-04	182,51122
8,20E-04	182,6196
8,20E-04	182,72701
8,20E-04	182,85965
8,20E-04	182,99312
8,20E-04	183,10037
8,20E-04	183,20808
8,20E-04	183,31616
8,20E-04	183,42587
8,20E-04	183,5363
8,20E-04	183,64691
8,20E-04	183,7561
8,20E-04	183,86441
8,20E-04	183,99863
8,20E-04	184,125
8,30E-04	184,24321
8,30E-04	184,36391
8,30E-04	184,48788
8,30E-04	184,60435
8,30E-04	184,72906
8,30E-04	184,85403
8,30E-04	184,98549
8,30E-04	185,10989
8,30E-04	185,23872
8,30E-04	185,37628
8,30E-04	185,50827
8,30E-04	185,64946
8,30E-04	185,76569
8,30E-04	185,88501
8,30E-04	186,00101
8,30E-04	186,12134
8,30E-04	186,24617
8,40E-04	186,37247
8,40E-04	186,4921
8,40E-04	186,6055
8,40E-04	186,71591
8,40E-04	186,85202
8,40E-04	186,97496
8,40E-04	187,09253
8,40E-04	187,20601
8,40E-04	187,3224
8,40E-04	187,43581
8,40E-04	187,5593
8,40E-04	187,69115
8,50E-04	187,8242
8,50E-04	187,95549
8,50E-04	188,08856
8,50E-04	188,19865
8,50E-04	188,30962
8,50E-04	188,4193
8,50E-04	188,53355
8,50E-04	188,65396
8,50E-04	188,77945
8,50E-04	188,90865
8,50E-04	189,03714
8,50E-04	189,16678
8,50E-04	189,30167
8,50E-04	189,43546
8,60E-04	189,56259
8,60E-04	189,67931
8,60E-04	189,78864
8,60E-04	189,92908
8,60E-04	190,03944
8,60E-04	190,14746
8,60E-04	190,28189
8,60E-04	190,39737
8,60E-04	190,51547
8,60E-04	190,63196
8,60E-04	190,74619
8,60E-04	190,86446
8,70E-04	190,99744
8,70E-04	191,13568
8,70E-04	191,26677
8,70E-04	191,3968
8,70E-04	191,52463
8,70E-04	191,65793
8,70E-04	191,76367
8,70E-04	191,87521
8,70E-04	191,9866
8,70E-04	192,09813
8,70E-04	192,21567
8,70E-04	192,3367
8,70E-04	192,46039
8,70E-04	192,58925
8,70E-04	192,70972
8,70E-04	192,8163
8,70E-04	192,95561
8,70E-04	193,08466
8,70E-04	193,21176
8,80E-04	193,34988
8,80E-04	193,48126
8,80E-04	193,59981
8,80E-04	193,72832
8,80E-04	193,85234
8,80E-04	193,95996
8,80E-04	194,06931
8,80E-04	194,17851
8,80E-04	194,3045
8,80E-04	194,41103
8,80E-04	194,52153
8,80E-04	194,66077
8,90E-04	194,76823
8,90E-04	194,8788
8,90E-04	194,99307
8,90E-04	195,11168
8,90E-04	195,23251
8,90E-04	195,35931
8,90E-04	195,48334
8,90E-04	195,59915
8,90E-04	195,70966
8,90E-04	195,84749
8,90E-04	195,98045
8,90E-04	196,10484
8,90E-04	196,24022
8,90E-04	196,37433
8,90E-04	196,48073
8,90E-04	196,58734
8,90E-04	196,71967
9,00E-04	196,84544
9,00E-04	196,96919
9,00E-04	197,08775
9,00E-04	197,21332
9,00E-04	197,34174
9,00E-04	197,47079
9,00E-04	197,60506
9,00E-04	197,74365
9,00E-04	197,84961
9,00E-04	197,95828
9,10E-04	198,07341
9,10E-04	198,19249
9,10E-04	198,31393
9,10E-04	198,42863
9,10E-04	198,54279
9,10E-04	198,64819
9,10E-04	198,77859
9,10E-04	198,91397
9,10E-04	199,0519
9,10E-04	199,18187
9,10E-04	199,30769
9,10E-04	199,43381
9,10E-04	199,55392
9,10E-04	199,67899
9,10E-04	199,80295
9,20E-04	199,92982
9,20E-04	200,06674
9,20E-04	200,20361
9,20E-04	200,31084
9,20E-04	200,42703
9,20E-04	200,56561
9,20E-04	200,69739
9,20E-04	200,83701
9,20E-04	200,97658
9,20E-04	201,08305
9,20E-04	201,19495
9,20E-04	201,3114
9,30E-04	201,43442
9,30E-04	201,55739
9,30E-04	201,67189
9,30E-04	201,77843
9,30E-04	201,91513
9,30E-04	202,03587
9,30E-04	202,15315
9,30E-04	202,27579
9,30E-04	202,39209
9,30E-04	202,5096
9,30E-04	202,63853
9,30E-04	202,7625
9,30E-04	202,88565
9,30E-04	203,01421
9,40E-04	203,14958
9,40E-04	203,26405
9,40E-04	203,38539
9,40E-04	203,50552
9,40E-04	203,61687
9,40E-04	203,72774
9,40E-04	203,83926
9,40E-04	203,94714
9,40E-04	204,05586
9,40E-04	204,1696
9,40E-04	204,28476
9,40E-04	204,40121
9,40E-04	204,51334
9,40E-04	204,6261
9,40E-04	204,73293
9,40E-04	204,84062
9,40E-04	204,97554
9,50E-04	205,10173
9,50E-04	205,22818
9,50E-04	205,35178
9,50E-04	205,47023
9,50E-04	205,57809
9,50E-04	205,69022
9,50E-04	205,81346
9,50E-04	205,93874
9,50E-04	206,04608
9,50E-04	206,16096
9,50E-04	206,28015
9,50E-04	206,40108
9,50E-04	206,51773
9,50E-04	206,63184
9,50E-04	206,7403
9,60E-04	206,84773
9,60E-04	206,95978
9,60E-04	207,07355
9,60E-04	207,1828
9,60E-04	207,32007
9,60E-04	207,42636
9,60E-04	207,532
9,60E-04	207,66061
9,60E-04	207,77988
9,60E-04	207,89424
9,60E-04	208,01801
9,70E-04	208,15347
9,70E-04	208,29027
9,70E-04	208,41684
9,70E-04	208,54298
9,70E-04	208,6692
9,70E-04	208,78951
9,70E-04	208,9073
9,70E-04	209,01634
9,70E-04	209,1436
9,70E-04	209,27988
9,70E-04	209,39323
9,70E-04	209,51146
9,70E-04	209,63385
9,70E-04	209,75867
9,70E-04	209,88794
9,70E-04	210,01804
9,80E-04	210,14401
9,80E-04	210,25693
9,80E-04	210,36554
9,80E-04	210,48024
9,80E-04	210,59315
9,80E-04	210,70251
9,80E-04	210,81189
9,80E-04	210,94321
9,80E-04	211,06593
9,80E-04	211,18549
9,80E-04	211,29337
9,80E-04	211,40375
9,80E-04	211,52477
9,80E-04	211,64308
9,80E-04	211,76299
9,80E-04	211,87799
9,80E-04	212,00073
9,90E-04	212,13742
9,90E-04	212,25426
9,90E-04	212,37621
9,90E-04	212,49561
9,90E-04	212,61192
9,90E-04	212,72449
9,90E-04	212,83115
9,90E-04	212,94022
0,001	213,04826
9,90E-04	213,15709
9,90E-04	213,26511
0,001	213,40421
0,001	213,54379
0,001	213,65181
0,001	213,75717
0,001	213,89073
0,001	214,01297
0,001	214,13475
0,001	214,24687
0,001	214,36224
0,001	214,48911
0,001	214,61197
0,001	214,73167
0,001	214,86127
0,001	214,99075
0,00101	215,12196
0,00101	215,25037
0,00101	215,39171
0,00101	215,51036
0,00101	215,62991
0,00101	215,74911
0,00101	215,85526
0,00101	215,96107
0,00101	216,06818
0,00101	216,20673
0,00101	216,34644
0,00101	216,45419
0,00101	216,56247
0,00101	216,67212
0,00101	216,77916
0,00102	216,8882
0,00102	217,02136
0,00102	217,14212
0,00102	217,25426
0,00102	217,36255
0,00102	217,47458
0,00102	217,58812
0,00102	217,69923
0,00102	217,81476
0,00102	217,94305
0,00102	218,07414
0,00103	218,21213
0,00103	218,31885
0,00103	218,45728
0,00103	218,57158
0,00103	218,68631
0,00103	218,79971
0,00103	218,91484
0,00103	219,02771
0,00103	219,13867
0,00103	219,25249
0,00103	219,36131
0,00103	219,49841
0,00103	219,63368
0,00103	219,76115
0,00103	219,87195
0,00103	219,98268
0,00104	220,10152
0,00104	220,23611
0,00104	220,36795
0,00104	220,48932
0,00104	220,60547
0,00104	220,71921
0,00104	220,838
0,00104	220,95934
0,00104	221,07829
0,00104	221,2034
0,00104	221,33789
0,00104	221,47475
0,00104	221,61169
0,00105	221,75154
0,00105	221,85909
0,00105	221,96716
0,00105	222,10429
0,00105	222,22826
0,00105	222,33749
0,00105	222,44904
0,00105	222,56517
0,00105	222,67946
0,00105	222,80223
0,00105	222,92406
0,00105	223,0507
0,00106	223,18661
0,00106	223,31549
0,00106	223,43742
0,00106	223,56766
0,00106	223,67331
0,00106	223,78015
0,00106	223,91348
0,00106	224,05057
0,00106	224,16185
0,00106	224,2776
0,00106	224,39146
0,00106	224,50633
0,00106	224,62164
0,00107	224,7356
0,00107	224,85199
0,00107	224,96815
0,00107	225,08127
0,00107	225,21794
0,00107	225,33871
0,00107	225,45207
0,00107	225,56268
0,00108	225,67744
0,00108	225,79752
0,00108	225,92325
0,00108	226,05478
0,00108	226,1859
0,00108	226,31889
0,00108	226,45392
0,00108	226,58708
0,00108	226,71718
0,00108	226,85518
0,00108	226,99406
0,00108	227,13315
0,00108	227,24532
0,00109	227,36081
0,00109	227,48048
0,00109	227,59567
0,00109	227,7265
0,00109	227,84451
0,00109	227,95789
0,00109	228,0829
0,00109	228,21201
0,00109	228,34114
0,00109	228,4584
0,00109	228,57025
0,00109	228,68011
0,00109	228,80132
0,00109	228,93102
0,00109	229,0594
0,00109	229,18091
0,00109	229,30649
0,0011	229,43785
0,0011	229,56938
0,0011	229,70258
0,0011	229,81239
0,0011	229,92767
0,0011	230,04045
0,0011	230,15021
0,0011	230,26616
0,0011	230,37628
0,0011	230,49045
0,0011	230,59952
0,0011	230,70731
0,00111	230,814
0,00111	230,94583
0,00111	231,07712
0,00111	231,20892
0,00111	231,34247
0,00111	231,47803
0,00111	231,60953
0,00111	231,72488
0,00111	231,85495
0,00111	231,96364
0,00112	232,09216
0,00112	232,21828
0,00112	232,35583
0,00112	232,46149
0,00112	232,59827
0,00112	232,70479
0,00111	232,81204
0,00112	232,92424
0,00112	233,03911
0,00112	233,16061
0,00112	233,28337
0,00112	233,4066
0,00112	233,52446
0,00112	233,63661
0,00112	233,74353
0,00112	233,87337
0,00112	233,99603
0,00113	234,11388
0,00113	234,22665
0,00113	234,33643
0,00113	234,44272
0,00113	234,54861
0,00113	234,66866
0,00113	234,8008
0,00113	234,93243
0,00113	235,06601
0,00113	235,19986
0,00113	235,33551
0,00114	235,46883
0,00114	235,60478
0,00114	235,73808
0,00114	235,87245
0,00114	235,98128
0,00114	236,09364
0,00114	236,20749
0,00114	236,31898
0,00114	236,42894
0,00114	236,57051
0,00115	236,67987
0,00115	236,81717
0,00115	236,951
0,00115	237,07661
0,00115	237,19156
0,00115	237,31158
0,00115	237,43279
0,00115	237,55412
0,00115	237,6749
0,00115	237,79536
0,00115	237,92271
0,00115	238,05743
0,00116	238,19084
0,00116	238,32452
0,00116	238,46487
0,00116	238,60017
0,00116	238,7323
0,00116	238,87372
0,00116	238,9845
0,00116	239,12347
0,00116	239,25655
0,00116	239,36247
0,00116	239,49843
0,00116	239,61967
0,00116	239,74347
0,00116	239,86522
0,00117	239,98187
0,00117	240,09059
0,00117	240,20152
0,00117	240,31787
0,00117	240,43059
0,00117	240,54308
0,00117	240,66284
0,00117	240,78484
0,00117	240,90829
0,00118	241,03058
0,00118	241,16502
0,00118	241,27034
0,00118	241,40654
0,00118	241,54153
0,00118	241,67764
0,00118	241,78886
0,00118	241,90935
0,00118	242,02565
0,00118	242,1357
0,00118	242,24092
0,00118	242,34656
0,00118	242,48003
0,00118	242,60886
0,00119	242,73505
0,00119	242,85629
0,00119	242,98497
0,00119	243,11118
0,00119	243,23651
0,00119	243,36259
0,00119	243,4873
0,00119	243,61191
0,00119	243,73206
0,00119	243,86066
0,00119	243,99646
0,00119	244,12697
0,00119	244,2653
0,00119	244,40269
0,0012	244,54088
0,0012	244,68274
0,0012	244,79869
0,0012	244,91974
0,0012	245,04402
0,0012	245,16022
0,0012	245,26964
0,0012	245,40109
0,0012	245,53606
0,00121	245,66847
0,0012	245,79018
0,0012	245,89964
0,0012	246,01749
0,00121	246,13693
0,00121	246,2594
0,00121	246,38362
0,00121	246,50731
0,00121	246,64079
0,00121	246,74887
0,00121	246,88579
0,00121	247,02138
0,00121	247,15967
0,00122	247,2659
0,00122	247,37682
0,00121	247,48752
0,00122	247,59845
0,00122	247,7061
0,00122	247,81239
0,00122	247,95067
0,00122	248,07582
0,00122	248,1899
0,00123	248,30061
0,00123	248,4146
0,00123	248,54132
0,00123	248,67012
0,00123	248,80539
0,00123	248,91208
0,00123	249,0462
0,00123	249,18398
0,00123	249,28996
0,00123	249,42657
0,00123	249,56172
0,00123	249,68939
0,00123	249,81303
0,00123	249,93808
0,00123	250,07072
0,00123	250,17667
0,00124	250,31355
0,00124	250,41977
0,00124	250,55922
0,00124	250,66504
0,00124	250,79503
0,00124	250,92909
0,00124	251,03574
0,00124	251,14432
0,00124	251,25429
0,00125	251,36465
0,00125	251,49742
0,00125	251,61917
0,00125	251,73358
0,00125	251,85667
0,00125	251,96753
0,00125	252,08218
0,00125	252,20512
0,00125	252,33333
0,00125	252,45644
0,00125	252,5825
0,00125	252,70929
0,00125	252,81776
0,00126	252,93336
0,00126	253,06097
0,00126	253,18338
0,00126	253,2999
0,00126	253,41519
0,00126	253,52412
0,00126	253,64893
0,00126	253,75774
0,00126	253,87103
0,00126	253,98837
0,00126	254,09846
0,00126	254,21182
0,00126	254,3181
0,00126	254,42662
0,00127	254,53375
0,00127	254,64767
0,00127	254,76212
0,00127	254,87657
0,00127	254,99876
0,00127	255,13248
0,00127	255,2377
0,00127	255,34727
0,00127	255,48479
0,00127	255,6161
0,00127	255,72316
0,00127	255,83351
0,00127	255,94331
0,00128	256,05502
0,00128	256,16577
0,00128	256,27432
0,00128	256,38074
0,00128	256,52087
0,00128	256,6282
0,00128	256,75623
0,00128	256,87241
0,00128	256,98291
0,00128	257,09982
0,00128	257,20718
0,00128	257,31662
0,00129	257,4313
0,00129	257,54318
0,00129	257,6543
0,00129	257,77036
0,00129	257,89304
0,00129	258,01895
0,00129	258,14423
0,00129	258,27081
0,00129	258,40723
0,00129	258,5228
0,00129	258,64233
0,00129	258,75452
0,00129	258,86264
0,0013	259,00262
0,0013	259,10962
0,0013	259,24246
0,0013	259,36166
0,0013	259,4722
0,0013	259,6041
0,0013	259,7106
0,0013	259,82309
0,00131	259,93497
0,00131	260,0614
0,00131	260,17194
0,00131	260,28091
0,00131	260,39621
0,00131	260,52341
0,00131	260,66101
0,00131	260,79874
0,00131	260,92892
0,00131	261,06305
0,00131	261,16891
0,00131	261,30759
0,00131	261,41367
0,00131	261,52469
0,00132	261,63809
0,00132	261,74731
0,00132	261,85382
0,00132	261,96219
0,00132	262,07324
0,00132	262,18021
0,00132	262,30972
0,00132	262,43127
0,00133	262,54358
0,00133	262,64923
0,00133	262,77441
0,00133	262,90173
0,00133	263,00919
0,00132	263,11826
0,00132	263,22717
0,00133	263,33777
0,00133	263,45901
0,00133	263,59265
0,00133	263,72336
0,00133	263,86197
0,00134	264,00168
0,00134	264,13745
0,00134	264,27219
0,00134	264,40536
0,00134	264,53741
0,00134	264,66605
0,00134	264,79105
0,00134	264,91205
0,00134	265,02231
0,00134	265,13824
0,00134	265,25839
0,00134	265,37604
0,00134	265,49643
0,00134	265,61368
0,00134	265,7247
0,00135	265,85049
0,00135	265,97482
0,00135	266,09613
0,00135	266,21545
0,00135	266,33765
0,00135	266,45248
0,00135	266,58337
0,00135	266,7146
0,00135	266,85175
0,00135	266,99255
0,00135	267,12595
0,00136	267,24789
0,00136	267,36624
0,00136	267,4866
0,00136	267,60864
0,00136	267,73102
0,00136	267,84738
0,00136	267,95422
0,00136	268,08331
0,00136	268,19046
0,00136	268,30313
0,00136	268,41766
0,00136	268,54074
0,00136	268,6694
0,00137	268,79837
0,00137	268,9375
0,00137	269,07556
0,00137	269,18213
0,00137	269,31381
0,00137	269,44507
0,00137	269,57275
0,00137	269,70276
0,00137	269,83084
0,00137	269,95428
0,00138	270,07086
0,00138	270,18948
0,00138	270,30157
0,00138	270,4313
0,00138	270,55771
0,00138	270,68594
0,00138	270,79428
0,00138	270,90106
0,00138	271,03232
0,00139	271,14682
0,00139	271,26675
0,00139	271,37842
0,00139	271,49298
0,00139	271,61292
0,00139	271,74225
0,00139	271,86655
0,00139	271,99118
0,00139	272,11929
0,00139	272,24191
0,00139	272,37003
0,00139	272,49951
0,00139	272,62347
0,00139	272,73798
0,0014	272,84686
0,0014	272,96637
0,0014	273,07306
0,0014	273,18396
0,0014	273,30963
0,0014	273,43747
0,0014	273,56104
0,0014	273,6709
0,0014	273,78839
0,00141	273,92294
0,00141	274,0592
0,00141	274,18826
0,00141	274,30627
0,00141	274,43161
0,00141	274,55142
0,00141	274,67712
0,00141	274,80676
0,00141	274,93433
0,00142	275,05948
0,00142	275,18054
0,00142	275,2941
0,00142	275,40375
0,00142	275,51337
0,00142	275,6398
0,00142	275,74826
0,00142	275,85364
0,00142	275,96335
0,00142	276,07428
0,00142	276,18866
0,00142	276,30981
0,00142	276,43054
0,00143	276,54553
0,00143	276,66678
0,00143	276,79602
0,00143	276,91959
0,00143	277,04129
0,00143	277,15399
0,00143	277,28198
0,00143	277,39392
0,00143	277,50107
0,00143	277,61285
0,00144	277,73685
0,00144	277,86304
0,00144	277,97687
0,00144	278,08585
0,00144	278,19614
0,00144	278,3215
0,00144	278,45239
0,00144	278,56958
0,00144	278,68405
0,00144	278,79715
0,00144	278,90356
0,00145	279,01505
0,00145	279,12939
0,00145	279,24725
0,00145	279,3696
0,00145	279,48416
0,00145	279,60529
0,00145	279,71317
0,00145	279,81998
0,00145	279,93201
0,00145	280,05789
0,00145	280,17938
0,00145	280,2915
0,00146	280,40454
0,00146	280,51782
0,00146	280,63693
0,00146	280,76868
0,00146	280,88486
0,00146	280,99432
0,00146	281,11783
0,00146	281,2291
0,00146	281,3421
0,00147	281,45154
0,00147	281,57718
0,00146	281,70117
0,00146	281,82321
0,00147	281,94202
0,00147	282,05872
0,00147	282,17099
0,00147	282,29303
0,00147	282,41382
0,00147	282,52487
0,00147	282,64395
0,00147	282,76523
0,00148	282,87259
0,00148	282,98114
0,00148	283,0954
0,00148	283,20355
0,00148	283,33447
0,00148	283,46262
0,00148	283,58545
0,00148	283,70746
0,00148	283,82559
0,00148	283,93329
0,00148	284,04117
0,00148	284,15778
0,00149	284,27399
0,00149	284,39783
0,00149	284,52481
0,00149	284,63107
0,00149	284,7536
0,00149	284,86578
0,00149	284,98737
0,00149	285,11697
0,00149	285,22482
0,0015	285,33621
0,0015	285,44193
0,0015	285,55188
0,0015	285,67612
0,0015	285,78516
0,0015	285,90201
0,0015	286,01367
0,00151	286,13461
0,0015	286,25836
0,0015	286,38568
0,0015	286,50867
0,0015	286,62796
0,0015	286,74911
0,0015	286,85883
0,00151	286,9642
0,00151	287,08981
0,00151	287,22125
0,00151	287,33337
0,00151	287,44595
0,00151	287,5556
0,00151	287,67682
0,00151	287,78412
0,00152	287,90326
0,00151	288,01581
0,00152	288,13834
0,00152	288,24796
0,00152	288,3624
0,00152	288,47763
0,00152	288,60236
0,00152	288,73077
0,00152	288,83951
0,00152	288,9465
0,00153	289,07309
0,00153	289,19751
0,00153	289,32861
0,00153	289,43567
0,00153	289,54288
0,00153	289,66626
0,00153	289,78848
0,00153	289,90372
0,00153	290,01535
0,00153	290,12656
0,00153	290,23184
0,00154	290,35205
0,00154	290,46069
0,00154	290,58344
0,00154	290,71063
0,00154	290,82529
0,00154	290,93594
0,00154	291,05481
0,00154	291,16684
0,00154	291,27756
0,00154	291,38815
0,00154	291,50513
0,00154	291,61746
0,00154	291,73019
0,00154	291,83548
0,00155	291,94397
0,00155	292,06268
0,00155	292,18362
0,00155	292,30731
0,00156	292,42395
0,00156	292,54736
0,00156	292,67325
0,00156	292,78351
0,00156	292,89548
0,00156	293,0105
0,00156	293,11761
0,00156	293,22833
0,00156	293,34912
0,00156	293,47583
0,00156	293,59454
0,00157	293,71829
0,00157	293,83051
0,00156	293,95248
0,00156	294,06607
0,00157	294,18057
0,00157	294,29144
0,00157	294,40915
0,00157	294,53717
0,00157	294,66168
0,00157	294,79333
0,00157	294,9057
0,00157	295,02283
0,00157	295,13757
0,00158	295,25998
0,00158	295,36673
0,00158	295,47281
0,00158	295,58112
0,00158	295,69037
0,00158	295,81226
0,00158	295,92435
0,00158	296,0423
0,00158	296,15717
0,00158	296,28171
0,00159	296,40359
0,00159	296,51056
0,00159	296,64066
0,00159	296,76907
0,00159	296,89777
0,00159	297,01984
0,00159	297,134
0,0016	297,24298
0,0016	297,36069
0,0016	297,47983
0,0016	297,59381
0,0016	297,69904
0,0016	297,80704
0,0016	297,92706
0,0016	298,03619
0,0016	298,15704
0,0016	298,26312
0,0016	298,37921
0,0016	298,49908
0,0016	298,62396
0,00161	298,74249
0,00161	298,85321
0,00161	298,96835
0,00161	299,08383
0,00161	299,1925
0,00161	299,30389
0,00161	299,41946
0,00161	299,53918
0,00162	299,65256
0,00162	299,77054
0,00162	299,88062
0,00162	299,99982
0,00162	300,12177
0,00162	300,24335
0,00162	300,35406
0,00162	300,47974
0,00162	300,6041
0,00162	300,71918
0,00162	300,84744
0,00163	300,96585
0,00163	301,07376
0,00163	301,18759
0,00163	301,30008
0,00163	301,41147
0,00163	301,52777
0,00163	301,64355
0,00164	301,76804
0,00164	301,87338
0,00163	301,9986
0,00163	302,12103
0,00164	302,24054
0,00164	302,36575
0,00164	302,4903
0,00164	302,6091
0,00164	302,72318
