Strain	Stress
0,00164	302,84048
0,00165	302,95224
0,00165	303,06747
0,00165	303,17441
0,00165	303,28348
0,00165	303,40778
0,00165	303,52893
0,00165	303,64456
0,00165	303,76651
0,00165	303,87759
0,00165	304,00204
0,00165	304,13547
0,00166	304,25647
0,00166	304,37836
0,00166	304,50333
0,00166	304,61383
0,00166	304,72931
0,00166	304,84323
0,00166	304,95599
0,00166	305,06757
0,00167	305,18329
0,00167	305,30539
0,00167	305,4278
0,00167	305,53589
0,00167	305,65033
0,00167	305,77255
0,00167	305,89856
0,00167	306,02048
0,00167	306,142
0,00167	306,2648
0,00168	306,37543
0,00168	306,49197
0,00168	306,60672
0,00168	306,71198
0,00168	306,81934
0,00168	306,93683
0,00168	307,06271
0,00168	307,16882
0,00169	307,28052
0,00169	307,38882
0,00169	307,4986
0,00169	307,61826
0,00169	307,7258
0,00169	307,84085
0,00169	307,9559
0,00169	308,07202
0,00169	308,18033
0,00169	308,29865
0,00169	308,41898
0,0017	308,53839
0,0017	308,65445
0,00169	308,77011
0,0017	308,88962
0,0017	309,00095
0,0017	309,108
0,0017	309,23489
0,0017	309,34021
0,0017	309,46216
0,00171	309,58823
0,00171	309,69455
0,00171	309,80084
0,00171	309,92136
0,00171	310,03372
0,00171	310,15396
0,00171	310,27664
0,00172	310,38696
0,00172	310,50769
0,00172	310,61572
0,00172	310,74146
0,00172	310,85147
0,00172	310,97073
0,00172	311,08591
0,00172	311,20355
0,00173	311,3251
0,00173	311,44394
0,00173	311,556
0,00173	311,67438
0,00173	311,78165
0,00173	311,89728
0,00173	312,00922
0,00173	312,12082
0,00173	312,22745
0,00174	312,34949
0,00174	312,46204
0,00174	312,5687
0,00174	312,68427
0,00174	312,79019
0,00174	312,90735
0,00174	313,03113
0,00174	313,15237
0,00174	313,25955
0,00174	313,38403
0,00174	313,49802
0,00175	313,61322
0,00175	313,72449
0,00175	313,83795
0,00175	313,95163
0,00175	314,07297
0,00175	314,19067
0,00176	314,30951
0,00176	314,41476
0,00176	314,53442
0,00176	314,65411
0,00176	314,76654
0,00176	314,88239
0,00176	314,99686
0,00176	315,12177
0,00177	315,23471
0,00177	315,34521
0,00177	315,4545
0,00177	315,56873
0,00177	315,67868
0,00177	315,79688
0,00177	315,90707
0,00177	316,0239
0,00177	316,1405
0,00177	316,25436
0,00178	316,37054
0,00178	316,48392
0,00178	316,59454
0,00178	316,72101
0,00178	316,83804
0,00179	316,94662
0,00179	317,06079
0,00179	317,16953
0,00179	317,27841
0,00179	317,39044
0,00179	317,50735
0,00179	317,61398
0,00179	317,73575
0,0018	317,84186
0,00179	317,95047
0,00179	318,05841
0,0018	318,17606
0,0018	318,29654
0,0018	318,42139
0,0018	318,53882
0,0018	318,66635
0,0018	318,78369
0,00181	318,90979
0,00181	319,02112
0,00181	319,1344
0,00181	319,24124
0,00181	319,34995
0,00181	319,45728
0,00181	319,5704
0,00181	319,69443
0,00181	319,80002
0,00182	319,91473
0,00182	320,04144
0,00182	320,16119
0,00182	320,27469
0,00182	320,3862
0,00182	320,49817
0,00182	320,60812
0,00182	320,72559
0,00183	320,83777
0,00183	320,94687
0,00183	321,05417
0,00183	321,16479
0,00183	321,27258
0,00184	321,39542
0,00184	321,50385
0,00184	321,61465
0,00184	321,72708
0,00184	321,84113
0,00184	321,95712
0,00184	322,07834
0,00185	322,19617
0,00185	322,31546
0,00185	322,4223
0,00185	322,53036
0,00185	322,63724
0,00185	322,75287
0,00185	322,87015
0,00185	322,98007
0,00185	323,08731
0,00186	323,19641
0,00186	323,31903
0,00186	323,42438
0,00186	323,54614
0,00186	323,66895
0,00186	323,77597
0,00186	323,88995
0,00187	324,01205
0,00187	324,12103
0,00187	324,23016
0,00187	324,3399
0,00187	324,45224
0,00188	324,56451
0,00188	324,68958
0,00188	324,79639
0,00188	324,91531
0,00188	325,02661
0,00188	325,14059
0,00188	325,24854
0,00189	325,35718
0,00189	325,48206
0,00189	325,60382
0,00189	325,72296
0,00189	325,83575
0,00189	325,9537
0,00189	326,06619
0,00189	326,18011
0,00189	326,29089
0,0019	326,39706
0,0019	326,50406
0,0019	326,62051
0,0019	326,72797
0,0019	326,83817
0,0019	326,94885
0,0019	327,0556
0,0019	327,18143
0,00191	327,28925
0,00191	327,39938
0,00191	327,51123
0,00191	327,6254
0,00192	327,73386
0,00192	327,83936
0,00192	327,95694
0,00192	328,07675
0,00192	328,18259
0,00192	328,29233
0,00192	328,4064
0,00192	328,51358
0,00192	328,61966
0,00193	328,73785
0,00193	328,84906
0,00193	328,96057
0,00193	329,06601
0,00193	329,18256
0,00193	329,29004
0,00193	329,40848
0,00194	329,52625
0,00194	329,64859
0,00194	329,75818
0,00194	329,86673
0,00194	329,98828
0,00195	330,11017
0,00195	330,23285
0,00195	330,34116
0,00195	330,44687
0,00195	330,55856
0,00195	330,66956
0,00196	330,77713
0,00196	330,89313
0,00196	331,00989
0,00196	331,12311
0,00196	331,24823
0,00196	331,36536
0,00197	331,48276
0,00197	331,59702
0,00197	331,70721
0,00197	331,81512
0,00197	331,92123
0,00197	332,02893
0,00197	332,14221
0,00198	332,24979
0,00198	332,366
0,00198	332,48831
0,00198	332,60419
0,00198	332,72147
0,00198	332,83566
0,00199	332,96063
0,00199	333,07935
0,00199	333,18631
0,00199	333,29187
0,00199	333,40518
0,00199	333,51208
0,002	333,6279
0,002	333,73697
0,002	333,85211
0,002	333,96002
0,002	334,06668
0,002	334,19275
0,002	334,31439
0,002	334,42639
0,00201	334,54413
0,00201	334,66309
0,00201	334,77661
0,00201	334,88702
0,00202	334,99786
0,00202	335,10474
0,00202	335,22437
0,00202	335,33258
0,00202	335,44086
0,00202	335,55191
0,00202	335,66006
0,00203	335,77112
0,00203	335,88342
0,00203	335,98993
0,00203	336,10339
0,00203	336,22171
0,00204	336,3407
0,00204	336,45978
0,00204	336,56891
0,00204	336,69034
0,00204	336,80402
0,00204	336,92358
0,00205	337,03159
0,00205	337,1387
0,00205	337,24637
0,00205	337,35513
0,00205	337,46072
0,00205	337,57239
0,00206	337,68631
0,00206	337,79919
0,00206	337,91397
0,00206	338,02509
0,00206	338,146
0,00206	338,26135
0,00207	338,36966
0,00207	338,4856
0,00207	338,60596
0,00207	338,71439
0,00208	338,82748
0,00208	338,93741
0,00208	339,04617
0,00208	339,16223
0,00208	339,27261
0,00208	339,39142
0,00209	339,50525
0,00209	339,62119
0,00209	339,73984
0,00209	339,84918
0,00209	339,96799
0,0021	340,07413
0,0021	340,19693
0,0021	340,3092
0,0021	340,42621
0,00211	340,54132
0,00211	340,64908
0,00211	340,76236
0,00211	340,87845
0,00211	340,99551
0,00212	341,10944
0,00212	341,22757
0,00212	341,35214
0,00212	341,46579
0,00212	341,57208
0,00213	341,67737
0,00213	341,7829
0,00213	341,89548
0,00213	342,00388
0,00214	342,11203
0,00214	342,23419
0,00214	342,34546
0,00214	342,46591
0,00214	342,57913
0,00215	342,69177
0,00215	342,79742
0,00215	342,90408
0,00215	343,01962
0,00215	343,12619
0,00215	343,24194
0,00216	343,35733
0,00216	343,47229
0,00216	343,5816
0,00217	343,68793
0,00217	343,79382
0,00217	343,9039
0,00217	344,01086
0,00217	344,12567
0,00217	344,23633
0,00217	344,35144
0,00218	344,45679
0,00219	344,57129
0,00219	344,68875
0,00219	344,80728
0,00219	344,92383
0,0022	345,0358
0,0022	345,1463
0,0022	345,26102
0,0022	345,37714
0,0022	345,48389
0,0022	345,60266
0,00221	345,72018
0,00221	345,82819
0,00221	345,94162
0,00221	346,05444
0,00222	346,17044
0,00222	346,28253
0,00222	346,39493
0,00222	346,50278
0,00223	346,60861
0,00223	346,71915
0,00223	346,83405
0,00223	346,94287
0,00224	347,05365
0,00224	347,16666
0,00224	347,27344
0,00224	347,38788
0,00225	347,49966
0,00225	347,60684
0,00225	347,71451
0,00225	347,81982
0,00225	347,93057
0,00226	348,04803
0,00226	348,15964
0,00226	348,26617
0,00226	348,38248
0,00226	348,48962
0,00227	348,604
0,00227	348,71332
0,00227	348,82196
0,00227	348,936
0,00228	349,05023
0,00228	349,1597
0,00228	349,26764
0,00229	349,38254
0,00229	349,49396
0,00229	349,60068
0,00229	349,70749
0,00229	349,82019
0,0023	349,93869
0,0023	350,0593
0,0023	350,17032
0,00231	350,28015
0,00231	350,39697
0,00231	350,50952
0,00231	350,62341
0,00232	350,73456
0,00232	350,84229
0,00232	350,95602
0,00233	351,07324
0,00233	351,19202
0,00233	351,29959
0,00233	351,40649
0,00233	351,52054
0,00234	351,63748
0,00234	351,75323
0,00234	351,86356
0,00235	351,97583
0,00235	352,08734
0,00235	352,20889
0,00235	352,31531
0,00236	352,4313
0,00236	352,53677
0,00236	352,65063
0,00236	352,76059
0,00237	352,86801
0,00237	352,97827
0,00237	353,08636
0,00238	353,20142
0,00238	353,31607
0,00239	353,43054
0,00239	353,53995
0,00239	353,65128
0,00239	353,75854
0,0024	353,867
0,00241	353,97855
0,00241	354,08484
0,00241	354,1998
0,00241	354,31335
0,00241	354,41888
0,00242	354,5332
0,00242	354,64011
0,00242	354,75299
0,00243	354,85977
0,00243	354,9657
0,00243	355,08386
0,00244	355,19669
0,00244	355,30939
0,00245	355,42477
0,00245	355,53235
0,00245	355,64053
0,00245	355,74963
0,00246	355,86151
0,00246	355,96835
0,00247	356,07623
0,00247	356,19141
0,00247	356,29984
0,00248	356,41437
0,00248	356,52496
0,00248	356,63742
0,00248	356,7431
0,00249	356,85172
0,00249	356,96216
0,00249	357,07474
0,00249	357,18353
0,0025	357,29236
0,0025	357,39841
0,0025	357,50739
0,00251	357,61649
0,00251	357,73273
0,00251	357,84964
0,00252	357,95575
0,00252	358,06686
0,00253	358,17529
0,00253	358,29385
0,00253	358,40717
0,00253	358,52341
0,00254	358,63647
0,00254	358,74307
0,00255	358,85529
0,00255	358,96741
0,00255	359,07672
0,00255	359,18219
0,00256	359,297
0,00256	359,40564
0,00257	359,51395
0,00258	359,62619
0,00258	359,73593
0,00258	359,85049
0,00258	359,96292
0,00259	360,07208
0,00259	360,17737
0,0026	360,29071
0,0026	360,41165
0,00261	360,53265
0,00261	360,64392
0,00261	360,75421
0,00262	360,862
0,00262	360,97144
0,00263	361,07996
0,00263	361,19769
0,00263	361,31482
0,00264	361,42407
0,00264	361,52975
0,00264	361,64038
0,00265	361,74564
0,00265	361,85721
0,00265	361,97336
0,00266	362,0795
0,00266	362,18973
0,00267	362,2999
0,00267	362,40735
0,00268	362,51407
0,00268	362,62314
0,00269	362,72864
0,0027	362,83902
0,0027	362,953
0,0027	363,06097
0,00271	363,17459
0,00271	363,28421
0,00272	363,38943
0,00273	363,50055
0,00273	363,61456
0,00273	363,72058
0,00274	363,83066
0,00275	363,94235
0,00275	364,05301
0,00276	364,15829
0,00276	364,26794
0,00276	364,37561
0,00277	364,48169
0,00278	364,58783
0,00278	364,69415
0,00278	364,80527
0,00279	364,91595
0,0028	365,02579
0,0028	365,13364
0,00281	365,24445
0,00281	365,34995
0,00282	365,45532
0,00283	365,56683
0,00283	365,67401
0,00284	365,78558
0,00285	365,89099
0,00286	366,0036
0,00286	366,112
0,00286	366,22049
0,00287	366,3287
0,00288	366,4426
0,00289	366,55185
0,00289	366,65869
0,0029	366,76758
0,00291	366,87823
0,00292	366,98456
0,00293	367,09058
0,00294	367,19693
0,00295	367,31006
0,00296	367,41541
0,00297	367,52063
0,00298	367,62631
0,00299	367,73184
0,00301	367,84171
0,00301	367,95193
0,00302	368,06021
0,00303	368,14114
0,00304	368,25037
0,00304	368,35611
0,00305	368,46985
0,00307	368,54117
0,00307	368,64841
0,00308	368,76004
0,0031	368,81265
0,0031	368,91916
0,00311	369,02606
0,00312	369,13181
0,00313	369,16214
0,00314	369,27283
0,00315	369,38266
0,00316	369,4892
0,00317	369,45593
0,00318	369,56387
0,00319	369,6716
0,00321	369,74316
0,00322	369,85431
0,00323	369,96497
0,00324	370,07138
0,00326	370,10266
0,00327	370,21579
0,00328	370,32892
0,0033	370,39307
0,00332	370,4986
0,00333	370,6044
0,00335	370,67303
0,00337	370,78073
0,00339	370,88995
0,00342	370,92752
0,00344	371,03421
0,00348	371,07681
0,0035	371,18323
0,00354	371,24371
0,00355	371,35046
0,00357	371,45795
0,00361	371,48972
0,00363	371,59683
0,00365	371,70557
0,00369	371,67798
0,00371	371,78992
0,00372	371,89713
0,00376	371,81146
0,00378	371,91693
0,00381	371,81104
0,00383	371,91953
0,00387	372,02197
0,00391	372,11594
0,00395	372,09122
0,00398	372,19876
0,00402	372,11081
0,00407	372,16254
0,00411	372,19763
0,00416	372,19556
0,0042	372,20749
0,00422	372,31427
0,00426	372,20871
0,0043	372,31506
0,00432	372,20953
0,00437	372,2338
0,00443	372,18762
0,00447	372,26505
0,00451	372,1593
0,00455	372,24295
0,00459	372,18002
0,00464	372,23993
0,00465	372,13416
0,00469	372,15308
0,0047	372,04419
0,00471	371,93405
0,00476	372,0303
0,0048	371,92374
0,00484	371,9476
0,00487	371,83887
0,00491	371,75958
0,00492	371,65173
0,00494	371,54608
0,00498	371,65552
0,00501	371,61234
0,00505	371,71957
0,00509	371,75217
0,00514	371,84219
0,00519	371,80472
0,0052	371,91644
0,00526	371,89029
0,00529	371,99954
0,00535	371,97284
0,00541	372,0575
0,00547	371,98593
0,00549	372,0928
0,00553	372,19803
0,00557	372,091
0,00563	372,14801
0,00568	372,04254
0,00574	372,10419
0,00581	372,07111
0,00585	372,17676
0,00593	372,13144
0,00599	372,23886
0,00607	372,28259
0,0061	372,38953
0,00617	372,42773
0,00624	372,53302
0,0063	372,42685
0,00637	372,53333
0,00644	372,4942
0,00652	372,5166
0,00653	372,40701
0,00655	372,29651
0,00661	372,40842
0,00668	372,45724
0,00674	372,56946
0,00677	372,67502
0,00682	372,56268
0,00688	372,66809
0,00697	372,6557
0,00705	372,76096
0,00715	372,66357
0,0072	372,77139
0,00729	372,74258
0,00736	372,84814
0,0074	372,95422
0,00747	372,84796
0,00757	372,8887
0,00768	372,789
0,00772	372,89496
0,00775	373,0054
0,00785	373,01169
0,00791	373,11929
0,00801	373,0838
0,00806	373,19009
0,00816	373,19443
0,00827	373,23434
0,00838	373,1651
0,00846	373,27032
0,00856	373,16354
0,00861	373,27579
0,00871	373,32971
0,00881	373,40515
0,00891	373,37131
0,00898	373,47934
0,00908	373,46475
0,0092	373,42911
0,0093	373,3237
0,00942	373,35794
0,00953	373,33389
0,00965	373,36523
0,00977	373,39148
0,0098	373,50195
0,00992	373,45126
0,00999	373,55908
0,01002	373,66907
0,0101	373,5621
0,01022	373,66531
0,01029	373,55756
0,01041	373,63635
0,01052	373,56021
0,01063	373,64301
0,01068	373,53552
0,01076	373,64621
0,01078	373,76306
0,01089	373,74384
0,01094	373,8508
0,01098	373,95605
0,01103	373,8457
0,01111	373,95258
0,01119	373,90912
0,01123	374,01456
0,01127	374,12061
0,01134	374,03091
0,01141	374,12158
0,01147	374,12061
0,01154	374,19562
0,0116	374,2478
0,01166	374,20392
0,01168	374,31046
0,0117	374,4183
0,01176	374,37109
0,0118	374,47812
0,01183	374,37173
0,01188	374,36523
0,01192	374,42053
0,01196	374,4856
0,01201	374,42471
0,01205	374,49905
0,01209	374,51923
0,01213	374,48654
0,01217	374,49817
0,01219	374,44171
0,01222	374,54819
0,01225	374,57541
0,01228	374,62039
0,01231	374,51511
0,01233	374,62585
0,01234	374,73575
0,01236	374,7229
0,01239	374,82056
0,01241	374,76639
0,01243	374,87534
0,01245	374,77115
0,01247	374,88025
0,01248	374,98795
0,01251	374,92255
0,01252	375,0311
0,01254	375,03268
0,01255	375,14664
0,01258	375,19464
0,0126	375,29993
0,01262	375,20288
0,01263	375,31134
0,01264	375,42328
0,01264	375,52975
0,01267	375,46091
0,01269	375,56976
0,0127	375,46329
0,01273	375,56964
0,01275	375,46048
0,01277	375,49545
0,01279	375,38727
0,01282	375,37747
0,01284	375,35788
0,01285	375,46317
0,01287	375,4935
0,01289	375,56134
0,01292	375,53186
0,01293	375,63794
0,01296	375,56409
0,01297	375,67212
0,01299	375,56598
0,01301	375,67462
0,01302	375,78009
0,01304	375,6788
0,01306	375,68948
0,01308	375,58188
0,0131	375,55997
0,01312	375,54181
0,01315	375,61862
0,01317	375,51321
0,0132	375,5264
0,01322	375,43347
0,01324	375,54099
0,01326	375,43335
0,01329	375,44049
0,01332	375,37769
0,01334	375,48755
0,01337	375,37769
0,01339	375,48401
0,0134	375,37878
0,01344	375,42105
0,01347	375,34653
0,0135	375,45615
0,01353	375,34579
0,01357	375,39786
0,0136	375,28973
0,01364	375,40079
0,01368	375,30707
0,01373	375,34515
0,01375	375,23965
0,01381	375,26468
0,01386	375,22961
0,01391	375,2128
0,01394	375,10574
0,014	375,10764
0,01406	375,00034
0,01413	374,97943
0,01418	374,87375
0,01421	374,76736
0,01429	374,71423
0,01433	374,60547
0,01439	374,71912
0,01448	374,63773
0,01455	374,74582
0,01463	374,7525
0,01468	374,86298
0,01477	374,88974
0,01484	374,9866
0,01491	375,00055
0,01495	375,10693
0,01503	375,15314
0,01509	375,26636
0,01516	375,27802
0,0152	375,38348
0,01526	375,47107
0,01529	375,58069
0,01531	375,68863
0,01536	375,7713
0,0154	375,88654
0,01542	375,99365
0,01546	376,05817
0,01548	376,1698
0,01552	376,21802
0,01554	376,32492
0,01558	376,37048
0,01561	376,48242
0,01562	376,59402
0,01564	376,53818
0,01566	376,64615
0,01567	376,75363
0,01569	376,64673
0,01571	376,75821
0,01574	376,78754
0,01575	376,89789
0,01576	377,00586
0,01579	377,02173
0,0158	377,1322
0,01581	377,23801
0,01583	377,28867
0,01585	377,39392
0,01587	377,32288
0,01587	377,42947
0,01589	377,48047
0,0159	377,58588
0,01591	377,69244
0,01592	377,72437
0,01593	377,83102
0,01594	377,82703
0,01595	377,93625
0,01596	378,04459
0,01597	378,01941
0,01598	378,12842
0,016	378,09778
0,01601	378,20984
0,01601	378,31772
0,01602	378,32086
0,01603	378,42618
0,01603	378,53156
0,01605	378,51044
0,01605	378,61838
0,01606	378,66217
0,01608	378,76886
0,01608	378,87857
0,01609	378,92609
0,0161	379,03149
0,01611	378,98883
0,01612	379,10223
0,01612	379,2142
0,01613	379,24417
0,01614	379,35297
0,01615	379,38318
0,01616	379,48947
0,01617	379,59943
0,01618	379,63507
0,01618	379,74313
0,01619	379,84866
0,0162	379,79468
0,01621	379,90555
0,01622	379,97726
0,01623	380,09299
0,01623	380,19839
0,01624	380,10785
0,01625	380,21704
0,01626	380,27002
0,01627	380,37891
0,01628	380,48633
0,01629	380,44379
0,01629	380,55505
0,0163	380,66226
0,01631	380,61203
0,01631	380,72018
0,01632	380,82797
0,01633	380,81497
0,01634	380,92422
0,01636	380,84967
0,01637	380,95642
0,01637	381,06842
0,01639	381,11963
0,0164	381,22543
0,01641	381,26978
0,01642	381,37711
0,01644	381,43378
0,01645	381,54391
0,01646	381,60376
0,01647	381,71216
0,01649	381,69528
0,0165	381,80139
0,01651	381,909
0,01652	381,88989
0,01653	381,99631
0,01654	381,9819
0,01655	382,08997
0,01657	382,13129
0,01658	382,2421
0,01659	382,34778
0,0166	382,29352
0,01661	382,40335
0,01662	382,36462
0,01664	382,47388
0,01664	382,57965
0,01665	382,55884
0,01667	382,66608
0,01668	382,77222
0,01669	382,77295
0,0167	382,88455
0,01672	382,9328
0,01673	383,04037
0,01675	383,09229
0,01676	383,20093
0,01678	383,24414
0,01679	383,35254
0,01681	383,34
0,01682	383,44644
0,01684	383,552
0,01686	383,66025
0,01688	383,6413
0,01689	383,74811
0,01691	383,78281
0,01692	383,8902
0,01693	383,99802
0,01695	383,93616
0,01695	384,04327
0,01697	384,0943
0,01698	384,20325
0,017	384,30914
0,01701	384,31912
0,01702	384,42657
0,01704	384,35461
0,01705	384,46136
0,01707	384,5408
0,01709	384,64059
0,01711	384,61447
0,01711	384,72504
0,01713	384,7562
0,01715	384,86508
0,01717	384,95624
0,01718	385,06485
0,0172	385,06851
0,01721	385,17661
0,01722	385,28387
0,01724	385,23227
0,01725	385,34131
0,01726	385,41675
0,01728	385,52856
0,0173	385,57318
0,01732	385,67899
0,01733	385,72202
0,01735	385,82962
0,01736	385,9353
0,01738	385,93314
0,01739	386,03949
0,01741	385,99292
0,01743	386,09866
0,01745	386,08398
0,01746	386,19766
0,01748	386,17117
0,01749	386,27783
0,01751	386,30276
0,01752	386,41522
0,01752	386,52103
0,01755	386,55515
0,01756	386,66718
0,01758	386,68689
0,0176	386,79456
0,01762	386,80255
0,01765	386,90909
0,01768	386,85193
0,0177	386,96152
0,01773	386,9747
0,01775	387,08157
0,01777	387,04913
0,01781	387,08276
0,01784	387,0322
0,01785	387,138
0,01788	387,13324
0,0179	387,24319
0,01794	387,19928
0,01795	387,09186
0,01798	387,19955
0,01801	387,12982
0,01804	387,19769
0,01808	387,0928
0,0181	387,20187
0,01813	387,15326
0,01817	387,06964
0,01818	386,96051
0,01819	386,85007
0,01819	386,73926
0,0182	386,63177
0,01822	386,52515
0,01825	386,50705
0,01829	386,49197
0,01832	386,49225
0,01836	386,40842
0,01839	386,5141
0,01843	386,40714
0,01844	386,29456
0,01849	386,33392
0,01851	386,22632
0,01854	386,11853
0,01859	386,194
0,01862	386,08066
0,01865	385,97382
0,01871	385,86411
0,01872	385,75244
0,01874	385,64645
0,01876	385,53445
0,01878	385,42743
0,01885	385,31583
0,01888	385,2106
0,01891	385,10147
0,01901	385,02136
0,01903	384,90759
0,01905	384,79233
0,01907	384,67801
0,0191	384,56903
0,01913	384,46338
0,01919	384,34903
0,01922	384,23651
0,01927	384,1301
0,01941	384,07895
0,01945	383,96509
0,01958	383,93973
0,01967	383,83365
0,0197	383,72607
0,01975	383,62057
0,0198	383,51428
0,01989	383,40768
0,01995	383,30212
0,02009	383,35248
0,02017	383,246
0,0203	383,35782
0,02037	383,46558
0,02049	383,5784
0,02053	383,68845
0,02066	383,70493
0,02078	383,67355
0,02086	383,56564
0,02097	383,63803
0,02103	383,53229
0,02113	383,51349
0,02122	383,58743
0,02125	383,69299
0,02128	383,80682
0,0213	383,91727
0,02135	384,02359
0,02139	384,12918
0,02141	384,23486
0,02143	384,34717
0,0215	384,45367
0,02157	384,50479
0,02163	384,61188
0,02168	384,71872
0,02175	384,76578
0,02177	384,87265
0,02179	384,97989
0,0218	385,08987
0,02182	385,19559
0,02186	385,30453
0,02187	385,41476
0,02189	385,52945
0,02195	385,60364
0,02198	385,71417
0,022	385,82098
0,02201	385,92749
0,02205	386,04123
0,02206	386,15594
0,02207	386,26468
0,02212	386,37433
0,02214	386,48819
0,02215	386,59372
0,02219	386,52814
0,02221	386,63367
0,02221	386,7421
0,02225	386,68298
0,02227	386,79047
0,02228	386,90042
0,0223	386,78961
0,02233	386,89545
0,02236	386,83987
0,02238	386,94791
0,02241	386,84012
0,02244	386,83487
0,02244	386,72314
0,02245	386,61203
0,02245	386,49933
0,02246	386,39111
0,02248	386,31519
0,02249	386,20538
0,0225	386,31329
0,02251	386,41956
0,02253	386,36496
0,02254	386,47293
0,02256	386,44363
0,02258	386,54993
0,0226	386,54797
0,02262	386,51895
0,02262	386,41132
0,02263	386,29822
0,02264	386,18945
0,02265	386,08411
0,02266	385,97473
0,02267	385,86453
0,02268	385,75842
0,02269	385,65314
0,02271	385,66678
0,02271	385,56091
0,02273	385,44965
0,02274	385,34329
0,02274	385,2363
0,02275	385,129
0,02276	385,08167
0,02277	384,97009
0,02277	384,86389
0,02279	384,9707
0,0228	384,86377
0,02281	384,83591
0,02282	384,72595
0,02282	384,603
0,02282	384,49188
0,02282	384,36984
0,02282	384,25815
0,02283	384,15234
0,02284	384,04361
0,02284	383,931
0,02284	383,81488
0,02286	383,89847
0,02287	384,00403
0,02287	384,1109
0,02287	384,21625
0,02288	384,32748
0,02288	384,43594
0,02289	384,54562
0,02289	384,65375
0,02289	384,76321
0,02289	384,87991
0,0229	384,98795
0,0229	385,10028
0,0229	385,22278
0,0229	385,3327
0,0229	385,43857
0,02292	385,54428
0,02292	385,6499
0,02292	385,76172
0,02293	385,87851
0,02293	385,98923
0,02293	386,09732
0,02295	386,20346
0,02295	386,31244
0,02295	386,42065
0,02295	386,53796
0,02296	386,64514
0,02296	386,75858
0,02296	386,87717
0,02296	386,98251
0,02297	387,0896
0,02297	387,1976
0,02299	387,30981
0,02299	387,42044
0,023	387,53006
0,023	387,63556
0,023	387,74417
0,023	387,85275
0,02301	387,96039
0,02302	388,07373
0,02302	388,18152
0,02303	388,29858
0,02303	388,41089
0,02303	388,52008
0,02304	388,63272
0,02305	388,73865
0,02306	388,84509
0,02306	388,96191
0,02307	389,0697
0,02308	389,17575
0,02309	389,28372
0,02309	389,39005
0,0231	389,49969
0,0231	389,61136
0,02311	389,71878
0,02311	389,82703
0,02312	389,94003
0,02313	390,04785
0,02314	390,15414
0,02314	390,26172
0,02314	390,36697
0,02315	390,474
0,02315	390,58127
0,02316	390,6907
0,02317	390,80316
0,02318	390,91272
0,02318	391,02423
0,02319	391,13074
0,0232	391,23975
0,02321	391,34949
0,02322	391,45999
0,02323	391,56937
0,02323	391,67996
0,02324	391,78802
0,02325	391,89557
0,02326	392,00104
0,02327	392,11218
0,02327	392,22324
0,02329	392,33224
0,0233	392,43793
0,02331	392,54947
0,02331	392,66315
0,02333	392,76874
0,02334	392,87479
0,02335	392,98688
0,02335	393,09366
0,02338	393,17944
0,02339	393,28696
0,0234	393,39301
0,02341	393,49905
0,02343	393,60483
0,02344	393,7124
0,02345	393,82217
0,02347	393,87506
0,02348	393,9881
0,02349	394,09476
0,02351	394,20166
0,02353	394,31201
0,02353	394,418
0,02356	394,47964
0,02357	394,58771
0,02359	394,63538
0,0236	394,74304
0,02362	394,84912
0,02363	394,95453
0,02365	395,03302
0,02366	395,14072
0,02367	395,2482
0,02369	395,23987
0,0237	395,35394
0,02371	395,46432
0,02374	395,52838
0,02375	395,64478
0,02376	395,75653
0,02379	395,78027
0,02381	395,88733
0,02382	395,99991
0,02385	396,05469
0,02386	396,16266
0,02387	396,27029
0,02389	396,27029
0,02391	396,3786
0,02392	396,48465
0,02395	396,5556
0,02396	396,66354
0,02397	396,77347
0,024	396,82382
0,02402	396,93057
0,02403	397,03741
0,02405	397,05392
0,02407	397,15927
0,02409	397,2688
0,0241	397,3797
0,02412	397,44415
0,02413	397,5574
0,02416	397,5885
0,02418	397,69461
0,02419	397,80432
0,02422	397,88992
0,02423	397,99823
0,02424	398,10556
0,02428	398,12906
0,0243	398,24191
0,02431	398,34943
0,02434	398,42114
0,02435	398,52664
0,02437	398,64163
0,0244	398,68478
0,02442	398,79483
0,02443	398,90216
0,02447	398,99527
0,0245	399,10718
0,02451	399,21396
0,02454	399,30774
0,02456	399,41473
0,0246	399,51208
0,02461	399,61774
0,02462	399,72327
0,02465	399,80167
0,02468	399,91205
0,02469	400,01883
0,02472	400,04065
0,02474	400,15329
0,02476	400,26468
0,02479	400,33319
0,02481	400,4386
0,02483	400,5524
0,02486	400,63062
0,02488	400,7421
0,0249	400,85217
0,02494	400,8989
0,02495	401,00885
0,02496	401,11865
0,025	401,1153
0,02501	401,2247
0,02502	401,33322
0,02507	401,33252
0,02508	401,4447
0,02509	401,55252
0,0251	401,65805
0,02513	401,67593
0,02515	401,78683
0,02516	401,8967
0,0252	401,88461
0,02522	401,99457
0,02523	402,10175
0,02527	402,15176
0,02529	402,25867
0,0253	402,37036
0,02534	402,47156
0,02536	402,57681
0,02538	402,68271
0,02542	402,78427
0,02543	402,88965
0,02545	402,99591
0,02549	403,04245
0,02551	403,15216
0,02555	403,20361
0,02557	403,31171
0,02558	403,42023
0,0256	403,53137
0,02564	403,6059
0,02565	403,71249
0,0257	403,77655
0,02572	403,88477
0,02573	403,99628
0,02577	404,08316
0,0258	404,19788
0,02581	404,30591
